Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;ICU;IMC;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;LGL 7D Hospital;Hospital Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %
2020-05-21;Thu, 21;6308;332;5765;211;19;0;19;0;-17,4 %;-11;30;0;96;96;;6,5;6,5;;71;442;665;1406;;;;;;;;;0,54;0,68;-4 %;-59,1 %;;-134;6305;3;-139;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;229;;;;38,17 %;;
2020-05-22;Fri, 22;6329;310;5807;212;21;0;21;0;16,7 %;-22;42;1;99;99;;6,7;6,7;;59;430;653;1394;;;;;;;;;0,57;0,65;3 %;-52,9 %;;-115;6326;3;-111;-90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;223;;;;37,17 %;;
2020-05-23;Sat, 23;6331;287;5832;212;2;0;2;0;-77,8 %;-23;25;0;92;92;;6,2;6,2;;68;439;662;1403;;;;;;;;;0,62;0,62;-7 %;-52,8 %;;-114;6328;3;-103;-103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;226;;;;37,67 %;;
2020-05-24;Sun, 24;6337;271;5854;212;6;0;6;0;-45,5 %;-16;22;0;87;87;;5,9;5,9;;69;440;663;1404;;;;;;;;;0,71;0,62;-5 %;-52,7 %;;-116;6334;3;-97;-115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;220;;;;36,67 %;;
2020-05-25;Mon, 25;6351;224;5915;212;14;0;14;0;100,0 %;-47;61;0;94;94;;6,3;6,3;;67;438;661;1402;;;;;;;;;0,84;0,66;8 %;-27,7 %;;-136;6348;3;-36;-106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;217;;;;36,17 %;;
2020-05-26;Tue, 26;6397;243;5942;212;46;0;46;0;283,3 %;19;27;0;128;128;;8,6;8,6;;41;412;635;1376;;;;;;;;;0,98;0,76;36 %;11,3 %;;-99;6394;3;13;-88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;195;;;;32,50 %;;
2020-05-27;Wed, 27;6431;242;5977;212;34;0;34;0;70,0 %;-1;35;0;142;142;;9,6;9,6;;26;397;620;1361;;;;;;;;;1,17;0,90;11 %;42,0 %;;-101;6428;3;42;-62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;186;;;;31,00 %;;
2020-05-28;Thu, 28;6437;225;5999;213;6;0;6;0;-68,4 %;-17;22;1;129;129;;8,7;8,7;;41;412;635;1376;;;;;;;;;1,32;1,07;-9 %;34,4 %;;-107;6434;3;33;-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;178;;;;29,67 %;;
2020-05-29;Fri, 29;6451;221;6017;213;14;0;14;0;-33,3 %;-4;18;0;122;122;;8,2;8,2;;29;400;623;1364;;;;;;;;;1,40;1,16;-5 %;23,2 %;;-89;6448;3;23;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;171;;;;28,50 %;;
2020-05-30;Sat, 30;6484;245;6026;213;33;0;33;0;1550,0 %;24;9;0;153;153;;10,3;10,3;;2;373;596;1337;;;;;;;;;1,36;1,23;25 %;66,3 %;;-42;6481;3;61;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;163;;;;27,17 %;;
2020-05-31;Sun, 31;6489;239;6037;213;5;0;5;0;-16,7 %;-6;11;0;152;152;;10,2;10,2;;11;382;605;1346;;;;;;;;;1,23;1,25;-1 %;74,7 %;;-32;6486;3;65;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;156;;;;26,00 %;;
2020-06-01;Mon, 1;6489;232;6044;213;0;0;0;0;-100,0 %;-7;7;0;138;138;;9,3;9,3;;57;428;651;1392;0,84 %;4.512;38;;;;;;1,15;1,25;-9 %;46,8 %;;8;6486;3;44;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;157;;;;26,17 %;;
2020-06-02;Tue, 2;6494;225;6056;213;5;0;5;0;-89,1 %;-7;12;0;97;97;;6,5;6,5;;86;457;680;1421;0,71 %;12.474;89;;;;;;1,04;1,18;-30 %;-24,2 %;;-18;6491;3;-31;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;163;;;;27,17 %;;
2020-06-03;Wed, 3;6505;216;6076;213;11;0;12;-1;-64,7 %;-9;20;0;74;75;;5,0;5,1;;81;452;675;1416;0,72 %;15.331;110;;;;;;0,85;1,01;-23 %;-47,2 %;;-26;6503;2;-67;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;152;;;;25,33 %;;
2020-06-04;Thu, 4;6513;205;6094;214;8;0;8;0;33,3 %;-11;18;1;76;77;;5,1;5,2;;86;457;680;1421;1,06 %;12.536;133;;;;;;0,70;0,88;3 %;-40,3 %;;-20;6511;2;-52;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;135;;;;22,50 %;;
2020-06-05;Fri, 5;6527;198;6114;215;14;0;14;0;0,0 %;-7;20;1;76;77;;5,1;5,2;;105;476;699;1440;0,49 %;12.276;60;;;;;;0,58;0,80;0 %;-36,9 %;;-23;6525;2;-45;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;124;;;;20,67 %;;
2020-06-06;Sat, 6;6532;201;6126;205;5;0;5;0;-84,8 %;3;12;-10;48;49;;3,2;3,3;;105;476;699;1440;0,99 %;5.944;59;;;;;;0,51;0,71;-36 %;-68,0 %;;-44;6530;2;-104;-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;112;;;;18,67 %;;
2020-06-07;Sun, 7;6541;204;6129;208;9;0;9;0;80,0 %;3;3;3;52;53;;3,5;3,6;;96;467;690;1431;0,86 %;3.264;28;9.477;;;;;0,55;0,65;8 %;-65,1 %;;-35;6539;2;-99;-51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;118;;;;19,67 %;;
2020-06-08;Mon, 8;6554;203;6143;208;13;0;13;0;;-1;14;0;65;66;;4,4;4,4;;88;459;682;1423;0,70 %;12.798;90;10.660;;;;;0,63;0,61;25 %;-52,2 %;;-29;6552;2;-72;-67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;110;;;;18,33 %;;
2020-06-09;Tue, 9;6562;165;6188;209;8;0;8;0;60,0 %;-38;45;1;68;69;;4,6;4,6;;92;463;686;1427;1,25 %;18.154;227;11.472;;;;;0,73;0,61;5 %;-28,9 %;;-60;6560;2;-28;-67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;107;;;;17,83 %;;
2020-06-10;Wed, 10;6571;140;6222;209;9;0;9;0;-25,0 %;-25;34;0;66;66;;4,4;4,4;;91;462;685;1426;0,90 %;13.810;124;11.255;;;;;0,91;0,69;-4 %;-12,0 %;;-76;6569;2;-9;-58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;93;;;;15,50 %;;
2020-06-11;Thu, 11;6573;136;6228;209;2;0;2;0;-75,0 %;-4;6;0;60;60;;4,0;4,0;;103;474;697;1438;0,89 %;5.863;52;10.301;;;;;1,02;0,78;-9 %;-22,1 %;;-69;6571;2;-17;-53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;85;;;;14,17 %;;
2020-06-12;Fri, 12;6585;134;6241;210;12;0;12;0;-14,3 %;-2;13;1;58;58;;3,9;3,9;;96;467;690;1431;0,69 %;10.370;72;10.029;;;;;1,03;0,85;-3 %;-24,7 %;;-64;6583;2;-19;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;85;;;;14,17 %;;
2020-06-13;Sat, 13;6590;106;6273;211;5;0;5;0;0,0 %;-28;32;1;58;58;;3,9;3,9;;100;471;694;1435;0,83 %;6.112;51;10.053;;;;;1,02;0,92;0 %;18,4 %;;-95;6588;2;9;-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;84;;;;14,00 %;;
2020-06-14;Sun, 14;6601;112;6278;211;11;0;11;0;22,2 %;6;5;0;60;60;;4,0;4,0;;102;473;696;1437;1,02 %;3.135;32;10.035;;;;;0,93;0,96;3 %;13,2 %;;-92;6599;2;7;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;83;;;;13,83 %;;
2020-06-15;Mon, 15;6605;116;6278;211;4;0;4;0;-69,2 %;4;0;0;51;51;;3,4;3,4;;106;477;700;1441;0,49 %;12.125;59;9.938;;;;;0,87;0,96;-15 %;-22,7 %;;-87;6603;2;-15;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;88;;;;14,67 %;;
2020-06-16;Tue, 16;6614;120;6283;211;9;0;9;0;12,5 %;4;5;0;52;52;;3,5;3,5;;106;477;700;1441;0,43 %;15.735;68;9.593;;;;;0,87;0,96;2 %;-24,6 %;;-45;6612;2;-17;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;79;;;;13,17 %;;
2020-06-17;Wed, 17;6627;122;6293;212;13;0;13;0;44,4 %;2;10;1;56;56;;3,8;3,8;;95;466;689;1430;0,46 %;15.112;70;9.779;;;;;0,90;0,92;8 %;-15,2 %;;-18;6625;2;-10;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;65;;;;10,83 %;;
2020-06-18;Thu, 18;6631;118;6299;214;4;0;4;0;100,0 %;-4;6;2;58;58;;3,9;3,9;;103;474;697;1438;0,50 %;13.003;65;10.799;;;;;0,92;0,90;4 %;-3,3 %;;-18;6629;2;-2;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;61;;;;10,17 %;;
2020-06-19;Fri, 19;6641;114;6312;215;10;0;11;-1;-8,3 %;-4;13;1;56;57;;3,8;3,8;;98;469;692;1433;0,47 %;12.879;61;11.157;;;;;0,98;0,93;-2 %;-1,7 %;;-20;6640;1;-1;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;59;;;;9,83 %;;
2020-06-20;Sat, 20;6664;132;6315;217;23;0;22;1;340,0 %;18;3;2;74;74;;5,0;5,0;;85;456;679;1420;0,89 %;6.159;55;11.164;;;;;1,11;1,01;30 %;27,6 %;-1,1 %;26;6662;2;16;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;51;;;;8,50 %;;
2020-06-21;Sun, 21;6678;137;6324;217;14;0;14;0;27,3 %;5;9;0;77;77;;5,2;5,2;;76;447;670;1411;1,06 %;2.839;30;11.122;;;;;1,21;1,08;4 %;28,3 %;-0,3 %;25;6676;2;17;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;48;;;;8,00 %;;
2020-06-22;Mon, 22;6682;128;6337;217;4;0;4;0;0,0 %;-9;13;0;77;77;;5,2;5,2;;81;452;675;1416;0,37 %;13.360;49;11.298;;;;;1,31;1,15;0 %;51,0 %;2,5 %;12;6680;2;26;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;45;;;;7,50 %;;
2020-06-23;Tue, 23;6700;138;6345;217;18;0;18;0;100,0 %;10;8;0;86;86;;5,8;5,8;;76;447;670;1411;0,36 %;15.952;57;11.329;;;;;1,41;1,24;12 %;65,4 %;7,6 %;18;6698;2;34;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;49;;;;8,17 %;;
2020-06-24;Wed, 24;6713;142;6354;217;13;0;13;0;0,0 %;4;9;0;86;86;;5,8;5,8;;67;438;661;1402;0,56 %;14.717;82;11.273;;;;;1,33;1,26;0 %;53,6 %;12,1 %;20;6711;2;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;50;;;;8,33 %;;
2020-06-25;Thu, 25;6731;158;6356;217;18;0;18;0;350,0 %;16;2;0;100;100;;6,7;6,7;;60;431;654;1395;0,53 %;13.245;70;11.307;;;;;1,31;1,31;16 %;72,4 %;12,0 %;40;6729;2;42;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;48;;;;8,00 %;;
2020-06-26;Fri, 26;6748;163;6368;217;17;0;17;0;54,5 %;5;12;0;107;106;;7,2;7,1;;65;436;659;1400;0,63 %;13.206;83;11.354;;;;;1,33;1,34;6 %;86,0 %;10,5 %;49;6746;2;49;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;49;;;;8,17 %;;
2020-06-27;Sat, 27;6760;170;6373;217;12;0;12;0;-45,5 %;7;5;0;96;96;;6,5;6,5;;67;438;661;1402;0,80 %;7.034;56;11.479;;;;;1,24;1,29;-9 %;29,7 %;9,2 %;38;6758;2;22;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;44;;;;7,33 %;;
2020-06-28;Sun, 28;6770;169;6382;219;10;0;10;0;-28,6 %;-1;9;2;92;92;;6,2;6,2;;61;432;655;1396;0,71 %;3.259;23;11.539;;;;;1,21;1,25;-4 %;19,5 %;8,2 %;32;6768;2;15;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;42;;;;7,00 %;;
0202-06-29;Tue, 29;6791;186;6386;219;21;0;21;0;425,0 %;17;4;0;109;109;;7,3;7,3;;58;429;652;1393;0,67 %;17.070;114;12.069;;;;;1,15;1,21;18 %;41,6 %;7,3 %;58;6789;2;32;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;43;;;;7,17 %;;
2020-06-30;Tue, 30;6831;217;6394;220;40;0;40;0;122,2 %;31;8;1;131;131;;8,8;8,8;;31;402;625;1366;0,51 %;16.556;84;12.155;;;;;1,13;1,19;20 %;52,3 %;5,9 %;79;6829;2;45;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;45;;;;7,50 %;;
2020-07-01;Wed, 1;6841;214;6408;219;10;0;10;0;-23,1 %;-3;14;-1;128;128;;8,6;8,6;;39;410;633;1374;0,48 %;16.435;79;12.401;;;;;1,19;1,21;-2 %;48,8 %;5,3 %;72;6839;2;42;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;47;;;;7,83 %;;
2020-07-02;Thu, 2;6864;233;6412;219;23;0;23;0;27,8 %;19;4;0;133;133;;9,0;9,0;;33;404;627;1368;0,55 %;17.585;97;13.021;;;;;1,27;1,24;4 %;33,0 %;6,8 %;75;6862;2;33;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;42;;;;7,00 %;;
2020-07-03;Fri, 3;6884;243;6421;220;20;0;20;0;17,6 %;10;9;1;136;136;;9,2;9,2;;25;396;619;1360;0,60 %;17.607;106;13.649;;;;;1,31;1,22;2 %;28,3 %;9,5 %;80;6882;2;30;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;37;;;;6,17 %;;
2020-07-04;Sat, 4;6898;234;6444;220;14;0;14;0;16,7 %;-9;23;0;138;138;;9,3;9,3;;21;392;615;1356;1,22 %;7.700;94;13.745;;;;;1,25;1,20;1 %;43,8 %;11,9 %;64;6896;2;42;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;40;;;;6,67 %;;
2020-07-05;Sun, 5;6902;224;6458;220;4;0;4;0;-60,0 %;-10;14;0;132;132;;8,9;8,9;;38;409;632;1373;0,10 %;4.889;5;13.977;;;;;1,17;1,19;-4 %;43,5 %;14,4 %;55;6900;2;40;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;35;;;;5,83 %;;
2020-07-06;Mon, 6;6925;243;6462;220;23;0;23;0;9,5 %;19;4;0;134;134;;9,0;9,0;;55;426;649;1390;0,37 %;22.660;84;14.776;;;;;1,08;1,17;2 %;22,9 %;16,6 %;57;6923;2;25;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;38;;;;6,33 %;;
2020-07-07;Tue, 7;6959;259;6480;220;34;0;34;0;-15,0 %;16;18;0;128;128;;8,6;8,6;;31;402;625;1366;0,57 %;23.679;135;15.794;;;;;1,01;1,13;-4 %;-2,3 %;19,9 %;42;6957;2;-3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;31;;;;5,17 %;;
2020-07-08;Wed, 8;6980;267;6493;220;21;0;21;0;110,0 %;8;13;0;139;139;;9,4;9,4;;33;404;627;1368;0,44 %;22.046;97;16.595;;;;;1,00;1,08;9 %;8,6 %;23,4 %;53;6978;2;11;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;33;;;;5,50 %;;
2020-07-09;Thu, 9;6992;261;6511;220;12;0;11;1;-52,2 %;-6;18;0;128;127;;8,6;8,6;;41;412;635;1376;0,50 %;23.430;117;17.430;;;;;0,98;1,03;-9 %;-4,5 %;26,1 %;28;6989;3;-6;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;28;;;;4,67 %;;
2020-07-10;Fri, 10;7010;262;6528;220;18;0;18;0;-10,0 %;1;17;0;126;125;;8,5;8,4;;38;409;632;1373;0,51 %;22.334;114;18.105;;;;;0,96;0,99;-2 %;-8,1 %;27,9 %;19;7007;3;-11;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;31;;;;5,17 %;;
2020-07-11;Sat, 11;7013;253;6540;220;3;0;3;0;-78,6 %;-9;12;0;115;114;;7,7;7,7;;39;410;633;1374;0,57 %;10.119;58;18.451;;;;;0,95;0,97;-9 %;-17,4 %;30,0 %;19;7010;3;-24;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;28;;;;4,67 %;;
2020-07-12;Sun, 12;7020;250;6550;220;7;0;7;0;75,0 %;-3;10;0;118;117;;8,0;7,9;;55;426;649;1390;0,33 %;5.153;17;18.489;;;;;0,91;0,94;3 %;-11,4 %;31,4 %;26;7017;3;-15;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;28;;;;4,67 %;;
2020-07-13;Mon, 13;7035;244;6571;220;15;0;15;0;-34,8 %;-6;21;0;110;109;;7,4;7,3;;74;445;668;1409;0,34 %;32.699;111;19.923;;;;;0,88;0,92;-7 %;-18,7 %;33,1 %;1;7032;3;-25;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;33;;;;5,50 %;;
2020-07-14;Tue, 14;7046;215;6611;220;11;0;11;0;-67,6 %;-29;40;0;87;86;;5,9;5,8;;84;455;678;1419;0,42 %;25.903;109;20.241;;;;;0,82;0,89;-21 %;-32,8 %;32,7 %;-44;7043;3;-42;-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;27;;;;4,50 %;;
2020-07-15;Wed, 15;7066;225;6621;220;20;0;20;0;-4,8 %;10;10;0;86;85;;5,8;5,7;;75;446;669;1410;0,41 %;29.072;119;21.244;;;;;0,79;0,85;-1 %;-38,8 %;31,8 %;-42;7063;3;-54;-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;30;;;;5,00 %;;
2020-07-16;Thu, 16;7092;228;6643;221;26;0;26;0;136,4 %;3;22;1;100;100;;6,7;6,7;;67;438;661;1402;0,37 %;25.474;94;21.536;;;;;0,79;0,83;18 %;-21,3 %;30,2 %;-33;7089;3;-27;-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;30;;;;5,00 %;;
2020-07-17;Fri, 17;7116;232;6662;222;24;0;26;-2;44,4 %;4;19;1;106;108;;7,1;7,3;;46;417;640;1381;0,66 %;21.432;141;21.407;;;;;0,82;0,84;8 %;-13,6 %;28,0 %;-30;7115;1;-17;-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;24;;;;4,00 %;;
2020-07-18;Sat, 18;7123;225;6676;222;7;0;6;1;100,0 %;-7;14;0;110;111;;7,4;7,5;;44;415;638;1379;0,75 %;9.759;73;21.356;;;;;0,95;0,88;3 %;-2,6 %;25,2 %;-28;7121;2;-3;-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;24;;;;4,00 %;;
2020-07-19;Sun, 19;7140;238;6680;222;17;0;17;0;142,9 %;13;4;0;120;121;;8,1;8,2;;43;414;637;1378;0,43 %;6.717;29;21.579;;;;;1,11;0,94;9 %;3,4 %;23,1 %;-12;7138;2;4;-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;26;;;;4,33 %;;
2020-07-20;Mon, 20;7150;225;6703;222;10;0;10;0;-33,3 %;-13;23;0;115;116;;7,7;7,8;;44;415;638;1379;0,28 %;32.510;91;21.552;;;;;1,20;0,99;-4 %;6,4 %;19,3 %;-19;7148;2;7;-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;30;;;;5,00 %;;
2020-07-21;Tue, 21;7166;207;6737;222;16;0;16;0;45,5 %;-18;34;0;120;121;;8,1;8,2;;48;419;642;1383;0,46 %;27.925;128;21.841;;;;;1,24;1,06;4 %;40,7 %;16,5 %;-8;7164;2;35;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;24;;;;4,00 %;;
2020-07-22;Wed, 22;7181;201;6758;222;15;0;15;0;-25,0 %;-6;21;0;115;116;;7,7;7,8;;59;430;653;1394;0,52 %;25.398;132;21.316;;;;;1,17;1,11;-4 %;36,5 %;12,5 %;-24;7179;2;31;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;28;;;;4,67 %;;
2020-07-23;Thu, 23;7197;205;6770;222;16;0;16;0;-38,5 %;4;12;0;105;106;;7,1;7,1;;69;440;663;1404;0,43 %;23.993;103;21.105;;;;;1,04;1,11;-9 %;6,0 %;8,8 %;-23;7195;2;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;23;;;;3,83 %;;
2020-07-24;Fri, 24;7214;204;6788;222;17;0;17;0;-34,6 %;-1;18;0;98;97;;6,6;6,5;;58;429;652;1393;0,68 %;19.035;129;20.762;;;;;0,96;1,08;-8 %;-10,2 %;5,8 %;-28;7212;2;-11;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;23;;;;3,83 %;;
2020-07-25;Sat, 25;7228;215;6791;222;14;0;14;0;133,3 %;11;3;0;105;105;;7,1;7,1;;61;432;655;1396;2,51 %;9.440;237;20.717;;;;;0,90;1,03;8 %;-5,4 %;3,2 %;-10;7226;2;-6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;27;;;;4,50 %;;
2020-07-26;Sun, 26;7230;210;6798;222;2;0;2;0;-88,2 %;-5;7;0;90;90;;6,1;6,1;;69;440;663;1404;0,21 %;4.736;10;20.434;;;;;0,84;0,95;-14 %;-25,6 %;0,3 %;-28;7228;2;-31;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;31;;;;5,17 %;;
2020-07-27;Mon, 27;7243;208;6813;222;13;0;13;0;30,0 %;-2;15;0;93;93;;6,3;6,3;;72;443;666;1407;0,34 %;29.670;101;20.028;;;;;0,84;0,91;3 %;-19,8 %;-1,8 %;-17;7241;2;-23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;28;;;;4,67 %;;
2020-07-28;Tue, 28;7258;212;6824;222;15;0;15;0;-6,3 %;4;11;0;92;92;;6,2;6,2;;72;443;666;1407;0,32 %;30.434;97;20.387;;;;;0,86;0,89;-1 %;-24,0 %;-3,8 %;5;7256;2;-29;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;29;;;;4,83 %;;
2020-07-29;Wed, 29;7275;209;6844;222;17;0;17;0;13,3 %;-3;20;0;94;94;;6,3;6,3;;71;442;665;1406;0,48 %;26.825;129;20.590;;;;;0,87;0,87;2 %;-19,0 %;-4,4 %;8;7273;2;-22;-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;32;;;;5,33 %;;
2020-07-30;Thu, 30;7294;202;6870;222;19;0;19;0;18,8 %;-7;26;0;97;97;;6,5;6,5;;69;440;663;1404;0,47 %;26.966;127;21.015;;;;;0,94;0,89;3 %;-8,5 %;-4,1 %;-3;7292;2;-9;-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;31;;;;5,17 %;;
2020-07-31;Fri, 31;7311;195;6894;222;17;0;17;0;0,0 %;-7;24;0;97;97;;6,5;6,5;;66;437;660;1401;0,76 %;23.413;178;21.641;;;;;0,99;0,92;0 %;0,0 %;-3,1 %;-9;7309;2;0;-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;25;;;;4,17 %;;
2020-08-01;Sat, 1;7322;199;6901;222;11;0;11;0;-21,4 %;4;7;0;94;94;;6,3;6,3;;57;428;651;1392;0,88 %;11.760;103;21.972;;;;;1,01;0,94;-3 %;-10,5 %;-1,9 %;-16;7320;2;-11;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;24;;;;4,00 %;;
2020-08-02;Sun, 2;7331;191;6918;222;9;0;9;0;350,0 %;-8;17;0;101;101;;6,8;6,8;;61;432;655;1396;0,37 %;11.013;41;22.869;;;;;1,05;0,99;7 %;12,2 %;0,5 %;-19;7329;2;11;-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;29;;;;4,83 %;;
2020-08-03;Mon, 3;7356;206;6928;222;25;0;26;-1;100,0 %;15;10;0;113;114;;7,6;7,7;;51;422;645;1386;0,39 %;33.405;130;23.402;;;;;1,08;1,03;13 %;22,6 %;3,9 %;-2;7355;1;21;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;31;;;;5,17 %;;
