Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC;MUC HOSP GROWTH;MUC HOSP NORM GR
2021-01-06;Wed, 6;46356;4485;41879;633;345;0;345;0;-46,8 %;-7;352;1;55;1997;1996;18,92 %;134,5;134,5;113,1;-1501;-1130;-907;-166;8,53 %;25964;2215;38413;362;9;156;527;-10;21,4;0,85;0,94;-13 %;-24,6 %;-13,1 %;-1063;46364;-8;-652;-137;84349;;;;0,64 %;1600;8020;56143;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;106,08 %;149,33 %;;;1273;9,69;0,97;1400;110,0 %;224;1402;224;1402;-1,86 %;-2,43 %
2021-01-07;Thu, 7;46736;4518;42226;642;380;0;380;0;9,8 %;33;347;9;63;2031;2030;5,07 %;136,8;136,8;130,2;-1880;-1509;-1286;-545;7,67 %;60454;4637;39003;363;9;151;523;-1;6,6;0,85;0,91;2 %;-25,0 %;-7,5 %;-788;46744;-8;-675;-186;88916;;;;0,68 %;4567;7276;50931;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;109,33 %;149,33 %;;;1312;9,98;0,97;1308;99,7 %;152;1309;152;1309;-0,19 %;0,83 %
2021-01-08;Fri, 8;47251;4661;42598;649;515;0;515;0;51400,0 %;143;372;7;70;2546;2544;7,33 %;171,5;171,4;159,7;-2058;-1687;-1464;-723;7,31 %;67674;4947;47141;340;8;151;499;-25;11,8;0,90;0,90;25 %;-6,0 %;-2,0 %;-131;47259;-8;-162;-263;93966;;;;0,72 %;5050;7852;54961;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;883;;;121,67 %;147,17 %;;;1460;11,11;0,95;1372;94,0 %;226;1373;226;1373;-4,77 %;-5,56 %
2021-01-09;Sat, 9;47620;4653;42976;658;369;0;370;-1;9,8 %;-8;378;9;70;2578;2577;4,52 %;173,7;173,6;166,1;-2209;-1838;-1615;-874;7,39 %;27893;2061;47842;331;2;145;478;-60;7,6;0,97;0,92;1 %;4,8 %;2,4 %;32;47629;-9;119;-267;108027;;;;0,82 %;14061;7171;50194;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;864;;;121,33 %;144,00 %;;;1456;11,08;0,92;1417;97,3 %;200;1418;200;1418;-11,15 %;-10,54 %
2021-01-10;Sun, 10;47761;4408;43362;668;141;0;141;0;-35,3 %;-245;386;10;68;2499;2500;1,08 %;168,4;168,4;166,6;-2065;-1694;-1471;-730;7,49 %;13651;1022;47603;340;2;142;484;-72;1,8;1,07;0,97;-3 %;7,8 %;6,8 %;2;47770;-9;181;-220;120136;;;;0,92 %;12109;7697;53878;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;848;;;118,33 %;141,33 %;;;1420;10,81;0,90;1371;96,5 %;144;1372;144;1372;-12,95 %;-11,46 %
2021-01-11;Mon, 11;47964;4224;43749;674;203;0;203;0;-29,0 %;-184;387;6;53;2416;2417;3,56 %;162,8;162,8;157,2;-1805;-1434;-1211;-470;6,25 %;66154;4135;48188;326;5;132;463;-47;5,6;1,15;1,01;-3 %;1,8 %;9,7 %;-135;47973;-9;42;-207;135986;;;;1,04 %;15850;8301;58110;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;828;;;112,42 %;138,00 %;;;1349;10,27;0,91;1338;99,2 %;123;1338;123;1338;-9,22 %;-4,68 %
2021-01-12;Tue, 12;48355;4265;44100;682;391;0;392;-1;-15,3 %;41;351;8;50;2344;2346;1,22 %;157,9;158,1;156,2;-1851;-1480;-1257;-516;6,42 %;64585;4146;46625;309;1;128;438;-100;1,7;1,11;1,02;-3 %;2,0 %;9,7 %;-227;48365;-10;46;-157;150511;;;;1,15 %;14525;9680;67762;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;820;;;109,33 %;136,67 %;;;1312;9,98;0,96;1273;97,0 %;204;1273;204;1273;-18,59 %;-16,26 %
2021-01-13;Wed, 13;48722;4301;44431;685;367;0;367;0;6,4 %;36;331;3;52;2366;2368;2,11 %;159,4;159,5;156,2;-1839;-1468;-1245;-504;6,00 %;55045;3303;50779;302;4;126;432;-95;3,2;1,05;1,04;1 %;18,6 %;13,3 %;-184;48732;-10;372;-11;167915;;;;1,28 %;17404;11938;83566;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;812;;;110,50 %;135,33 %;;;1326;10,09;1,01;1248;94,1 %;199;1248;199;1248;-18,03 %;-16,57 %
2021-01-14;Thu, 14;48995;4236;44771;692;273;0;275;-2;-27,6 %;-64;339;7;50;2259;2263;2,62 %;152,2;152,5;148,6;-1597;-1226;-1003;-262;6,15 %;56430;3470;50205;275;3;127;405;-118;3,6;0,97;1,04;-4 %;11,5 %;17,8 %;-282;49007;-12;233;119;183573;;;;1,40 %;15658;13522;94657;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;806;;;112,25 %;134,33 %;;;1347;10,25;1,02;1290;95,8 %;194;1290;194;1290;-22,56 %;-24,24 %
2021-01-15;Fri, 15;49260;4175;45099;700;265;0;267;-2;-48,2 %;-62;329;8;51;2009;2015;3,35 %;135,4;135,8;131,4;-1494;-1123;-900;-159;5,80 %;59147;3431;48986;249;4;125;378;-121;4,0;0,90;1,01;-11 %;-20,8 %;15,9 %;-487;49274;-14;-529;66;198607;;;;1,51 %;15034;14949;104641;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;799;;;106,33 %;133,17 %;;;1276;9,71;1,00;1278;100,2 %;214;1278;214;1278;-24,25 %;-26,76 %
2021-01-16;Sat, 16;49477;4107;45384;702;217;0;217;0;-41,4 %;-68;285;2;44;1857;1862;1,54 %;125,1;125,5;123,6;-1572;-1201;-978;-237;6,81 %;23893;1627;48415;247;3;124;374;-104;1,5;0,86;0,96;-8 %;-27,7 %;13,7 %;-546;49491;-14;-715;-53;208541;;;;1,59 %;9934;14359;100514;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;769;;;106,42 %;128,17 %;;;1277;9,72;0,95;1239;97,0 %;161;1239;161;1239;-21,76 %;-25,38 %
2021-01-17;Sun, 17;49566;3905;45674;705;89;0;88;1;-37,6 %;-202;290;3;37;1805;1809;6,84 %;121,6;121,9;114,1;-1458;-1087;-864;-123;6,83 %;12219;835;48210;245;4;128;377;-107;7,5;0,83;0,90;-3 %;-27,6 %;11,7 %;-503;49579;-13;-691;-177;213837;;;;1,63 %;5296;13386;93701;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;783;;;105,00 %;130,50 %;;;1260;9,59;0,90;1215;96,4 %;120;1215;120;1215;-22,11 %;-27,94 %
2021-01-18;Mon, 18;49702;3676;46038;712;136;0;135;1;-33,5 %;-228;363;7;38;1738;1741;2,09 %;117,1;117,3;114,9;-1201;-830;-607;134;5,89 %;58109;3423;47061;221;3;121;345;-118;2,2;0,79;0,85;-4 %;-28,0 %;9,2 %;-548;49714;-12;-676;-280;220318;419;;;1,68 %;6900;12107;84751;0,00 %;419;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;782;;;102,08 %;130,33 %;;;1225;9,32;0,85;1197;97,7 %;105;1197;105;1197;-25,49 %;-32,21 %
2021-01-19;Tue, 19;49940;3546;46406;717;238;0;238;0;-39,3 %;-130;368;5;35;1585;1587;3,09 %;106,8;106,9;103,7;-1071;-700;-477;264;5,58 %;65254;3641;47157;224;3;111;338;-100;3,1;0,78;0,83;-9 %;-32,4 %;8,3 %;-719;49952;-12;-759;-395;226317;1659;;;1,72 %;7239;11066;77465;0,01 %;1240;;;;;;;;;;;6700;;0,45 %;200;;0,01 %;;;0,00 %;;;;;0,00;765;;;101,58 %;127,50 %;;;1219;9,28;0,83;1175;96,4 %;182;1175;182;1175;-22,83 %;-27,51 %
2021-01-20;Wed, 20;50192;3441;46763;723;252;0;252;0;-31,3 %;-105;357;6;38;1470;1472;6,67 %;99,0;99,2;93,0;-1048;-677;-454;287;5,47 %;54199;2965;47036;223;4;105;332;-100;6,0;0,78;0,81;-7 %;-37,8 %;3,0 %;-860;50204;-12;-896;-576;232464;4077;;;1,77 %;8565;9804;68626;0,03 %;2418;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;0,00;747;;;100,75 %;124,50 %;;;1209;9,20;0,82;1162;96,1 %;187;1163;187;1163;-23,15 %;-26,16 %
2021-01-21;Thu, 21;50368;3272;47108;732;176;0;176;0;-36,0 %;-169;345;9;40;1373;1373;3,12 %;92,5;92,5;89,7;-957;-586;-363;378;5,40 %;55889;3018;46959;224;2;104;330;-75;2,8;0,78;0,79;-7 %;-39,3 %;-1,3 %;-965;50380;-12;-890;-737;238298;16704;;;1,82 %;18461;10204;71429;0,13 %;12627;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;0,00;737;;;95,08 %;122,83 %;;;1141;8,68;0,85;1134;99,4 %;166;1135;166;1135;-18,52 %;-18,55 %
2021-01-22;Fri, 22;50546;3115;47443;767;178;0;178;0;-33,3 %;-157;335;35;67;1286;1284;2,73 %;86,6;86,5;84,2;-918;-547;-324;417;5,13 %;56361;2891;46561;215;3;101;319;-59;2,4;0,77;0,77;-6 %;-36,3 %;-2,6 %;-1060;50558;-12;-731;-765;244058;46811;;;1,86 %;35867;13180;92262;0,36 %;30107;;;;;;;;;;;6900;200;0,46 %;1600;1400;0,11 %;;;0,00 %;;;;;0,00;728;;;94,33 %;121,33 %;;;1132;8,61;0,86;1100;97,2 %;180;1101;180;1101;-15,61 %;-13,65 %
2021-01-23;Sat, 23;50677;2907;47782;770;131;0;131;0;-39,6 %;-207;338;3;68;1200;1198;1,00 %;80,9;80,7;79,9;-961;-590;-367;374;6,34 %;27260;1728;47042;212;2;102;316;-58;1,0;0,76;0,77;-7 %;-35,7 %;-3,2 %;-1199;50689;-12;-664;-758;250038;59316;;;1,91 %;18485;14402;100813;0,45 %;12505;;;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;710;;;92,50 %;118,33 %;;;1110;8,45;0,83;1101;99,2 %;162;1102;162;1102;-15,51 %;-14,17 %
2021-01-24;Sun, 24;50737;2644;48105;776;60;0;60;0;-31,8 %;-263;323;6;71;1171;1170;0,00 %;78,9;78,8;78,8;-886;-515;-292;449;5,60 %;15770;883;47549;218;1;101;320;-57;0,1;0,76;0,77;-2 %;-35,3 %;-3,5 %;-1261;50749;-12;-639;-751;254916;67418;;;1,94 %;4878;14342;100395;0,51 %;8102;9631;67418;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;711;;;91,08 %;118,50 %;;;1093;8,32;0,78;1078;98,6 %;97;1079;97;1079;-15,12 %;-11,02 %
2021-01-25;Mon, 25;50829;2448;48393;787;92;0;92;0;-31,9 %;-196;288;11;75;1127;1127;2,71 %;75,9;75,9;73,9;-740;-369;-146;595;5,26 %;61556;3238;48041;213;1;96;310;-35;2,0;0,77;0,78;-4 %;-35,3 %;-2,9 %;-1228;50841;-12;-614;-742;290683;93628;;;2,21 %;35767;18466;129262;0,71 %;26210;13316;93209;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;713;;;89,50 %;118,83 %;;;1074;8,17;0,74;1074;100,0 %;101;1075;101;1075;-10,14 %;-3,62 %
2021-01-26;Tue, 26;51024;2378;48659;798;195;0;196;-1;-17,6 %;-70;266;11;81;1084;1085;4,28 %;73,0;73,1;70,1;-683;-312;-89;652;5,19 %;66209;3436;48178;200;4;86;290;-48;2,9;0,80;0,78;-4 %;-31,6 %;-2,8 %;-1168;51037;-13;-502;-705;278653;86350;;;2,12 %;-12030;15713;109993;0,66 %;-7278;12099;84691;;;;;;;;;8000;1100;0,54 %;3800;2200;0,26 %;;;0,00 %;;;;;0,00;698;;;86,92 %;116,33 %;;;1043;7,94;0,74;1051;100,8 %;159;1052;159;1052;-14,20 %;-10,71 %
2021-01-27;Wed, 27;51197;2293;48917;811;173;0;173;0;-31,3 %;-85;258;13;88;1005;1006;2,57 %;67,7;67,8;66,1;-681;-310;-87;654;4,69 %;58235;2731;48754;191;4;87;282;-50;1,6;0,82;0,79;-7 %;-31,7 %;-1,2 %;-1148;51210;-13;-466;-644;291334;90355;;;2,22 %;12681;16301;114109;0,69 %;4005;12325;86278;;;;;;;;;8000;0;0,54 %;3800;0;0,26 %;;;0,00 %;;;;;0,00;695;;;84,33 %;115,83 %;;;1012;7,70;0,76;1014;100,2 %;149;1014;149;1014;-15,06 %;-14,35 %
2021-01-28;Thu, 28;51331;2178;49166;819;134;0;134;0;-23,9 %;-115;249;8;87;963;964;3,02 %;64,9;64,9;63,0;-637;-266;-43;698;5,15 %;59647;3072;49291;174;5;95;274;-56;1,9;0,83;0,80;-4 %;-29,8 %;0,5 %;-1094;51344;-13;-409;-575;302792;93015;;;2,31 %;11458;15301;107106;0,71 %;2660;10902;76311;;;;;;;;;9600;1600;0,65 %;5300;1500;0,36 %;;;0,00 %;;;;;0,00;698;;;79,83 %;116,33 %;;;958;7,29;0,79;993;103,7 %;145;993;145;993;-16,97 %;-22,32 %
2021-01-29;Fri, 29;51471;2091;49393;827;140;0;140;0;-21,3 %;-87;227;8;60;925;926;4,52 %;62,3;62,4;59,7;-646;-275;-52;689;4,30 %;60090;2584;49824;164;4;96;264;-55;2,6;0,83;0,81;-4 %;-27,9 %;2,2 %;-1023;51484;-13;-358;-522;313523;96180;;;2,39 %;10731;11710;81970;0,73 %;3165;7053;49369;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;0,00;676;;;77,92 %;112,67 %;;;935;7,12;0,82;954;102,0 %;141;954;141;954;-17,24 %;-23,72 %
2021-01-30;Sat, 30;51585;1995;49603;831;114;0;114;0;-13,0 %;-96;210;4;61;908;909;1,66 %;61,2;61,2;60,2;-700;-329;-106;635;5,37 %;25360;1362;49552;165;4;96;265;-51;1,0;0,83;0,83;-2 %;-24,1 %;3,4 %;-912;51598;-13;-289;-468;320942;106187;;;2,45 %;7419;10129;70904;0,81 %;10007;6696;46871;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;0,00;662;;;77,33 %;110,33 %;;;928;7,06;0,82;933;100,5 %;141;933;141;933;-16,14 %;-22,17 %
2021-01-31;Sun, 31;51632;1846;49799;833;47;0;47;0;-21,7 %;-149;196;2;57;895;896;-0,33 %;60,3;60,4;60,6;-655;-284;-61;680;5,26 %;9952;523;48721;167;3;96;266;-54;-0,3;0,84;0,84;-1 %;-23,4 %;3,9 %;-798;51645;-13;-274;-416;324861;115540;;;2,48 %;3919;9992;69945;0,88 %;9353;6875;48122;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;0,00;673;;;75,67 %;112,17 %;;;908;6,91;0,79;907;99,9 %;71;907;71;907;-16,88 %;-23,39 %
2021-02-01;Mon, 1;51710;1740;49983;967;78;0;78;0;-15,2 %;-105;183;134;180;881;882;2,24 %;59,4;59,4;58,1;-537;-166;57;798;4,54 %;59973;2723;48495;162;7;91;260;-50;1,3;0,86;0,85;-2 %;-21,7 %;3,8 %;-708;51723;-13;-245;-363;331825;131297;;;2,53 %;6964;5877;41142;1,00 %;15757;5381;37669;;;;;;;;;11400;1800;0,77 %;7700;2400;0,52 %;;;0,00 %;;;;;0,00;680;;;74,50 %;113,33 %;;;894;6,80;0,77;873;97,7 %;67;873;67;873;-16,13 %;-23,94 %
2021-02-02;Tue, 2;51812;1669;50154;978;102;0;100;2;-49,0 %;-71;171;11;180;788;786;2,51 %;53,1;53,0;51,7;-466;-95;128;869;4,27 %;66098;2822;48479;148;6;92;246;-44;1,4;0,87;0,85;-11 %;-27,6 %;3,5 %;-709;51823;-11;-299;-334;340112;144734;;;2,59 %;8287;8780;61459;1,10 %;13437;8341;58384;;;;;;;;;11400;0;0,77 %;7700;0;0,52 %;;;0,00 %;;;;;0,00;650;;;71,25 %;108,33 %;;;855;6,51;0,78;865;101,2 %;151;865;151;865;-15,17 %;-26,00 %
2021-02-03;Wed, 3;51922;1612;50321;988;110;0;110;0;-36,4 %;-57;167;10;177;725;723;1,46 %;48,8;48,7;48,0;-440;-69;154;895;4,09 %;61059;2497;48883;142;5;90;237;-45;0,8;0,86;0,85;-8 %;-28,1 %;3,1 %;-681;51933;-11;-283;-308;350581;160629;;;2,67 %;10469;8464;59247;1,22 %;15895;10039;70274;;;;;;;;;11400;0;0,77 %;7700;0;0,52 %;;;0,00 %;;;;;0,00;668;;;69,83 %;111,33 %;;;838;6,38;0,82;829;98,9 %;113;829;113;829;-15,96 %;-25,65 %
2021-02-04;Thu, 4;52054;1583;50482;998;132;0;132;0;-1,5 %;-29;161;10;179;723;721;3,62 %;48,7;48,6;46,9;-432;-61;162;903;4,24 %;60453;2563;48998;133;6;83;222;-52;1,8;0,84;0,85;-0 %;-25,2 %;2,2 %;-595;52065;-11;-243;-284;359964;173079;;;2,74 %;9383;8167;57172;1,32 %;12450;11438;80064;;;;;;;;;13000;1600;0,88 %;8800;1100;0,59 %;;;0,00 %;;;;;0,00;651;;;70,92 %;108,50 %;;;851;6,48;0,87;797;93,7 %;113;797;113;797;-18,98 %;-23,56 %
2021-02-05;Fri, 5;52197;1569;50637;1006;143;0;141;2;0,7 %;-14;155;8;179;726;722;7,76 %;48,9;48,6;45,1;-461;-90;133;874;3,64 %;59845;2178;48963;124;8;80;212;-52;3,8;0,82;0,85;0 %;-22,0 %;1,0 %;-522;52206;-9;-204;-262;368547;184229;;;2,81 %;8583;7861;55024;1,40 %;11150;12578;88049;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;0,00;619;;;65,92 %;103,17 %;;;791;6,02;0,90;759;96,0 %;103;759;103;759;-19,70 %;-24,39 %
2021-02-06;Sat, 6;52267;1494;50781;1009;70;0;69;1;-39,5 %;-75;144;3;178;682;677;-0,22 %;45,9;45,6;45,7;-482;-111;112;853;4,58 %;24435;1119;48831;121;7;81;209;-56;0,2;0,82;0,85;-6 %;-25,5 %;0,1 %;-501;52275;-8;-232;-254;377424;192226;;;2,88 %;8877;8069;56482;1,46 %;7997;12291;86039;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;0,00;616;;;62,50 %;102,67 %;;;750;5,71;0,89;717;95,6 %;99;717;99;717;-21,13 %;-26,67 %
2021-02-07;Sun, 7;52297;1387;50918;1010;30;0;30;0;-36,2 %;-108;138;1;177;665;660;0,00 %;44,8;44,5;44,5;-433;-62;161;902;4,46 %;9509;424;48767;129;9;80;218;-48;0,3;0,85;0,85;-3 %;-26,3 %;-0,3 %;-459;52305;-8;-236;-249;384576;196692;;;2,93 %;7152;8531;59715;1,50 %;4466;11593;81152;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;0,00;625;;;61,92 %;104,17 %;;;743;5,65;0,86;711;95,7 %;65;711;65;711;-18,05 %;-22,75 %
2021-02-08;Mon, 8;52368;1325;51051;1017;71;0;71;0;-9,0 %;-61;132;7;50;658;653;5,01 %;44,3;44,0;41,9;-404;-33;190;931;3,49 %;60753;2120;48879;127;7;86;220;-40;2,4;0,87;0,85;-1 %;-26,0 %;-0,3 %;-415;52376;-8;-229;-247;393856;202985;;;3,00 %;9280;8862;62031;1,55 %;6293;10241;71688;;;;;;;;;18200;5200;1,23 %;9600;800;0,65 %;;;0,00 %;;;;;0,00;629;;;59,92 %;104,83 %;;;719;5,47;0,83;719;100,0 %;75;719;75;719;-15,38 %;-21,60 %
2021-02-09;Tue, 9;52514;1342;51180;1022;146;0;146;0;46,0 %;16;130;5;44;702;699;6,56 %;47,3;47,1;44,2;-440;-69;154;895;3,46 %;65781;2276;48834;127;8;84;219;-27;3,1;0,91;0,86;7 %;-11,1 %;-0,3 %;-328;52522;-8;-87;-216;406322;208603;;;3,10 %;12466;9459;66210;1,59 %;5618;9124;63869;;;;;;;;;18200;0;1,23 %;9600;0;0,65 %;;;0,00 %;;;;;0,00;619;;;56,67 %;103,17 %;;;680;5,17;0,80;686;100,9 %;118;686;118;686;-10,98 %;-14,19 %
2021-02-10;Wed, 10;52613;1314;51308;1025;99;0;100;-1;-9,1 %;-28;128;3;37;691;689;2,43 %;46,6;46,4;45,3;-407;-36;187;928;3,15 %;64731;2039;49358;122;7;80;209;-28;1,3;0,95;0,89;-1 %;-4,7 %;-0,2 %;-299;52622;-9;-34;-181;421168;213152;;;3,21 %;14846;10084;70587;1,62 %;4549;7503;52523;;;;;;;;;18200;0;1,23 %;9600;0;0,65 %;;;0,00 %;;;;;0,00;582;;;55,67 %;97,00 %;;;668;5,08;0,79;676;101,2 %;103;676;103;676;-11,81 %;-14,08 %
2021-02-11;Thu, 11;52707;1282;51434;1028;94;0;94;0;-28,8 %;-32;126;3;30;653;651;3,54 %;44,0;43,9;42,4;-361;10;233;974;3,21 %;60455;1941;49358;116;5;81;202;-20;1,6;0,97;0,92;-6 %;-9,7 %;0,0 %;-302;52716;-9;-70;-156;435511;218749;;;3,32 %;14343;10792;75547;1,67 %;5597;6524;45670;;;;;;;;;23900;5700;1,61 %;10000;400;0,67 %;;;0,00 %;;;;;0,00;578;;;52,17 %;96,33 %;;;626;4,76;0,82;682;108,9 %;119;682;119;682;-9,01 %;-12,78 %
2021-02-12;Fri, 12;52781;1243;51547;1037;74;0;74;0;-47,5 %;-38;112;9;31;584;584;2,34 %;39,3;39,3;38,4;-366;5;228;969;3,15 %;59037;1860;49243;98;5;79;182;-30;0,9;0,97;0,93;-10 %;-19,1 %;0,3 %;-326;52790;-9;-138;-147;450982;226982;;;3,44 %;15471;11776;82435;1,73 %;8233;6108;42753;;;;;;;;;23900;0;1,61 %;10000;0;0,67 %;;;0,00 %;;;;;0,00;572;;;54,08 %;95,33 %;;;649;4,94;0,85;676;104,2 %;97;676;97;676;-14,15 %;-20,97 %
2021-02-13;Sat, 13;52826;1184;51650;1040;45;0;44;1;-36,2 %;-59;103;3;31;559;559;3,57 %;37,7;37,7;36,4;-381;-10;213;954;4,18 %;25077;1048;49335;93;5;77;175;-34;1,3;0,92;0,93;-4 %;-17,4 %;0,7 %;-310;52834;-8;-118;-130;463715;233760;;;3,53 %;12733;12327;86291;1,78 %;6778;5933;41534;;;;;;;;;23900;0;1,61 %;10000;0;0,67 %;;;0,00 %;;;;;0,00;561;;;53,08 %;93,50 %;;;637;4,85;0,87;682;107,1 %;105;682;105;682;-16,27 %;-23,14 %
2021-02-14;Sun, 14;52845;1100;51753;1040;19;0;19;0;-36,7 %;-84;103;0;30;548;548;0,00 %;36,9;36,9;36,9;-328;43;266;1007;3,89 %;9769;380;49372;92;4;79;175;-43;0,0;0,87;0,91;-2 %;-17,0 %;0,9 %;-287;52853;-8;-112;-113;471231;237526;;;3,59 %;7516;12379;86655;1,81 %;3766;5833;40834;;;;;;;;;23900;0;1,61 %;10000;0;0,67 %;;;0,00 %;;;;;0,00;547;;;52,83 %;91,17 %;;;634;4,82;0,87;676;106,6 %;59;676;59;676;-19,72 %;-28,68 %
2021-02-15;Mon, 15;52905;1057;51856;1040;60;0;60;0;-15,5 %;-43;103;0;23;537;537;5,23 %;36,2;36,2;34,4;-242;129;352;1093;3,15 %;59907;1887;49251;87;4;77;168;-52;1,8;0,83;0,90;-2 %;-17,8 %;0,9 %;-269;52913;-8;-116;-96;482886;247180;;;3,68 %;11655;12719;89030;1,88 %;9654;6314;44195;;;;;;;;;30800;6900;2,08 %;11700;1700;0,79 %;;;0,00 %;;;;;0,00;550;;;53,00 %;91,67 %;;;636;4,84;0,86;663;104,2 %;62;663;62;663;-23,64 %;-31,50 %
2021-02-16;Tue, 16;52938;993;51953;1041;33;0;33;0;-77,4 %;-64;97;1;19;424;424;0,00 %;28,6;28,6;28,6;-175;196;419;1160;3,15 %;66101;2082;49297;80;2;74;156;-63;0,0;0,79;0,87;-21 %;-39,3 %;0,9 %;-348;52946;-8;-275;-123;494480;257615;;;3,77 %;11594;12594;88158;1,96 %;10435;7002;49012;;;;;;;;;30800;0;2,08 %;11700;0;0,79 %;;;0,00 %;;;;;0,00;543;;;52,67 %;90,50 %;;;632;4,81;0,85;640;101,3 %;95;640;95;640;-28,77 %;-37,01 %
2021-02-17;Wed, 17;53055;1015;52047;1042;117;0;116;1;16,0 %;22;94;1;17;442;440;3,86 %;29,8;29,6;28,5;-198;173;396;1137;2,92 %;61511;1796;48837;74;2;70;146;-63;1,3;0,78;0,83;4 %;-36,1 %;0,6 %;-299;53062;-7;-249;-154;509111;268958;;;3,88 %;14631;12563;87943;2,05 %;11343;7972;55806;;;;;;;;;30800;0;2,08 %;11700;0;0,79 %;;;0,00 %;;;;;0,00;518;;;49,50 %;86,33 %;;;594;4,52;0,86;625;105,2 %;88;625;88;625;-30,14 %;-39,34 %
2021-02-18;Thu, 18;53162;1029;52140;1064;107;0;107;0;13,8 %;14;93;22;36;455;453;4,10 %;30,7;30,5;29,3;-230;141;364;1105;3,02 %;64844;1958;49464;77;2;65;144;-58;1,4;0,79;0,81;3 %;-30,4 %;0,5 %;-253;53169;-7;-198;-172;524209;280447;;;3,99 %;15098;12671;88698;2,14 %;11489;8814;61698;;;;;;;;;34200;3400;2,30 %;13600;1900;0,92 %;;;0,00 %;;;;;0,00;504;;;48,92 %;84,00 %;;;587;4,47;0,90;588;100,2 %;82;588;82;588;-28,71 %;-33,62 %
