Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC;MUC HOSP GROWTH;MUC HOSP NORM GR
2021-02-19;Fri, 19;53243;1009;52240;1066;81;0;80;1;8,1 %;-20;100;2;29;462;459;0,65 %;31,1;30,9;30,7;-267;104;327;1068;2,56 %;70443;1803;51093;79;3;62;144;-38;0,4;0,80;0,80;1 %;-21,4 %;1,0 %;-235;53249;-6;-125;-170;539997;292045;;;4,11 %;15788;12716;89015;2,23 %;11598;9295;65063;;;;;;;;;34200;0;2,30 %;13600;0;0,92 %;;;0,00 %;;;;;0,00;492;;;47,17 %;82,00 %;;;566;4,31;0,93;576;101,8 %;85;576;85;576;-20,88 %;-19,39 %
2021-02-20;Sat, 20;53307;974;52339;1068;64;0;64;0;45,5 %;-34;98;2;28;481;479;0,62 %;32,4;32,3;32,1;-311;60;283;1024;3,24 %;30245;980;51831;79;3;60;142;-33;0,3;0,89;0,84;4 %;-14,3 %;1,6 %;-210;53313;-6;-80;-165;556299;298729;;;4,24 %;16302;13226;92584;2,28 %;6684;9281;64969;;;;;;;;;34200;0;2,30 %;13600;0;0,92 %;;;0,00 %;;;;;0,00;496;;;48,67 %;82,67 %;;;584;4,44;0,92;562;96,2 %;91;562;91;562;-18,86 %;-15,05 %
2021-02-21;Sun, 21;53330;904;52432;1070;23;0;23;0;21,1 %;-70;93;2;30;485;483;0,00 %;32,7;32,5;32,5;-274;97;320;1061;2,60 %;13461;350;52359;81;4;58;143;-32;0,2;0,96;0,87;1 %;-11,9 %;2,3 %;-196;53336;-6;-65;-158;569132;302944;;;4,34 %;12833;13986;97901;2,31 %;4215;9345;65418;;;;;;;;;34200;0;2,30 %;13600;0;0,92 %;;;0,00 %;;;;;0,00;481;;;48,83 %;80,17 %;;;586;4,46;0,90;555;94,7 %;52;555;52;555;-18,29 %;-11,96 %
2021-02-22;Mon, 22;53390;881;52515;1077;60;0;60;0;0,0 %;-23;83;7;37;485;483;2,85 %;32,7;32,5;31,6;-301;70;293;1034;2,71 %;64857;1758;53066;83;4;55;142;-26;1,1;1,03;0,91;0 %;-10,1 %;3,2 %;-176;53396;-6;-54;-149;588417;309948;;;4,48 %;19285;15076;105531;2,36 %;7004;8967;62768;;;;;;;;;43800;9600;2,95 %;13700;100;0,92 %;;;0,00 %;;;;;0,00;474;;;49,17 %;79,00 %;;;590;4,49;0,93;545;92,4 %;52;545;52;545;-15,48 %;-4,60 %
2021-02-23;Tue, 23;53480;892;52595;1077;90;0;91;-1;175,8 %;11;80;0;36;542;541;4,60 %;36,5;36,4;34,8;-275;96;319;1060;3,11 %;77113;2398;54639;75;1;56;132;-24;1,7;1,12;0,98;12 %;27,6 %;4,7 %;-101;53487;-7;117;-93;609003;316844;;;4,64 %;20586;16360;114523;2,41 %;6896;8461;59229;;;;;;;;;43800;0;2,95 %;13700;0;0,92 %;;;0,00 %;;;;;0,00;472;;;51,33 %;78,67 %;;;616;4,69;0,99;541;87,8 %;91;541;91;541;-15,38 %;-6,25 %
2021-02-24;Wed, 24;53598;933;52673;1082;118;0;119;-1;2,6 %;41;78;5;40;543;544;6,69 %;36,6;36,7;34,4;-287;84;307;1048;2,76 %;72302;1996;56181;67;0;55;122;-24;2,2;1,12;1,03;1 %;23,6 %;6,9 %;-82;53606;-8;104;-43;633229;326562;;;4,82 %;24226;17731;124118;2,49 %;9718;8229;57604;;;;;;;;;43800;0;2,95 %;13700;0;0,92 %;;;0,00 %;;;;;0,00;471;;;52,33 %;78,50 %;;;628;4,78;1,03;539;85,8 %;86;539;86;539;-16,44 %;-9,46 %
2021-02-25;Thu, 25;53682;940;52750;1082;84;0;84;0;-21,5 %;7;77;0;18;520;521;6,69 %;35,0;35,1;32,9;-292;79;302;1043;2,91 %;70052;2039;56925;63;0;56;119;-25;2,1;1,11;1,07;-4 %;15,0 %;9,1 %;-89;53690;-8;68;-5;656391;335390;;;5,00 %;23162;18883;132182;2,56 %;8828;7849;54943;;;;;;;;;48200;4400;3,25 %;15500;1800;1,04 %;;;0,00 %;;;;;0,00;462;;;53,75 %;77,00 %;;;645;4,91;1,06;552;85,6 %;95;552;95;552;-17,36 %;-18,18 %
2021-02-26;Fri, 26;53808;1005;52811;1084;126;0;126;0;57,5 %;65;61;2;18;565;567;9,77 %;38,1;38,2;34,8;-354;17;240;981;3,27 %;70395;2302;56918;57;0;52;109;-35;3,3;1,14;1,12;9 %;23,5 %;10,2 %;-3;53816;-8;108;28;683464;344192;;;5,21 %;27073;20495;143467;2,62 %;8802;7450;52147;;;;;;;;;48200;0;3,25 %;15500;0;1,04 %;;;0,00 %;;;;;0,00;454;;;53,00 %;75,67 %;;;636;4,84;1,08;565;88,8 %;98;565;98;565;-24,31 %;-27,85 %
2021-02-27;Sat, 27;53878;1013;52873;1084;70;0;70;0;9,4 %;7;63;0;16;571;573;5,75 %;38,5;38,6;36,5;-401;-30;193;934;3,59 %;28715;1031;56699;57;2;56;115;-27;2,0;1,11;1,11;1 %;19,6 %;10,8 %;38;53886;-8;94;53;703929;352616;;;5,36 %;20465;21090;147630;2,69 %;8424;7698;53887;;;;;;;;;48200;0;3,25 %;15500;0;1,04 %;;;0,00 %;;;;;0,00;451;;;53,08 %;75,17 %;;;637;4,85;1,09;554;87,0 %;80;554;80;554;-19,01 %;-27,85 %
2021-02-28;Sun, 28;53923;993;52938;1084;45;0;45;0;95,7 %;-20;65;0;14;593;595;0,75 %;40,0;40,1;39,8;-386;-15;208;949;3,00 %;12641;379;56582;59;1;57;117;-26;0,2;1,10;1,11;4 %;23,2 %;11,0 %;89;53931;-8;112;78;718914;359725;;;5,48 %;14985;21397;149782;2,74 %;7109;8112;56781;;;;;;;;;48200;0;3,25 %;15500;0;1,04 %;;;0,00 %;;;;;0,00;462;;;51,83 %;77,00 %;;;622;4,73;1,09;568;91,3 %;66;568;66;568;-18,18 %;-27,16 %
2021-03-01;Mon, 1;53998;1002;53004;1087;75;0;75;0;25,0 %;9;66;3;10;608;610;6,75 %;41,0;41,1;38,5;-370;1;224;965;2,95 %;68791;2029;57144;59;1;56;116;-26;2,5;1,12;1,13;3 %;26,3 %;11,0 %;121;54006;-8;127;104;741284;368531;;;5,65 %;22370;21838;152867;2,81 %;8806;8369;58583;;;;;;;;;53500;5300;3,60 %;20700;5200;1,39 %;;;0,00 %;;;;;0,00;461;;;51,25 %;76,83 %;;;615;4,68;1,07;562;91,4 %;46;562;46;562;-18,31 %;-28,92 %
2021-03-02;Tue, 2;54160;1094;53072;1088;162;0;160;2;75,8 %;92;68;1;11;680;679;5,79 %;45,8;45,7;43,2;-413;-42;181;922;3,10 %;77089;2390;57141;64;1;46;111;-21;2,6;1,13;1,13;11 %;25,5 %;10,0 %;202;54166;-6;138;107;765566;380103;;;5,83 %;24282;22366;156563;2,90 %;11572;9037;63259;;;;;;;;;53500;0;3,60 %;20700;0;1,39 %;;;0,00 %;;;;;0,00;454;;;49,08 %;75,67 %;;;589;4,48;1,05;567;96,3 %;96;567;96;567;-15,91 %;-14,67 %
2021-03-03;Wed, 3;54312;1177;53141;1088;152;0;152;0;27,7 %;83;69;0;6;714;712;5,26 %;48,1;48,0;45,6;-479;-108;115;856;2,88 %;71895;2071;57083;67;1;44;112;-10;2,5;1,18;1,15;5 %;30,9 %;8,1 %;244;54318;-6;168;116;767969;382160;;;5,85 %;2403;19249;134740;2,91 %;2057;7943;55598;;;;;;;;;53500;0;3,60 %;20700;0;1,39 %;;;0,00 %;;;;;0,00;449;;;48,33 %;74,83 %;;;580;4,41;1,08;578;99,7 %;97;578;97;578;-8,20 %;0,00 %
2021-03-04;Thu, 4;54424;1219;53210;1093;112;0;111;1;32,1 %;42;69;5;11;742;739;2,26 %;50,0;49,8;48,7;-465;-94;129;870;2,80 %;74390;2083;57702;73;1;43;117;-2;1,3;1,21;1,17;4 %;41,8 %;6,2 %;279;54429;-5;218;138;817841;408949;;;6,23 %;49872;23064;161450;3,12 %;26789;10508;73559;;;;;;;;;59800;6300;4,03 %;25800;5100;1,74 %;;;0,00 %;;;;;0,00;447;;;47,08 %;74,50 %;;;565;4,30;1,13;566;100,2 %;83;566;83;566;-1,68 %;15,87 %
2021-03-05;Fri, 5;54570;1286;53287;1093;146;0;144;2;14,3 %;67;77;0;9;762;757;5,59 %;51,3;51,0;48,3;-540;-169;54;795;3,17 %;72401;2295;57989;71;2;44;117;8;3,0;1,23;1,18;2 %;33,5 %;4,8 %;280;54573;-3;190;150;845879;423628;;;6,44 %;28038;23202;162415;3,23 %;14679;11348;79436;;;;;;;;;59800;0;4,03 %;25800;0;1,74 %;;;0,00 %;;;;;0,00;436;;;47,17 %;72,67 %;;;566;4,31;1,20;561;99,1 %;93;561;93;561;7,34 %;24,56 %
2021-03-06;Sat, 6;54686;1324;53365;1095;116;0;116;0;65,7 %;38;78;2;11;808;803;3,84 %;54,4;54,1;52,1;-609;-238;-15;726;3,21 %;32111;1031;58474;73;3;44;120;5;2,3;1,23;1,20;6 %;40,1 %;4,0 %;311;54689;-3;230;169;873008;433527;;;6,65 %;27129;24154;169079;3,30 %;9899;11559;80911;;;;;;;;;59800;0;4,03 %;25800;0;1,74 %;;;0,00 %;;;;;0,00;436;;;46,08 %;72,67 %;;;553;4,21;1,23;574;103,8 %;93;574;93;574;4,35 %;28,07 %
2021-03-07;Sun, 7;54747;1310;53440;1095;61;0;61;0;35,6 %;-13;74;0;11;824;819;1,85 %;55,5;55,2;54,2;-595;-224;-1;740;3,14 %;12583;395;58466;70;5;50;125;8;1,3;1,20;1,20;2 %;37,6 %;3,3 %;318;54750;-3;224;185;893581;439254;;;6,81 %;20573;24952;174667;3,35 %;5727;11361;79529;;;;;;;;;59800;0;4,03 %;25800;0;1,74 %;;;0,00 %;;;;;0,00;428;;;46,25 %;71,33 %;;;555;4,22;1,24;572;103,1 %;64;572;64;572;6,84 %;18,64 %
2021-03-08;Mon, 8;54870;1352;53521;1099;123;0;123;0;64,0 %;42;81;4;12;872;867;5,42 %;58,8;58,4;55,4;-558;-187;36;777;3,47 %;70324;2440;58685;76;0;55;131;15;3,4;1,18;1,20;6 %;42,1 %;2,6 %;350;54873;-3;257;204;923782;447140;;;7,04 %;30201;26071;182498;3,41 %;7886;11230;78609;;;;;;;;;68000;8200;4,58 %;33100;7300;2,23 %;;;0,00 %;;;;283;2,15;446;;;46,33 %;74,33 %;;;556;4,23;1,24;556;100,0 %;65;591;65;591;12,93 %;28,81 %
2021-03-09;Tue, 9;55037;1436;53602;1100;167;0;165;2;3,1 %;83;82;1;12;877;872;6,14 %;59,1;58,8;55,4;-573;-202;21;762;3,54 %;80307;2843;59144;71;2;55;128;17;3,7;1,16;1,19;1 %;28,4 %;2,5 %;342;55038;-1;193;211;954752;456189;;;7,27 %;30970;27027;189186;3,48 %;9049;10869;76086;;;;;;;;;68000;0;4,58 %;33100;0;2,23 %;;;0,00 %;;;;281;2,14;437;;;46,75 %;72,83 %;;;561;4,27;1,22;561;100,0 %;77;572;77;572;15,32 %;10,94 %
2021-03-10;Wed, 10;55256;1569;53687;1100;219;0;218;1;43,4 %;133;85;0;12;944;938;11,07 %;63,6;63,2;56,9;-679;-308;-85;656;2,92 %;78689;2298;60115;69;3;53;125;13;6,7;1,16;1,18;8 %;31,7 %;3,0 %;392;55256;0;226;220;987892;466823;;;7,53 %;33140;31418;219923;3,56 %;10634;12095;84663;;;;;;;;;68000;0;4,58 %;33100;0;2,23 %;;;0,00 %;;;;296;2,25;439;;;48,58 %;73,17 %;;;583;4,44;1,21;583;100,0 %;101;576;101;576;11,61 %;2,99 %
2021-03-11;Thu, 11;55426;1651;53775;1100;170;0;170;0;53,2 %;83;87;0;7;1002;997;6,16 %;67,5;67,2;63,3;-704;-333;-110;631;3,17 %;70733;2242;59593;68;2;53;123;6;4,2;1,18;1,18;6 %;34,9 %;3,3 %;433;55426;0;258;225;1024577;476962;;;7,81 %;36685;29534;206736;3,63 %;10139;9716;68013;;;;;;;;;76100;8100;5,13 %;36700;3600;2,47 %;;;0,00 %;;;;284;2,16;461;;;49,67 %;76,83 %;;;596;4,54;1,22;596;100,0 %;113;606;113;606;5,13 %;-6,85 %
2021-03-12;Fri, 12;55591;1719;53872;1094;165;0;165;0;14,6 %;68;97;-6;1;1021;1018;6,19 %;68,8;68,6;64,6;-753;-382;-159;582;3,23 %;75421;2436;60024;67;2;53;122;5;4,2;1,18;1,17;2 %;34,5 %;3,5 %;434;55591;0;261;236;1059729;488664;;;8,07 %;35152;30550;213850;3,72 %;11702;9291;65036;;;;;;;;;76100;0;5,13 %;36700;0;2,47 %;;;0,00 %;;;;292;2,22;459;;;50,67 %;76,50 %;;;608;4,63;1,24;608;100,0 %;99;612;99;612;4,27 %;-5,63 %
2021-03-13;Sat, 13;55694;1722;53973;1094;103;0;104;-1;-10,3 %;2;102;0;-1;1008;1006;2,42 %;67,9;67,8;66,2;-795;-424;-201;540;3,41 %;38440;1311;60928;75;2;55;132;12;1,7;1,18;1,17;-1 %;25,3 %;3,7 %;398;55695;-1;203;232;1091822;498460;;;8,32 %;32093;31259;218814;3,80 %;9796;9276;64933;;;;;;;;;76100;0;5,13 %;36700;0;2,47 %;;;0,00 %;;;;273;2,08;448;;;52,17 %;74,67 %;;;626;4,76;1,22;626;100,0 %;87;606;87;606;10,00 %;2,74 %
2021-03-14;Sun, 14;55782;1704;54079;1094;88;0;88;0;44,3 %;-18;106;0;-1;1035;1033;0,72 %;69,7;69,6;69,1;-761;-390;-167;574;3,09 %;13821;427;61105;81;0;52;133;8;0,6;1,16;1,16;3 %;26,1 %;3,9 %;394;55783;-1;214;230;1116691;505143;;;8,51 %;24869;31873;223110;3,85 %;6683;9413;65889;;;;;;;;;76100;0;5,13 %;36700;0;2,47 %;;;0,00 %;;;;280;2,13;460;;;53,92 %;76,67 %;;;647;4,92;1,17;647;100,0 %;84;626;84;626;6,40 %;15,71 %
2021-03-15;Mon, 15;55926;1740;54187;1095;144;0;144;0;17,1 %;36;108;1;-4;1056;1054;6,45 %;71,1;71,0;66,7;-740;-369;-146;595;3,61 %;79009;2852;62346;74;0;56;130;-1;4,4;1,12;1,14;2 %;21,6 %;4,4 %;388;55927;-1;187;220;1147115;516205;;;8,74 %;30424;31905;223333;3,93 %;11062;9866;69065;;;;;;;;;84300;8200;5,68 %;43500;6800;2,93 %;;;0,00 %;;;;317;2,41;456;;12,01 %;55,33 %;76,00 %;;;664;5,05;1,12;664;100,0 %;75;636;75;636;-0,76 %;-2,63 %
2021-03-16;Tue, 16;56126;1826;54302;1097;200;0;201;-1;21,8 %;86;115;2;-3;1089;1090;9,88 %;73,4;73,4;66,8;-722;-351;-128;613;3,74 %;87789;3283;63415;80;0;57;137;9;6,6;1,09;1,13;3 %;25,0 %;4,9 %;391;56128;-2;218;224;1165547;527756;;;8,88 %;18432;30114;210795;4,02 %;11551;10224;71567;;;;;;;;;84300;0;5,68 %;43500;0;2,93 %;;;0,00 %;;;;330;2,51;480;;17,44 %;59,25 %;80,00 %;;;711;5,41;1,08;711;100,0 %;140;699;140;699;7,03 %;12,68 %
2021-03-17;Wed, 17;56362;1944;54419;1097;236;0;235;1;7,8 %;118;117;0;-3;1106;1107;8,43 %;74,5;74,6;68,8;-789;-418;-195;546;3,32 %;88787;2948;64857;84;0;58;142;17;5,7;1,08;1,12;2 %;18,0 %;5,3 %;376;56363;-1;169;216;1182269;542721;;;9,01 %;16722;27768;194377;4,14 %;14965;10843;75898;;;;;;;;;84300;0;5,68 %;43500;0;2,93 %;;;0,00 %;;;;337;2,56;489;;13,85 %;61,50 %;81,50 %;;;738;5,62;1,08;738;100,0 %;120;718;120;718;13,60 %;21,74 %
2021-03-18;Thu, 18;56570;2029;54543;1099;208;0;209;-1;22,9 %;85;124;2;-1;1144;1146;6,78 %;77,1;77,2;72,3;-831;-460;-237;504;3,38 %;85319;2884;66941;82;0;64;146;23;4,8;1,08;1,11;4 %;14,9 %;6,6 %;378;56572;-2;149;200;1199314;557192;;;9,14 %;17045;24962;174737;4,25 %;14471;11461;80230;;;;;;;;;90100;5800;6,07 %;48000;4500;3,23 %;;;0,00 %;;;;353;2,69;485;;24,30 %;63,00 %;80,83 %;;;756;5,75;1,12;756;100,0 %;113;718;113;718;18,70 %;20,59 %
2021-03-19;Fri, 19;56792;2128;54667;1099;222;0;223;-1;35,2 %;98;125;0;5;1201;1204;7,56 %;80,9;81,1;75,4;-950;-579;-356;385;3,33 %;84601;2817;68252;84;1;63;148;26;5,5;1,11;1,10;5 %;18,3 %;8,0 %;408;56795;-3;186;189;1216071;570646;;;9,27 %;16757;22335;156342;4,35 %;13454;11712;81982;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;360;2,74;486;;23,29 %;64,25 %;81,00 %;;;771;5,87;1,17;771;100,0 %;137;756;137;756;21,31 %;25,37 %
2021-03-20;Sat, 20;56939;2141;54801;1101;147;0;147;0;41,3 %;13;134;2;7;1245;1247;0,12 %;83,9;84,0;83,9;-1010;-639;-416;325;4,00 %;38473;1539;68257;74;0;65;139;7;0,0;1,12;1,10;4 %;24,0 %;9,2 %;419;56942;-3;241;195;1235860;582660;;;9,42 %;19789;20577;144038;4,44 %;12014;12029;84200;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;342;2,60;496;;25,27 %;64,50 %;82,67 %;;;774;5,89;1,15;774;100,0 %;112;781;112;781;5,30 %;-1,33 %
2021-03-21;Sun, 21;57074;2134;54944;1101;135;0;136;-1;54,5 %;-6;142;0;7;1292;1295;1,51 %;87,0;87,3;86,0;-1001;-630;-407;334;3,75 %;14952;561;68419;83;1;67;151;18;1,0;1,14;1,11;4 %;25,4 %;10,2 %;430;57078;-4;262;202;1253377;590062;;;9,55 %;17517;19527;136686;4,50 %;7402;12131;84919;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;346;2,63;514;;23,57 %;65,83 %;85,67 %;;;790;6,01;1,11;790;100,0 %;111;808;111;808;13,53 %;2,47 %
2021-03-22;Mon, 22;57175;2090;55089;1104;101;0;101;0;-29,9 %;-44;145;3;9;1249;1252;5,50 %;84,2;84,4;80,0;-902;-531;-308;433;4,41 %;81044;3574;68709;96;1;62;159;29;4,2;1,14;1,12;-3 %;18,8 %;10,8 %;350;57179;-4;198;203;1278921;601757;;;9,74 %;25544;18829;131806;4,58 %;11695;12222;85552;;;;;;;;;100300;10200;6,76 %;51000;3000;3,44 %;;;0,00 %;;;;375;2,85;528;;18,30 %;67,58 %;88,00 %;;;811;6,17;1,09;811;100,0 %;93;826;93;826;22,31 %;29,73 %
2021-03-23;Tue, 23;57414;2185;55233;1104;239;0;239;0;18,9 %;95;144;0;7;1288;1290;5,33 %;86,8;86,9;82,5;-906;-535;-312;429;4,63 %;88438;4095;68802;95;1;60;156;19;4,3;1,12;1,12;3 %;18,3 %;10,9 %;359;57418;-4;200;201;1308215;616286;;;9,97 %;29294;20381;142668;4,70 %;14529;12647;88530;;;;;;;;;100300;0;6,76 %;51000;0;3,44 %;;;0,00 %;;;;371;2,82;518;;12,42 %;68,08 %;86,33 %;;;817;6,22;1,09;817;100,0 %;144;830;144;830;13,87 %;18,75 %
2021-03-24;Wed, 24;57691;2316;55380;1107;277;0;278;-1;18,3 %;130;148;3;10;1329;1333;6,40 %;89,5;89,8;84,4;-974;-603;-380;361;4,10 %;92286;3784;69302;103;2;60;165;23;5,1;1,10;1,11;3 %;20,4 %;10,7 %;371;57696;-5;226;209;1344543;629971;;;10,24 %;36328;23182;162274;4,80 %;13685;12464;87250;;;;;;;;;100300;0;6,76 %;51000;0;3,44 %;;;0,00 %;;;;406;3,09;539;;20,47 %;69,75 %;89,83 %;;;837;6,37;1,11;837;100,0 %;135;845;135;845;16,20 %;22,62 %
2021-03-25;Thu, 25;57956;2430;55531;1109;265;0;265;0;26,8 %;114;151;2;10;1386;1389;4,46 %;93,4;93,6;89,6;-1017;-646;-423;318;3,88 %;94446;3665;70606;109;1;63;173;27;3,8;1,08;1,11;4 %;21,2 %;9,7 %;401;57961;-5;243;222;1378435;643150;;;10,50 %;33892;25589;179121;4,90 %;13179;12280;85958;;;;;;;;;111400;11100;7,51 %;53100;2100;3,58 %;;;0,00 %;;;;433;3,30;525;;22,66 %;74,33 %;87,50 %;;;892;6,79;1,14;892;100,0 %;155;887;155;887;18,49 %;32,93 %
2021-03-26;Fri, 26;58252;2570;55687;1110;296;0;296;0;32,7 %;140;156;1;11;1460;1462;6,83 %;98,4;98,5;92,2;-1166;-795;-572;169;4,22 %;91118;3845;71537;109;1;64;174;26;6,2;1,10;1,11;5 %;21,4 %;8,4 %;443;58257;-5;258;233;1416193;655132;;;10,79 %;37758;28589;200122;4,99 %;11982;12069;84486;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;458;3,49;558;;27,22 %;76,42 %;93,00 %;;;917;6,98;1,15;917;100,0 %;176;926;176;926;17,57 %;29,76 %
2021-03-27;Sat, 27;58434;2594;55845;1111;182;0;182;0;23,8 %;24;158;1;10;1495;1497;2,13 %;100,7;100,9;98,8;-1212;-841;-618;123;5,23 %;39071;2043;71622;116;2;65;183;44;1,9;1,12;1,11;2 %;20,0 %;7,4 %;453;58439;-5;250;234;1448037;664893;;;11,03 %;31844;30311;212177;5,07 %;9761;11748;82233;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;446;3,39;557;;30,41 %;78,75 %;92,83 %;;;945;7,19;1,13;945;100,0 %;128;942;128;942;31,65 %;56,76 %
2021-03-28;Sun, 28;58544;2541;56008;1111;110;0;110;0;-19,1 %;-54;164;0;10;1470;1471;1,85 %;99,0;99,1;97,3;-1221;-850;-627;114;4,05 %;16800;680;71886;127;2;68;197;46;1,7;1,13;1,11;-2 %;13,6 %;6,5 %;406;58549;-5;176;222;1469357;671249;;;11,20 %;21320;30854;215980;5,11 %;6356;11598;81187;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;426;3,24;559;;23,12 %;78,25 %;93,17 %;;;939;7,15;1,09;939;100,0 %;98;929;98;929;30,46 %;53,01 %
2021-03-29;Mon, 29;58708;2536;56180;1114;164;0;167;-3;65,3 %;-5;172;3;10;1533;1537;6,37 %;103,3;103,6;97,4;-1146;-775;-552;189;4,43 %;81459;3609;71945;126;4;70;200;41;5,9;1,13;1,11;4 %;22,8 %;5,7 %;446;58716;-8;285;234;1497538;683285;;;11,41 %;28181;31231;218617;5,21 %;12036;11647;81528;;;;;;;;;149536;38136;10,08 %;78900;25800;5,32 %;;;0,00 %;;;;469;3,57;576;;25,07 %;78,00 %;96,00 %;;;936;7,12;1,07;936;100,0 %;69;905;69;905;25,79 %;31,25 %
2021-03-30;Tue, 30;58997;2646;56359;1116;289;0;289;0;20,9 %;111;178;2;12;1583;1587;6,69 %;106,7;106,9;100,2;-1160;-789;-566;175;4,61 %;97884;4512;73295;136;3;68;207;51;6,5;1,11;1,11;3 %;23,0 %;5,5 %;461;59005;-8;297;248;1528049;697672;;;11,64 %;30511;31405;219834;5,32 %;14387;11627;81386;;;;;;;;;149536;0;10,08 %;78919;19;5,32 %;;;0,00 %;;;;469;3,57;598;;26,42 %;81,42 %;99,67 %;;;977;7,44;1,07;977;100,0 %;159;920;159;920;32,69 %;43,16 %
2021-03-31;Wed, 31;59308;2774;56544;1119;311;0;313;-2;12,6 %;128;185;3;12;1617;1622;6,43 %;108,9;109,3;102,7;-1206;-835;-612;129;3,91 %;91154;3564;73133;131;2;68;201;36;6,2;1,09;1,11;2 %;21,7 %;5,3 %;459;59318;-10;289;257;1554388;716448;;;11,84 %;26339;29978;209845;5,46 %;18776;12354;86477;;;;;;;;;149536;0;10,08 %;78919;0;5,32 %;;;0,00 %;;;;472;3,59;613;;16,26 %;82,92 %;102,17 %;;;995;7,57;1,09;995;100,0 %;157;942;157;942;21,82 %;27,18 %
2021-04-01;Thu, 1;59561;2849;56722;1120;253;0;253;0;-4,5 %;74;179;1;11;1605;1610;4,03 %;108,1;108,5;104,3;-1165;-794;-571;170;4,59 %;82246;3775;71390;129;4;71;204;31;3,8;1,09;1,11;-1 %;15,9 %;4,7 %;418;59571;-10;221;254;1575810;734849;;;12,01 %;21422;28196;197375;5,60 %;18401;13100;91699;;;;;;;;;154909;5373;10,44 %;78919;0;5,32 %;;;0,00 %;;;;468;3,56;616;;8,08 %;82,17 %;102,67 %;;;986;7,50;1,13;986;100,0 %;163;950;163;950;17,92 %;18,35 %
2021-04-02;Fri, 2;59742;2845;56907;1120;181;0;181;0;-38,9 %;-3;184;0;10;1490;1495;1,92 %;100,4;100,7;98,8;-1164;-793;-570;171;5,72 %;34473;1972;63298;114;5;74;193;19;1,6;1,06;1,08;-7 %;2,3 %;2,3 %;275;59752;-10;33;222;1599264;749965;;;12,19 %;23454;26153;183071;5,71 %;15116;13548;94833;;;;;;;;;154909;0;10,44 %;85468;6549;5,76 %;;;0,00 %;;;;445;3,39;642;;-2,84 %;80,75 %;107,00 %;;;969;7,37;1,15;969;100,0 %;169;943;169;943;10,92 %;4,59 %
2021-04-03;Sat, 3;59865;2778;57097;1120;123;0;123;0;-32,4 %;-67;190;0;9;1431;1436;2,43 %;96,4;96,8;94,5;-1177;-806;-583;158;4,76 %;39142;1863;63308;121;4;75;200;17;1,9;1,01;1,05;-4 %;-4,1 %;-0,2 %;184;59875;-10;-61;177;1619512;762436;;;12,34 %;20248;24496;171475;5,81 %;12471;13935;97543;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;433;3,30;645;;-2,91 %;79,58 %;107,50 %;;;955;7,27;1,14;955;100,0 %;128;943;128;943;9,29 %;4,31 %
