Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;Unreported factor Hosp;IVENA minus ICU;BAV Ventilator;BAV Vent DIFF;BAV Norm DIFF;BAV Total DIFF;BAV Inc corrected
2021-03-14;Sun, 14;55782;1703;54081;1094;88;0;88;0;44,3 %;-18;106;0;-1;1035;1033;0,72 %;69,7;69,6;69,1;-761;-390;-167;574;3,09 %;13821;427;61105;81;0;52;133;8;0,6;1,16;1,16;3 %;26,3 %;3,9 %;394;55784;-2;215;230;1116691;505143;;;;;8,51 %;24869;31873;223110;3,85 %;6683;9413;65889;;;;;;;;;;;;;;;;;76100;0;5,13 %;36700;0;2,47 %;;;0,00 %;;;;280;2,13;460;;;54,17 %;76,67 %;;;650;4,95;1,17;650;100,0 %;;;;;;;86,0
2021-03-15;Mon, 15;55926;1739;54189;1095;144;0;144;0;17,1 %;36;108;1;-4;1056;1054;6,45 %;71,1;71,0;66,7;-740;-369;-146;595;3,61 %;79009;2852;62346;74;0;56;130;-1;4,4;1,12;1,14;2 %;21,7 %;4,4 %;388;55928;-2;188;220;1147115;516205;;;;;8,74 %;30424;31905;223333;3,93 %;11062;9866;69065;;;;;;;;;;;;;;;;;84300;8200;5,68 %;43500;6800;2,93 %;;;0,00 %;;;;317;2,41;456;;12,01 %;55,58 %;76,00 %;;;667;5,08;1,12;667;100,0 %;;;;;;;88,4
2021-03-16;Tue, 16;56126;1825;54304;1097;200;0;201;-1;21,8 %;86;115;2;-3;1089;1090;9,88 %;73,4;73,4;66,8;-722;-351;-128;613;3,74 %;87789;3283;63415;80;0;57;137;9;6,6;1,09;1,13;3 %;25,1 %;4,9 %;391;56129;-3;219;224;1165547;527756;;;;;8,88 %;18432;30114;210795;4,02 %;11551;10224;71567;;;;;;;;;;;;;;;;;84300;0;5,68 %;43500;0;2,93 %;;;0,00 %;;;;330;2,51;480;;17,44 %;59,58 %;80,00 %;;;715;5,44;1,08;715;100,0 %;;;;;;;89,0
2021-03-17;Wed, 17;56362;1944;54420;1097;236;0;235;1;7,8 %;118;117;0;-3;1106;1107;8,43 %;74,5;74,6;68,8;-789;-418;-195;546;3,32 %;88787;2948;64857;84;0;58;142;17;5,7;1,08;1,12;2 %;18,1 %;5,3 %;376;56364;-2;170;216;1182269;542721;;;;;9,01 %;16722;27768;194377;4,14 %;14965;10843;75898;;;;;;;;;;;;;;;;;84300;0;5,68 %;43500;0;2,93 %;;;0,00 %;;;;337;2,56;489;;13,85 %;61,83 %;81,50 %;;;742;5,65;1,08;742;100,0 %;;;;;;;91,7
2021-03-18;Thu, 18;56570;2028;54544;1099;208;0;208;0;22,4 %;84;124;2;-1;1144;1145;6,64 %;77,1;77,1;72,3;-831;-460;-237;504;3,38 %;85319;2884;66941;82;0;64;146;23;4,8;1,08;1,11;3 %;15,0 %;6,6 %;377;56572;-2;149;201;1199314;557192;;;;;9,14 %;17045;24962;174737;4,25 %;14471;11461;80230;;;;;;;;;;;;;;;;;90100;5800;6,07 %;48000;4500;3,23 %;;;0,00 %;;;;353;2,69;485;;24,30 %;63,25 %;80,83 %;;;759;5,78;1,12;759;100,0 %;;;;;;;95,6
2021-03-19;Fri, 19;56792;2126;54669;1099;222;0;223;-1;35,2 %;99;124;0;5;1201;1203;7,56 %;80,9;81,1;75,4;-949;-578;-355;386;3,33 %;84601;2817;68252;84;1;63;148;26;5,5;1,11;1,10;5 %;18,3 %;8,0 %;408;56795;-3;186;190;1216071;570646;;;;;9,27 %;16757;22335;156342;4,35 %;13454;11712;81982;;;;;;;;;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;360;2,74;486;;23,29 %;64,58 %;81,00 %;;;775;5,90;1,17;775;100,0 %;;;;;;;100,8
2021-03-20;Sat, 20;56939;2140;54802;1101;147;0;147;0;41,3 %;13;134;2;7;1245;1246;0,00 %;83,9;83,9;83,9;-1009;-638;-415;326;4,00 %;38473;1539;68257;74;0;65;139;7;0,0;1,12;1,10;4 %;23,9 %;9,2 %;419;56942;-3;240;195;1235860;582660;;;;;9,42 %;19789;20577;144038;4,44 %;12014;12029;84200;;;;;;;;;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;342;2,60;496;;25,27 %;64,83 %;82,67 %;;;778;5,92;1,15;778;100,0 %;;;;;;;103,6
2021-03-21;Sun, 21;57074;2131;54945;1101;135;0;134;1;52,3 %;-8;142;0;7;1292;1292;1,16 %;87,0;87,0;86,0;-1000;-629;-406;335;3,75 %;14952;561;68419;83;1;67;151;18;1,0;1,14;1,11;4 %;25,1 %;10,2 %;428;57076;-2;259;202;1253377;590062;;;;;9,55 %;17517;19527;136686;4,50 %;7402;12131;84919;;;;;;;;;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;346;2,63;514;;23,57 %;66,25 %;85,67 %;;;795;6,05;1,11;795;100,0 %;;;;;;;107,7
2021-03-22;Mon, 22;57175;2087;55090;1104;101;0;101;0;-29,9 %;-44;145;3;9;1249;1249;5,25 %;84,2;84,2;80,0;-899;-528;-305;436;4,41 %;81044;3574;68709;96;1;62;159;29;4,2;1,14;1,12;-3 %;18,5 %;10,8 %;348;57177;-2;195;203;1278921;601757;;;;;9,74 %;25544;18829;131806;4,58 %;11695;12222;85552;;;;;;;;;;;;;;;;;100300;10200;6,76 %;51000;3000;3,44 %;;;0,00 %;;;;375;2,85;528;;18,30 %;67,92 %;88,00 %;;;815;6,20;1,09;815;100,0 %;;;;;;;110,7
2021-03-23;Tue, 23;57414;2182;55234;1104;239;0;239;0;18,9 %;95;144;0;7;1288;1287;5,09 %;86,8;86,7;82,5;-903;-532;-309;432;4,63 %;88438;4095;68802;95;1;60;156;19;4,3;1,12;1,12;3 %;18,1 %;10,9 %;357;57416;-2;197;199;1308215;616286;;;;;9,97 %;29294;20381;142668;4,70 %;14529;12647;88530;;;;;;;;;;;;;;;;;100300;0;6,76 %;51000;0;3,44 %;;;0,00 %;;;;371;2,82;518;;12,42 %;68,25 %;86,33 %;;;819;6,23;1,10;819;100,0 %;;;;;;;110,7
2021-03-24;Wed, 24;57691;2313;55381;1107;277;0;278;-1;18,3 %;130;148;3;10;1329;1330;6,16 %;89,5;89,6;84,4;-972;-601;-378;363;4,10 %;92286;3784;69302;103;2;60;165;23;5,1;1,10;1,11;3 %;20,1 %;10,7 %;369;57694;-3;223;207;1344543;629971;;;;;10,24 %;36328;23182;162274;4,80 %;13685;12464;87250;;;;;;;;;;;;;;;;;100300;0;6,76 %;51000;0;3,44 %;;;0,00 %;;;;406;3,09;539;;20,47 %;69,92 %;89,83 %;;;839;6,38;1,11;839;100,0 %;;;;;;;110,8
2021-03-25;Thu, 25;57956;2427;55532;1109;265;0;265;0;27,4 %;114;151;2;10;1386;1387;4,24 %;93,4;93,4;89,6;-1015;-644;-421;320;3,88 %;94446;3665;70606;109;1;63;173;27;3,8;1,08;1,11;4 %;21,1 %;9,7 %;399;57959;-3;242;220;1378435;643150;;;;;10,50 %;33892;25589;179121;4,90 %;13179;12280;85958;;;;;;;;;;;;;;;;;111400;11100;7,51 %;53100;2100;3,58 %;;;0,00 %;;;;433;3,30;525;;22,66 %;74,67 %;87,50 %;;;896;6,82;1,14;896;100,0 %;;;;;;;114,5
2021-03-26;Fri, 26;58252;2567;55688;1110;296;0;296;0;32,7 %;140;156;1;11;1460;1460;6,72 %;98,4;98,4;92,2;-1164;-793;-570;171;4,22 %;91118;3845;71537;109;1;64;174;26;6,2;1,09;1,11;5 %;21,4 %;8,4 %;441;58255;-3;257;230;1416193;655132;;;;;10,79 %;37758;28589;200122;4,99 %;11982;12069;84486;;;;;;;;;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;458;3,49;558;;27,22 %;76,75 %;93,00 %;;;921;7,01;1,15;921;100,0 %;;;;;;;122,1
2021-03-27;Sat, 27;58434;2591;55846;1111;182;0;182;0;23,8 %;24;158;1;10;1495;1495;1,92 %;100,7;100,7;98,8;-1212;-841;-618;123;5,23 %;39071;2043;71622;116;2;65;183;44;1,9;1,12;1,11;2 %;20,0 %;7,4 %;452;58437;-3;249;232;1448037;664893;;;;;11,03 %;31844;30311;212177;5,07 %;9761;11748;82233;;;;;;;;;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;446;3,39;557;;30,41 %;79,25 %;92,83 %;;;951;7,24;1,13;951;100,0 %;;;;;;;130,3
2021-03-28;Sun, 28;58544;2538;56009;1111;110;0;110;0;-17,9 %;-54;164;0;10;1470;1471;1,85 %;99,0;99,1;97,3;-1221;-850;-627;114;4,05 %;16800;680;71886;127;2;68;197;46;1,7;1,13;1,11;-2 %;13,9 %;6,5 %;406;58547;-3;179;220;1469357;671249;;;;;11,20 %;21320;30854;215980;5,11 %;6356;11598;81187;;;;;;;;;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;426;3,24;559;;23,12 %;78,75 %;93,17 %;;;945;7,19;1,09;945;100,0 %;;;;;;;135,8
2021-03-29;Mon, 29;58708;2533;56181;1114;164;0;167;-3;65,3 %;-5;172;3;10;1533;1537;6,37 %;103,3;103,6;97,4;-1146;-775;-552;189;4,43 %;81459;3609;71945;126;4;70;200;41;5,9;1,14;1,11;4 %;23,1 %;5,7 %;446;58714;-6;288;234;1497538;683285;;;;;11,41 %;28181;31231;218617;5,21 %;12036;11647;81528;;;;;;;;;;;;;;;;;149536;38136;10,08 %;78900;25800;5,32 %;;;0,00 %;;;;469;3,57;576;;25,07 %;78,67 %;96,00 %;;;944;7,18;1,07;944;100,0 %;;;;;;;138,3
2021-03-30;Tue, 30;58997;2644;56359;1116;289;0;289;0;20,9 %;111;178;2;12;1583;1587;6,69 %;106,7;106,9;100,2;-1160;-789;-566;175;4,61 %;97884;4512;73295;136;3;68;207;51;6,5;1,11;1,11;3 %;23,3 %;5,5 %;462;59003;-6;300;248;1528049;697672;;;;;11,64 %;30511;31405;219834;5,32 %;14387;11627;81386;;;;;;;;;;;;;;;;;149536;0;10,08 %;78919;19;5,32 %;;;0,00 %;;;;469;3,57;598;;26,42 %;82,17 %;99,67 %;;;986;7,50;1,07;986;100,0 %;;;;;;;140,5
2021-03-31;Wed, 31;59308;2772;56544;1119;311;0;313;-2;12,6 %;128;185;3;12;1617;1622;6,43 %;108,9;109,3;102,7;-1206;-835;-612;129;3,91 %;91154;3564;73133;131;2;68;201;36;6,2;1,10;1,11;2 %;22,0 %;5,3 %;460;59316;-8;292;258;1554388;716448;;;;;11,84 %;26339;29978;209845;5,46 %;18776;12354;86477;;;;;;;;;;;;;;;;;149536;0;10,08 %;78919;0;5,32 %;;;0,00 %;;;;472;3,59;613;;16,26 %;83,67 %;102,17 %;;;1004;7,64;1,09;1004;100,0 %;;;;;;;136,6
2021-04-01;Thu, 1;59561;2847;56722;1120;253;0;253;0;-4,5 %;75;178;1;11;1605;1610;4,03 %;108,1;108,5;104,3;-1165;-794;-571;170;4,59 %;82246;3775;71390;129;4;71;204;31;3,8;1,09;1,11;-1 %;16,1 %;4,7 %;420;59569;-8;223;255;1575810;734849;;;;;12,01 %;21422;28196;197375;5,60 %;18401;13100;91699;;;;;;;;;;;;;;;;;154909;5373;10,44 %;78919;0;5,32 %;;;0,00 %;;;;468;3,56;616;;8,08 %;83,08 %;102,67 %;;;997;7,59;1,13;997;100,0 %;;;;;;;142,0
2021-04-02;Fri, 2;59742;2844;56906;1120;181;0;181;0;-38,9 %;-3;184;0;10;1490;1495;1,92 %;100,4;100,7;98,8;-1164;-793;-570;171;5,72 %;34473;1972;63298;114;5;74;193;19;1,6;1,06;1,09;-7 %;2,4 %;2,3 %;277;59750;-8;35;224;1599264;749965;;;;;12,19 %;23454;26153;183071;5,71 %;15116;13548;94833;;;;;;;;;;;;;;;;;154909;0;10,44 %;85468;6549;5,76 %;;;0,00 %;;;;445;3,39;642;;-2,84 %;81,50 %;107,00 %;;;978;7,44;1,15;978;100,0 %;;;;;;;140,4
2021-04-03;Sat, 3;59865;2777;57096;1120;123;0;123;0;-32,4 %;-67;190;0;9;1431;1436;2,43 %;96,4;96,8;94,5;-1177;-806;-583;158;4,76 %;39142;1863;63308;121;4;75;200;17;1,9;1,01;1,05;-4 %;-3,9 %;-0,2 %;186;59873;-8;-59;180;1619512;762436;;;;;12,34 %;20248;24496;171475;5,81 %;12471;13935;97543;;;;;;;;;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;433;3,30;645;;-2,91 %;80,17 %;107,50 %;;;962;7,32;1,13;962;100,0 %;;;;;;;137,2
2021-04-04;Sun, 4;59983;2697;57294;1120;118;0;118;0;7,3 %;-80;198;0;9;1439;1444;1,25 %;97,0;97,3;96,1;-1128;-757;-534;207;6,23 %;14119;880;62925;119;4;81;204;7;0,9;0,96;1,02;1 %;-1,8 %;-2,7 %;159;59991;-8;-27;150;1639759;774906;;;;;12,49 %;20247;24343;170402;5,90 %;12470;14808;103657;;;;;;;;;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;438;3,33;675;;2,82 %;81,50 %;112,50 %;;;978;7,44;1,09;978;100,0 %;;;;;;;131,8
2021-04-05;Mon, 5;60071;2576;57503;1120;88;0;88;0;-47,3 %;-121;209;0;6;1363;1365;7,73 %;91,8;92,0;85,4;-927;-556;-333;408;5,93 %;33232;1971;56036;125;4;85;214;14;6,4;0,90;0,98;-5 %;-11,2 %;-6,5 %;43;60079;-8;-172;85;1663332;788655;;;;;12,67 %;23573;23685;165794;6,01 %;13749;15053;105370;;;;;;;;;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;423;3,22;682;;-9,81 %;79,00 %;113,67 %;;;948;7,21;1,05;948;100,0 %;;;;;;;132,7
2021-04-06;Tue, 6;60335;2628;57716;1128;264;0;265;-1;-8,3 %;51;214;8;12;1338;1341;9,18 %;90,1;90,4;82,8;-878;-507;-284;457;5,58 %;81189;4530;53651;150;6;77;233;26;7,3;0,88;0,95;-2 %;-15,5 %;-11,3 %;-16;60344;-9;-246;7;1693785;807125;;;;;12,91 %;30453;23677;165736;6,15 %;18470;15636;109453;;;;;;;;;;;;;;;;;168196;13287;11,33 %;91326;5858;6,15 %;;;0,00 %;;;;431;3,28;719;;-8,10 %;76,75 %;119,83 %;;;921;7,01;1,02;921;100,0 %;;;;;;;128,9
2021-04-07;Wed, 7;60761;2844;57926;1128;426;0;426;0;36,1 %;216;210;0;9;1453;1454;12,13 %;97,9;98,0;87,4;-1052;-681;-458;283;6,18 %;84453;5219;52693;149;3;81;233;32;10,5;0,91;0,94;8 %;-10,4 %;-16,0 %;71;60770;-9;-168;-59;1819424;820682;;;;;13,86 %;125639;37862;265036;6,25 %;13557;14891;104234;;;;;;;;;;;;;;;;;168196;0;11,33 %;91300;-26;6,15 %;;;0,00 %;;;;451;3,43;744;;-4,45 %;78,83 %;124,00 %;;;946;7,20;1,02;946;100,0 %;;;;;;;120,6
2021-04-08;Thu, 8;61109;2972;58146;1129;348;0;348;0;37,5 %;128;220;1;9;1548;1549;9,32 %;104,3;104,4;95,5;-1219;-848;-625;116;5,39 %;80878;4359;52498;154;5;86;245;41;8,8;0,95;0,94;7 %;-3,8 %;-19,9 %;125;61118;-9;-61;-100;1921024;834258;;;;;14,64 %;101600;49316;345214;6,36 %;13576;14201;99409;;;;;;;;;;;;;;;;;168196;0;11,33 %;99400;8100;6,70 %;;;0,00 %;;;;469;3,57;753;;0,21 %;79,25 %;125,50 %;;;951;7,24;1,05;951;100,0 %;;;;;;;119,0
2021-04-09;Fri, 9;61413;3049;58373;1130;304;0;304;0;68,0 %;77;227;1;10;1671;1672;9,95 %;112,6;112,7;102,5;-1400;-1029;-806;-65;5,47 %;79918;4372;58990;165;6;87;258;65;10,1;1,05;0,97;8 %;11,8 %;-19,4 %;205;61422;-9;177;-79;2011889;846843;;;;;15,33 %;90865;58946;412625;6,45 %;12585;13840;96878;;;;;;;;;;;;;;;;;178905;10709;12,05 %;99357;-43;6,69 %;;;0,00 %;;;;519;3,95;759;;16,63 %;83,33 %;126,50 %;;;1000;7,61;1,09;1000;100,0 %;;;;;;;129,0
2021-04-10;Sat, 10;61695;3100;58604;1131;282;0;282;0;129,3 %;50;232;1;11;1830;1831;30,72 %;123,3;123,4;94,4;-1564;-1193;-970;-229;5,09 %;39041;1987;58976;156;5;92;253;53;28,9;1,16;1,03;10 %;27,5 %;-18,9 %;323;61704;-9;395;-15;2054376;850291;;;;;15,65 %;42487;62123;434864;6,48 %;3448;12551;87855;;;;;;;;;;;;;;;;;178905;0;12,05 %;99357;0;6,69 %;;;0,00 %;;;;481;3,66;755;;11,09 %;85,67 %;125,83 %;;;1028;7,82;1,08;1028;100,0 %;;;;;;;138,6
2021-04-11;Sun, 11;61940;3115;58834;1135;245;0;245;0;107,6 %;15;230;4;15;1957;1958;3,94 %;131,9;131,9;126,9;-1721;-1350;-1127;-386;5,41 %;19423;1051;59733;166;4;93;263;59;5,0;1,25;1,10;7 %;35,6 %;-18,1 %;418;61949;-9;514;63;2095834;854132;;;;;15,97 %;41458;65154;456075;6,51 %;3841;11318;79226;;;;;;;;;;;;;;;;;178905;0;12,05 %;99357;0;6,69 %;;;0,00 %;;;;516;3,93;758;;17,81 %;87,50 %;126,33 %;;;1050;7,99;1,06;1050;100,0 %;;;;;;;138,7
2021-04-12;Mon, 12;62232;3193;59048;1136;292;0;292;0;231,8 %;78;214;1;16;2161;2162;8,17 %;145,6;145,7;134,7;-1748;-1377;-1154;-413;6,44 %;79765;5137;66381;169;5;93;267;53;10,9;1,34;1,19;10 %;58,4 %;-13,0 %;617;62241;-9;797;201;2156521;861619;;;;;16,43 %;60687;70456;493189;6,56 %;7487;10423;72964;;;;;;;;;;;;;;;;;178905;0;12,05 %;99357;0;6,69 %;;;0,00 %;;;;586;4,46;767;;38,53 %;93,83 %;127,83 %;;;1126;8,57;1,07;1126;100,0 %;;;;;;;153,3
2021-04-13;Tue, 13;62706;3459;59253;1142;474;0;471;3;77,7 %;266;205;6;14;2371;2368;8,43 %;159,7;159,5;147,1;-1796;-1425;-1202;-461;6,66 %;85140;5670;66945;163;5;94;262;29;12,6;1,38;1,27;10 %;76,6 %;-6,2 %;831;62712;-6;1027;383;2242087;867844;;;;;17,08 %;85566;78329;548302;6,61 %;6225;8674;60719;;;;;;;;;;;;;;;;;200371;21466;13,50 %;104543;5186;7,04 %;;;0,00 %;;;;616;4,69;782;;42,92 %;96,58 %;130,33 %;;;1159;8,82;1,10;1159;100,0 %;;;;;;;159,7
2021-04-14;Wed, 14;63229;3776;59459;1145;523;0;523;0;22,8 %;317;206;3;17;2468;2465;7,65 %;166,3;166,1;154,3;-1968;-1597;-1374;-633;6,02 %;94772;5705;68420;160;6;98;264;31;12,0;1,38;1,31;4 %;69,5 %;2,0 %;932;63235;-6;1011;551;2359534;873011;;;;;17,98 %;117447;77159;540110;6,65 %;5167;7476;52329;;;;;;;;;;;;;;;;;200371;0;13,50 %;104543;0;7,04 %;;;0,00 %;;;;553;4,21;764;;22,62 %;93,50 %;127,33 %;;;1122;8,54;1,16;1122;100,0 %;;;;;;;172,6
2021-04-15;Thu, 15;63631;3982;59654;1145;402;0;401;1;15,2 %;206;195;0;16;2522;2518;7,07 %;169,9;169,7;158,5;-2066;-1695;-1472;-731;6,16 %;75722;4664;67683;166;5;101;272;27;11,4;1,36;1,34;2 %;62,6 %;10,6 %;1010;63636;-5;969;699;2465258;877079;;;;;18,78 %;105724;77748;544234;6,68 %;4068;6117;42821;;;;;;;;;;;;;;;;;200371;0;13,50 %;104543;0;7,04 %;;;0,00 %;;;;535;4,07;755;;14,07 %;92,25 %;125,83 %;;;1107;8,42;1,22;1107;100,0 %;;;;;;;178,4
2021-04-16;Fri, 16;64020;4179;59846;1146;389;0;389;0;28,0 %;197;192;1;16;2607;2603;5,85 %;175,6;175,4;165,7;-2172;-1801;-1578;-837;5,85 %;79445;4648;67615;167;8;102;277;19;9,9;1,31;1,33;3 %;55,7 %;13,9 %;1130;64025;-5;931;806;2555110;880970;;;;;19,47 %;89852;77603;543221;6,71 %;3891;4875;34127;;;;;;;;;;;;;;;;;242772;42401;16,36 %;105526;983;7,11 %;;;0,00 %;;;;506;3,85;760;;-2,50 %;90,17 %;126,67 %;;;1082;8,23;1,24;1082;100,0 %;;;;;;;180,4
2021-04-17;Sat, 17;64289;4240;60054;1148;269;0;269;0;-4,6 %;61;208;2;17;2594;2590;6,47 %;174,8;174,5;163,9;-2196;-1825;-1602;-861;6,70 %;36083;2418;67193;181;10;102;293;40;10,9;1,22;1,28;-0 %;41,5 %;17,2 %;1141;64294;-5;759;858;2616055;883190;;;;;19,93 %;60945;80240;561679;6,73 %;2220;4700;32899;;;;;;;;;;;;;;;;;242772;0;16,36 %;105526;0;7,11 %;;;0,00 %;;;;475;3,61;770;;-1,25 %;89,75 %;128,33 %;;;1077;8,20;1,23;1077;100,0 %;;;;;;;182,4
2021-04-18;Sun, 18;64473;4203;60275;1148;184;0;184;0;-24,9 %;-37;221;0;13;2533;2529;5,64 %;170,7;170,4;161,3;-2088;-1717;-1494;-753;5,59 %;16192;905;66731;190;9;105;304;41;9,4;1,14;1,23;-2 %;29,2 %;20,0 %;1088;64478;-5;571;866;2665537;884775;;;;;20,31 %;49482;81386;569703;6,74 %;1585;4378;30643;;;;;;;;;;;;;;;;;242772;0;16,36 %;105526;0;7,11 %;;;0,00 %;;;;461;3,51;766;;-10,66 %;89,08 %;127,67 %;;;1069;8,14;1,18;1069;100,0 %;;;;;;;185,4
2021-04-19;Mon, 19;64721;4211;60514;1151;248;0;247;1;-15,4 %;8;239;3;15;2489;2484;7,72 %;167,7;167,4;155,4;-1865;-1494;-1271;-530;6,06 %;80774;4895;66875;197;7;108;312;45;12,3;1,07;1,17;-2 %;14,9 %;17,0 %;1018;64725;-4;322;799;2724373;888575;;;;;20,76 %;58836;81122;567852;6,77 %;3800;3851;26956;;;;;;;;;;;;;;;;;242772;0;16,36 %;105526;0;7,11 %;;;0,00 %;;;;464;3,53;780;;-20,82 %;89,17 %;130,00 %;;;1070;8,14;1,14;1070;100,0 %;;;;;;;187,3
2021-04-20;Tue, 20;65259;4488;60775;1153;538;0;538;0;14,2 %;276;262;2;11;2553;2551;9,84 %;172,0;171,9;156,5;-1879;-1508;-1285;-544;6,29 %;87719;5518;67244;201;7;102;310;48;15,5;1,02;1,12;3 %;7,7 %;13,3 %;1029;65263;-4;183;678;2807017;891972;;;;;21,39 %;82644;80704;564930;6,80 %;3397;3447;24128;;;;;;;;;;;;;;;;;280815;38043;18,92 %;107044;1518;7,21 %;;;0,00 %;;;;494;3,76;777;;-19,81 %;89,42 %;129,50 %;;;1073;8,17;1,12;1073;100,0 %;;;;;;;185,3
2021-04-21;Wed, 21;65680;4629;61055;1155;421;0;421;0;-19,5 %;141;280;2;10;2451;2449;12,70 %;165,1;165,0;146,4;-1899;-1528;-1305;-564;6,32 %;81981;5181;65417;191;7;108;306;42;18,7;0,98;1,06;-4 %;-0,6 %;8,5 %;853;65684;-4;-16;531;2909291;895090;;;;;22,17 %;102274;78537;549757;6,82 %;3118;3154;22079;;;;;;;;;;;;;;;;;280815;0;18,92 %;107044;0;7,21 %;;;0,00 %;;;;513;3,90;773;;-7,23 %;92,17 %;128,83 %;;;1106;8,42;1,10;1106;100,0 %;;;;;;;184,8
2021-04-22;Thu, 22;66049;4689;61364;1158;369;0;369;0;-8,0 %;60;309;3;13;2418;2417;9,85 %;162,9;162,8;148,2;-1879;-1508;-1285;-544;5,57 %;80445;4481;66091;189;3;109;301;29;14,7;0,97;1,02;-1 %;-4,0 %;4,5 %;707;66053;-4;-101;378;3001586;898002;;;;;22,87 %;92295;76618;536328;6,84 %;2912;2989;20923;;;;;;;;;;;;;;;;;280815;0;18,92 %;107044;0;7,21 %;;;0,00 %;;;;546;4,16;788;;2,06 %;92,33 %;131,33 %;;;1108;8,43;1,07;1108;100,0 %;;;;;;;180,3
2021-04-23;Fri, 23;66395;4697;61702;1162;346;0;346;0;-11,1 %;8;338;4;16;2375;2374;8,92 %;160,0;159,9;146,8;-1956;-1585;-1362;-621;5,53 %;79536;4398;66104;182;5;108;295;18;13,2;0,96;0,99;-2 %;-8,8 %;2,2 %;518;66399;-4;-229;213;3082772;901759;;;;;23,49 %;81186;75380;527662;6,87 %;3757;2970;20789;;;;;;;;;;;;;;;;;312345;31530;21,04 %;107735;691;7,26 %;;;0,00 %;;;;564;4,29;780;;11,46 %;92,83 %;130,00 %;;;1114;8,48;1,05;1114;100,0 %;;;;;;;180,5
2021-04-24;Sat, 24;66560;4510;62054;1163;165;0;165;0;-38,7 %;-187;352;1;15;2271;2270;5,09 %;153,0;152,9;145,5;-1937;-1566;-1343;-602;6,26 %;32974;2064;65660;190;6;104;300;7;7,5;0,94;0,96;-4 %;-12,4 %;0,0 %;269;66564;-4;-320;59;3134559;904371;;;;;23,88 %;51787;74072;518504;6,89 %;2612;3026;21181;;;;;;;;;;;;;;;;;312345;0;21,04 %;107735;0;7,26 %;;;0,00 %;;;;533;4,06;784;;12,21 %;92,50 %;130,67 %;;;1110;8,45;1,01;1110;100,0 %;;;;;;;176,2
