Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;MUC HOSP GROWTH;MUC HOSP NORM GR
2020-12-30;Wed, 30;44359;5548;38811;578;648;0;649;-1;7,5 %;25;624;8;67;2645;2649;3,18 %;178,2;178,5;173,0;-2210;-1839;-1616;-875;9,42 %;60334;5683;36675;371;12;154;537;-86;5,2;0,90;0,76;2 %;-25,6 %;-24,3 %;-1401;44359;0;-910;-1561;28206;;;;;;0,21 %;15271;4029;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;891;;;117,75 %;148,50 %;;;1413;10,75;0,77;1478;104,6 %;-13,80 %;-18,82 %
2020-12-31;Thu, 31;44705;5307;39398;579;346;0;346;0;19,7 %;-241;587;1;68;2704;2706;0,50 %;182,2;182,3;181,4;-2557;-2186;-1963;-1222;8,00 %;56320;4506;40650;360;11;153;524;-61;0,8;1,02;0,82;2 %;-10,8 %;-30,1 %;-1452;44705;0;-327;-1437;37985;;;;;;0,29 %;9779;5426;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;872;;;120,92 %;145,33 %;;;1451;11,04;0,80;1492;102,8 %;-10,43 %;-14,69 %
2021-01-01;Fri, 1;44705;4794;39912;579;0;0;1;-1;0,0 %;-513;514;0;68;2704;2707;0,61 %;182,2;182,4;181,3;-1971;-1600;-1377;-636;9,89 %;10710;1059;40827;360;11;153;524;-71;0,9;1,12;0,91;0 %;16,2 %;-31,5 %;-1432;44706;-1;378;-1096;39005;;;;;;0,30 %;1020;5572;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;864;;;119,58 %;144,00 %;;;1435;10,92;0,85;1463;102,0 %;-11,93 %;-15,49 %
2021-01-02;Sat, 2;45042;4623;40420;588;337;0;337;0;-42,5 %;-171;508;9;56;2453;2458;17,28 %;165,3;165,6;141,2;-1952;-1581;-1358;-617;9,40 %;22989;2161;41650;370;9;159;538;-66;24,1;1,07;0,96;-9 %;6,2 %;-31,2 %;-1649;45043;-1;143;-756;57833;;;;;;0,44 %;18828;8262;57833;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;912;;;119,58 %;152,00 %;;;1435;10,92;0,87;1460;101,7 %;-10,93 %;-13,75 %
2021-01-03;Sun, 3;45262;4404;40854;600;220;0;215;5;-39,8 %;-218;433;12;64;2315;2316;17,21 %;156,0;156,0;133,1;-1942;-1571;-1348;-607;8,10 %;15324;1241;41685;384;7;165;556;-37;22,9;1,00;1,00;-6 %;-6,0 %;-30,6 %;-1620;45258;4;-148;-505;66258;;;;;;0,50 %;8425;8981;62869;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;905;;;119,08 %;150,83 %;;;1429;10,88;0,87;1491;104,3 %;-6,24 %;-9,22 %
2021-01-04;Mon, 4;45548;4358;41186;621;286;0;286;0;24,3 %;-47;333;21;73;2372;2372;5,97 %;159,8;159,8;150,8;-1685;-1314;-1091;-350;7,51 %;62059;4661;42294;342;8;160;510;-56;9,0;0,95;1,02;2 %;-2,3 %;-27,7 %;-1277;45544;4;-57;-274;77876;;;;;;0,59 %;11618;10380;72657;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;894;;;118,00 %;149,00 %;;;1416;10,78;0,88;1451;102,5 %;-9,89 %;-12,08 %
2021-01-05;Tue, 5;46011;4490;41517;632;463;0;463;0;-13,9 %;132;331;11;62;2300;2297;27,09 %;155,0;154,8;121,8;-1499;-1128;-905;-164;7,94 %;75523;5997;43323;369;8;161;538;-7;33,2;0,89;0,98;-3 %;-11,8 %;-21,3 %;-1033;46007;4;-307;-175;82749;;;;;;0,63 %;4873;9973;69814;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;112,00 %;149,33 %;;;1344;10,23;0,93;1447;107,7 %;-1,28 %;-2,89 %
2021-01-06;Wed, 6;46356;4482;41869;633;345;0;344;1;-47,0 %;-8;352;1;55;1997;1992;18,66 %;134,5;134,2;113,1;-1498;-1127;-904;-163;8,53 %;25964;2215;38413;362;9;156;527;-10;21,4;0,85;0,94;-13 %;-24,8 %;-13,1 %;-1066;46351;5;-657;-139;84349;;;;;;0,64 %;1600;8020;56143;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;106,08 %;149,33 %;;;1273;9,69;0,97;1400;110,0 %;-1,86 %;-2,43 %
2021-01-07;Thu, 7;46736;4515;42216;642;380;0;380;0;9,8 %;33;347;9;63;2031;2026;4,84 %;136,8;136,5;130,2;-1876;-1505;-1282;-541;7,67 %;60454;4637;39003;363;9;151;523;-1;6,6;0,85;0,90;2 %;-25,1 %;-7,5 %;-792;46731;5;-680;-190;88916;;;;;;0,68 %;4567;7276;50931;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;109,33 %;149,33 %;;;1312;9,98;0,97;1308;99,7 %;-0,19 %;0,83 %
2021-01-08;Fri, 8;47251;4658;42588;649;515;0;515;0;51400,0 %;143;372;7;70;2546;2540;7,14 %;171,5;171,1;159,7;-2054;-1683;-1460;-719;7,31 %;67674;4947;47141;340;8;151;499;-25;11,8;0,90;0,90;25 %;-6,2 %;-2,0 %;-136;47246;5;-167;-268;93966;;;;;;0,72 %;5050;7852;54961;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;883;;;121,67 %;147,17 %;;;1460;11,11;0,95;1372;94,0 %;-4,77 %;-5,56 %
2021-01-09;Sat, 9;47620;4648;42967;658;369;0;369;0;9,5 %;-9;378;9;70;2578;2572;4,33 %;173,7;173,3;166,1;-2208;-1837;-1614;-873;7,39 %;27893;2061;47842;331;2;145;478;-60;7,6;0,97;0,92;1 %;4,6 %;2,4 %;26;47615;5;114;-272;108027;;;;;;0,82 %;14061;7171;50194;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;864;;;121,33 %;144,00 %;;;1456;11,08;0,92;1417;97,3 %;-11,15 %;-10,54 %
2021-01-10;Sun, 10;47761;4402;43353;668;141;0;140;1;-34,9 %;-247;387;10;68;2499;2497;0,96 %;168,4;168,2;166,6;-2063;-1692;-1469;-728;7,49 %;13651;1022;47603;340;2;142;484;-72;1,8;1,07;0,97;-3 %;7,8 %;6,8 %;-2;47755;6;181;-225;120136;;;;;;0,92 %;12109;7697;53878;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;848;;;118,33 %;141,33 %;;;1420;10,81;0,90;1371;96,5 %;-12,95 %;-11,46 %
2021-01-11;Mon, 11;47964;4218;43740;674;203;0;203;0;-29,0 %;-184;387;6;53;2416;2414;3,44 %;162,8;162,6;157,2;-1802;-1431;-1208;-467;6,25 %;66154;4135;48188;326;5;132;463;-47;5,6;1,15;1,01;-3 %;1,8 %;9,7 %;-139;47958;6;42;-211;135986;;;;;;1,04 %;15850;8301;58110;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;828;;;112,42 %;138,00 %;;;1349;10,27;0,91;1338;99,2 %;-9,22 %;-4,68 %
2021-01-12;Tue, 12;48355;4259;44091;682;391;0;392;-1;-15,3 %;41;351;8;50;2344;2343;1,09 %;157,9;157,9;156,2;-1849;-1478;-1255;-514;6,42 %;64585;4146;46625;309;1;128;438;-100;1,7;1,11;1,02;-3 %;2,0 %;9,7 %;-231;48350;5;46;-160;150511;;;;;;1,15 %;14525;9680;67762;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;820;;;109,33 %;136,67 %;;;1312;9,98;0,95;1273;97,0 %;-18,59 %;-16,26 %
2021-01-13;Wed, 13;48722;4294;44422;685;367;0;366;1;6,4 %;35;331;3;52;2366;2365;1,98 %;159,4;159,3;156,2;-1837;-1466;-1243;-502;6,00 %;55045;3303;50779;302;4;126;432;-95;3,2;1,05;1,04;1 %;18,7 %;13,3 %;-188;48716;6;373;-13;167915;;;;;;1,28 %;17404;11938;83566;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;812;;;110,50 %;135,33 %;;;1326;10,09;1,00;1248;94,1 %;-18,03 %;-16,57 %
2021-01-14;Thu, 14;48995;4229;44761;692;273;0;274;-1;-27,9 %;-65;339;7;50;2259;2259;2,42 %;152,2;152,2;148,6;-1594;-1223;-1000;-259;6,15 %;56430;3470;50205;275;3;127;405;-118;3,6;0,97;1,04;-4 %;11,5 %;17,8 %;-286;48990;5;233;117;183573;;;;;;1,40 %;15658;13522;94657;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;806;;;112,25 %;134,33 %;;;1347;10,25;1,02;1290;95,8 %;-22,56 %;-24,24 %
2021-01-15;Fri, 15;49260;4168;45089;700;265;0;267;-2;-48,2 %;-61;328;8;51;2009;2011;3,12 %;135,4;135,5;131,4;-1491;-1120;-897;-156;5,80 %;59147;3431;48986;249;4;125;378;-121;4,0;0,90;1,01;-11 %;-20,8 %;15,9 %;-490;49257;3;-529;66;198607;;;;;;1,51 %;15034;14949;104641;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;799;;;106,33 %;133,17 %;;;1276;9,71;1,00;1278;100,2 %;-24,25 %;-26,76 %
2021-01-16;Sat, 16;49477;4101;45373;702;217;0;217;0;-41,2 %;-68;285;2;44;1857;1859;1,38 %;125,1;125,3;123,6;-1570;-1199;-976;-235;6,81 %;23893;1627;48415;247;3;124;374;-104;1,5;0,86;0,96;-8 %;-27,7 %;13,7 %;-548;49474;3;-713;-52;208541;;;;;;1,59 %;9934;14359;100514;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;769;;;106,42 %;128,17 %;;;1277;9,72;0,95;1239;97,0 %;-21,76 %;-25,38 %
2021-01-17;Sun, 17;49566;3897;45663;705;89;0;86;3;-38,6 %;-203;289;3;37;1805;1805;6,57 %;121,6;121,6;114,1;-1456;-1085;-862;-121;6,83 %;12219;835;48210;245;4;128;377;-107;7,5;0,82;0,90;-3 %;-27,7 %;11,7 %;-505;49560;6;-692;-177;213837;;;;;;1,63 %;5296;13386;93701;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;783;;;105,00 %;130,50 %;;;1260;9,59;0,90;1215;96,4 %;-22,11 %;-27,94 %
2021-01-18;Mon, 18;49702;3669;46026;712;136;0;135;1;-33,5 %;-228;363;7;38;1738;1737;1,83 %;117,1;117,0;114,9;-1197;-826;-603;138;5,89 %;58109;3423;47061;221;3;121;345;-118;2,2;0,79;0,85;-4 %;-28,0 %;9,2 %;-549;49695;7;-677;-280;220318;419;;;;;1,68 %;6900;12107;84751;0,00 %;419;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;782;;;102,08 %;130,33 %;;;1225;9,32;0,86;1197;97,7 %;-25,49 %;-32,21 %
2021-01-19;Tue, 19;49940;3540;46393;717;238;0;238;0;-39,3 %;-129;367;5;35;1585;1583;2,89 %;106,8;106,7;103,7;-1068;-697;-474;267;5,58 %;65254;3641;47157;224;3;111;338;-100;3,1;0,78;0,83;-9 %;-32,4 %;8,3 %;-719;49933;7;-760;-395;226317;1659;;;;;1,72 %;7239;11066;77465;0,01 %;1240;;;;;;;;;;;;;;;;;;;6700;;0,45 %;200;;0,01 %;;;0,00 %;;;;;0,00;765;;;101,58 %;127,50 %;;;1219;9,28;0,83;1175;96,4 %;-22,83 %;-27,51 %
2021-01-20;Wed, 20;50192;3435;46750;723;252;0;252;0;-31,1 %;-105;357;6;38;1470;1469;6,45 %;99,0;99,0;93,0;-1046;-675;-452;289;5,47 %;54199;2965;47036;223;4;105;332;-100;6,0;0,78;0,81;-7 %;-37,9 %;3,0 %;-859;50185;7;-896;-576;232464;4077;;;;;1,77 %;8565;9804;68626;0,03 %;2418;;;;;;;;;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;0,00;747;;;100,75 %;124,50 %;;;1209;9,20;0,82;1162;96,1 %;-23,15 %;-26,16 %
2021-01-21;Thu, 21;50368;3266;47095;732;176;0;176;0;-35,8 %;-169;345;9;40;1373;1371;3,01 %;92,5;92,4;89,7;-955;-584;-361;380;5,40 %;55889;3018;46959;224;2;104;330;-75;2,8;0,78;0,79;-7 %;-39,3 %;-1,3 %;-963;50361;7;-888;-736;238298;16704;;;;;1,82 %;18461;10204;71429;0,13 %;12627;;;;;;;;;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;0,00;737;;;95,08 %;122,83 %;;;1141;8,68;0,85;1134;99,4 %;-18,52 %;-18,55 %
2021-01-22;Fri, 22;50546;3110;47429;767;178;0;178;0;-33,3 %;-157;335;35;67;1286;1282;2,61 %;86,6;86,4;84,2;-916;-545;-322;419;5,13 %;56361;2891;46561;215;3;101;319;-59;2,4;0,77;0,77;-6 %;-36,3 %;-2,6 %;-1059;50539;7;-729;-765;244058;46811;;;;;1,86 %;35867;13180;92262;0,36 %;30107;;;;;;;;;;;;;;;;;;;6900;200;0,46 %;1600;1400;0,11 %;;;0,00 %;;;;;0,00;728;;;94,33 %;121,33 %;;;1132;8,61;0,86;1100;97,2 %;-15,61 %;-13,65 %
2021-01-23;Sat, 23;50677;2903;47767;770;131;0;131;0;-39,6 %;-207;338;3;68;1200;1196;0,88 %;80,9;80,6;79,9;-961;-590;-367;374;6,34 %;27260;1728;47042;212;2;102;316;-58;1,0;0,76;0,77;-7 %;-35,7 %;-3,2 %;-1198;50670;7;-663;-758;250038;59316;;;;;1,91 %;18485;14402;100813;0,45 %;12505;;;;;;;;;;;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;710;;;92,50 %;118,33 %;;;1110;8,45;0,83;1101;99,2 %;-15,51 %;-14,17 %
2021-01-24;Sun, 24;50737;2640;48090;776;60;0;60;0;-30,2 %;-263;323;6;71;1171;1170;0,00 %;78,9;78,8;78,8;-886;-515;-292;449;5,60 %;15770;883;47549;218;1;101;320;-57;0,1;0,76;0,77;-2 %;-35,2 %;-3,5 %;-1257;50730;7;-635;-750;254916;67418;;;;;1,94 %;4878;14342;100395;0,51 %;8102;9631;67418;;;;;;;;;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;711;;;91,08 %;118,50 %;;;1093;8,32;0,78;1078;98,6 %;-15,12 %;-11,02 %
2021-01-25;Mon, 25;50829;2445;48377;787;92;0;92;0;-31,9 %;-195;287;11;75;1127;1127;2,71 %;75,9;75,9;73,9;-740;-369;-146;595;5,26 %;61556;3238;48041;213;1;96;310;-35;2,0;0,78;0,78;-4 %;-35,1 %;-2,9 %;-1225;50822;7;-610;-740;290683;93628;;;;;2,21 %;35767;18466;129262;0,71 %;26210;13316;93209;;;;;;;;;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;713;;;89,50 %;118,83 %;;;1074;8,17;0,74;1074;100,0 %;-10,14 %;-3,62 %
2021-01-26;Tue, 26;51024;2375;48643;798;195;0;196;-1;-17,6 %;-70;266;11;81;1084;1085;4,28 %;73,0;73,1;70,1;-683;-312;-89;652;5,19 %;66209;3436;48178;200;4;86;290;-48;2,9;0,80;0,78;-4 %;-31,5 %;-2,8 %;-1165;51018;6;-498;-703;278653;86350;;;;;2,12 %;-12030;15713;109993;0,66 %;-7278;12099;84691;;;;;;;;;;;;;;;;;8000;1100;0,54 %;3800;2200;0,26 %;;;0,00 %;;;;;0,00;698;;;86,92 %;116,33 %;;;1043;7,94;0,74;1051;100,8 %;-14,20 %;-10,71 %
2021-01-27;Wed, 27;51197;2290;48901;811;173;0;173;0;-31,3 %;-85;258;13;88;1005;1006;2,57 %;67,7;67,8;66,1;-681;-310;-87;654;4,69 %;58235;2731;48754;191;4;87;282;-50;1,6;0,83;0,79;-7 %;-31,5 %;-1,2 %;-1145;51191;6;-463;-641;291334;90355;;;;;2,22 %;12681;16301;114109;0,69 %;4005;12325;86278;;;;;;;;;;;;;;;;;8000;0;0,54 %;3800;0;0,26 %;;;0,00 %;;;;;0,00;695;;;84,33 %;115,83 %;;;1012;7,70;0,75;1014;100,2 %;-15,06 %;-14,35 %
2021-01-28;Thu, 28;51331;2175;49149;819;134;0;133;1;-24,4 %;-115;248;8;87;963;963;3,02 %;64,9;64,9;63,0;-637;-266;-43;698;5,15 %;59647;3072;49291;174;5;95;274;-56;1,9;0,83;0,80;-4 %;-29,8 %;0,5 %;-1091;51324;7;-408;-572;302792;93015;;;;;2,31 %;11458;15301;107106;0,71 %;2660;10902;76311;;;;;;;;;;;;;;;;;9600;1600;0,65 %;5300;1500;0,36 %;;;0,00 %;;;;;0,00;698;;;79,83 %;116,33 %;;;958;7,29;0,79;993;103,7 %;-16,97 %;-22,32 %
2021-01-29;Fri, 29;51471;2089;49375;827;140;0;140;0;-21,3 %;-86;226;8;60;925;925;4,36 %;62,3;62,3;59,7;-645;-274;-51;690;4,30 %;60090;2584;49824;164;4;96;264;-55;2,6;0,83;0,81;-4 %;-27,8 %;2,2 %;-1021;51464;7;-357;-519;313523;96180;;;;;2,39 %;10731;11710;81970;0,73 %;3165;7053;49369;;;;;;;;;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;0,00;676;;;77,92 %;112,67 %;;;935;7,12;0,83;954;102,0 %;-17,24 %;-23,72 %
2021-01-30;Sat, 30;51585;1992;49585;831;114;0;113;1;-13,7 %;-97;210;4;61;908;907;1,50 %;61,2;61,1;60,2;-699;-328;-105;636;5,37 %;25360;1362;49552;165;4;96;265;-51;1,0;0,83;0,83;-2 %;-24,2 %;3,4 %;-911;51577;8;-289;-466;320942;106187;;;;;2,45 %;7419;10129;70904;0,81 %;10007;6696;46871;;;;;;;;;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;0,00;662;;;77,33 %;110,33 %;;;928;7,06;0,82;933;100,5 %;-16,14 %;-22,17 %
2021-01-31;Sun, 31;51632;1843;49781;833;47;0;47;0;-21,7 %;-149;196;2;57;895;894;-0,66 %;60,3;60,2;60,6;-653;-282;-59;682;5,26 %;9952;523;48721;167;3;96;266;-54;-0,3;0,84;0,84;-1 %;-23,6 %;3,9 %;-797;51624;8;-276;-414;324861;115540;;;;;2,48 %;3919;9992;69945;0,88 %;9353;6875;48122;;;;;;;;;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;0,00;673;;;75,67 %;112,17 %;;;908;6,91;0,79;907;99,9 %;-16,88 %;-23,39 %
2021-02-01;Mon, 1;51710;1738;49964;967;78;0;78;0;-15,2 %;-105;183;134;180;881;880;2,07 %;59,4;59,3;58,1;-535;-164;59;800;4,54 %;59973;2723;48495;162;7;91;260;-50;1,3;0,86;0,85;-2 %;-21,9 %;3,8 %;-707;51702;8;-247;-363;331825;131297;;;;;2,53 %;6964;5877;41142;1,00 %;15757;5381;37669;;;;;;;;;;;;;;;;;11400;1800;0,77 %;7700;2400;0,52 %;;;0,00 %;;;;;0,00;680;;;74,50 %;113,33 %;;;894;6,80;0,77;873;97,7 %;-16,13 %;-23,94 %
2021-02-02;Tue, 2;51812;1667;50135;978;102;0;100;2;-49,0 %;-71;171;11;180;788;784;2,13 %;53,1;52,8;51,7;-464;-93;130;871;4,27 %;66098;2822;48479;148;6;92;246;-44;1,4;0,87;0,85;-11 %;-27,7 %;3,5 %;-708;51802;10;-301;-334;340112;144734;;;;;2,59 %;8287;8780;61459;1,10 %;13437;8341;58384;;;;;;;;;;;;;;;;;11400;0;0,77 %;7700;0;0,52 %;;;0,00 %;;;;;0,00;650;;;71,25 %;108,33 %;;;855;6,51;0,78;865;101,2 %;-15,17 %;-26,00 %
2021-02-03;Wed, 3;51922;1610;50302;988;110;0;110;0;-36,4 %;-57;167;10;177;725;721;1,25 %;48,8;48,6;48,0;-439;-68;155;896;4,09 %;61059;2497;48883;142;5;90;237;-45;0,8;0,86;0,85;-8 %;-28,3 %;3,1 %;-680;51912;10;-285;-309;350581;160629;;;;;2,67 %;10469;8464;59247;1,22 %;15895;10039;70274;;;;;;;;;;;;;;;;;11400;0;0,77 %;7700;0;0,52 %;;;0,00 %;;;;;0,00;668;;;69,83 %;111,33 %;;;838;6,38;0,82;829;98,9 %;-15,96 %;-25,65 %
2021-02-04;Thu, 4;52054;1581;50463;998;132;0;132;0;-0,8 %;-29;161;10;179;723;720;3,41 %;48,7;48,5;46,9;-431;-60;163;904;4,24 %;60453;2563;48998;133;6;83;222;-52;1,8;0,84;0,84;-0 %;-25,2 %;2,2 %;-594;52044;10;-243;-285;359964;173079;;;;;2,74 %;9383;8167;57172;1,32 %;12450;11438;80064;;;;;;;;;;;;;;;;;13000;1600;0,88 %;8800;1100;0,59 %;;;0,00 %;;;;;0,00;651;;;70,92 %;108,50 %;;;851;6,48;0,87;797;93,7 %;-18,98 %;-23,56 %
2021-02-05;Fri, 5;52197;1567;50618;1006;143;0;141;2;0,7 %;-14;155;8;179;726;721;7,76 %;48,9;48,6;45,1;-461;-90;133;874;3,64 %;59845;2178;48963;124;8;80;212;-52;3,8;0,82;0,84;0 %;-22,1 %;1,0 %;-522;52185;12;-204;-264;368547;184229;;;;;2,81 %;8583;7861;55024;1,40 %;11150;12578;88049;;;;;;;;;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;0,00;619;;;65,92 %;103,17 %;;;791;6,02;0,90;759;96,0 %;-19,70 %;-24,39 %
2021-02-06;Sat, 6;52267;1491;50762;1009;70;0;68;2;-39,8 %;-76;144;3;178;682;676;-0,44 %;45,9;45,5;45,7;-482;-111;112;853;4,58 %;24435;1119;48831;121;7;81;209;-56;0,2;0,82;0,85;-6 %;-25,5 %;0,1 %;-501;52253;14;-231;-255;377424;192226;;;;;2,88 %;8877;8069;56482;1,46 %;7997;12291;86039;;;;;;;;;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;0,00;616;;;62,50 %;102,67 %;;;750;5,71;0,89;717;95,6 %;-21,13 %;-26,67 %
