Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC
2020-12-16;Wed, 16;38154;6687;31470;459;644;0;644;0;9,2 %;225;419;9;44;3784;3786;1,92 %;254,9;255,1;250,3;-3263;-2892;-2669;-1928;6,74 %;75702;5102;54905;462;9;136;607;85;4,6;1,07;1,08;1 %;14,9 %;8,9 %;934;38157;-3;491;459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;800;;;138,33 %;133,33 %;;;1660;12,63;1,06;1629;98,1 %;260;1629;260;1629
2020-12-17;Thu, 17;38971;7056;31916;464;817;0;815;2;117,9 %;368;447;5;45;4228;4227;4,21 %;284,9;284,8;273,3;-3487;-3116;-2893;-2152;6,69 %;77430;5180;56842;457;6;141;604;41;11,6;1,12;1,11;12 %;38,6 %;10,1 %;1337;38972;-1;1178;590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;794;;;137,58 %;132,33 %;;;1651;12,56;1,05;1578;95,6 %;235;1578;235;1578
2020-12-18;Fri, 18;39677;7305;32372;469;706;0;705;1;18,9 %;250;455;5;47;4341;4339;4,21 %;292,5;292,3;280,5;-3807;-3436;-3213;-2472;6,43 %;83148;5346;58886;446;5;139;590;39;12,0;1,17;1,14;3 %;27,5 %;11,2 %;1393;39677;0;936;655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;807;;;138,50 %;134,50 %;;;1662;12,65;1,02;1559;93,8 %;248;1559;248;1559
2020-12-19;Sat, 19;40279;7435;32843;474;602;0;601;1;56,5 %;130;471;5;51;4559;4556;2,10 %;307,2;307,0;300,7;-4013;-3642;-3419;-2678;6,73 %;40547;2729;60062;452;5;147;604;33;6,5;1,20;1,15;5 %;27,3 %;11,9 %;1538;40278;1;977;693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;794;;;139,67 %;132,33 %;;;1676;12,75;1,01;1573;93,9 %;258;1573;258;1573
2020-12-20;Sun, 20;40487;7208;33278;483;208;0;208;0;-47,3 %;-228;436;9;54;4372;4369;0,00 %;294,6;294,4;294,4;-3694;-3323;-3100;-2359;6,07 %;18196;1104;60935;468;7;151;626;20;0,2;1,22;1,17;-4 %;27,2 %;12,5 %;1314;40486;1;933;755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;804;;;136,17 %;134,00 %;;;1634;12,44;1,01;1564;95,7 %;177;1564;177;1564
2020-12-21;Mon, 21;40751;6988;33764;495;264;0;266;-2;-49,4 %;-220;486;12;53;4112;4109;1,24 %;277,0;276,8;273,4;-3088;-2717;-2494;-1753;5,60 %;81732;4577;64467;476;9;147;632;38;3,6;1,15;1,14;-6 %;22,6 %;14,3 %;986;40752;-1;757;831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;817;;;135,42 %;136,17 %;;;1625;12,37;1,02;1547;95,2 %;140;1547;140;1547
2020-12-22;Tue, 22;41115;6840;34276;508;364;0;364;0;-58,2 %;-147;511;13;58;3605;3603;2,62 %;242,9;242,8;236,6;-2810;-2439;-2216;-1475;6,05 %;99867;6042;68089;474;14;145;633;32;6,3;1,03;1,10;-12 %;-3,5 %;16,7 %;378;41116;-1;-129;735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;820;;;135,42 %;136,67 %;;;1625;12,37;1,01;1541;94,8 %;223;1541;223;1541
2020-12-23;Wed, 23;41714;6952;34766;511;599;0;602;-3;-6,5 %;111;491;3;52;3560;3561;5,54 %;239,9;239,9;227,3;-2594;-2223;-2000;-1259;7,12 %;84595;6023;69359;457;12;154;623;16;12,6;0,93;1,05;-1 %;-5,9 %;19,0 %;264;41718;-4;-225;632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;814;;;139,00 %;135,67 %;;;1668;12,69;1,01;1524;91,4 %;243;1524;243;1524
2020-12-24;Thu, 24;42001;6762;35245;511;287;0;289;-2;-64,5 %;-190;479;0;47;3030;3035;1,09 %;204,1;204,5;202,3;-2179;-1808;-1585;-844;9,46 %;28496;2696;62369;422;9;154;585;-19;1,8;0,82;0,97;-15 %;-28,2 %;18,5 %;-294;42007;-6;-1192;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;819;;;128,00 %;136,50 %;;;1536;11,69;1,00;1519;98,9 %;230;1519;230;1519
2020-12-25;Fri, 25;42001;6229;35778;511;0;0;0;0;-100,0 %;-533;533;0;42;2324;2330;1,49 %;156,6;157,0;154,7;-1580;-1209;-986;-245;8,97 %;9471;850;51843;426;10;159;595;5;1,9;0,72;0,88;-23 %;-46,3 %;14,3 %;-1077;42007;-6;-2009;-127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;825;;;114,17 %;137,50 %;;;1370;10,43;0,94;1462;106,7 %;191;1462;191;1462
2020-12-26;Sat, 26;42589;6273;36319;532;588;0;585;3;-2,7 %;44;541;21;58;2310;2314;7,22 %;155,6;155,9;145,4;-1960;-1589;-1366;-625;10,21 %;17230;1759;48512;429;11;164;604;0;10,2;0,68;0,80;-1 %;-49,2 %;9,1 %;-1163;42592;-3;-2242;-587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;849;;;109,67 %;141,50 %;;;1316;10,02;0,87;1362;103,5 %;158;1362;158;1362
2020-12-27;Sun, 27;42947;6026;36923;536;358;0;357;1;71,6 %;-247;604;4;53;2460;2463;2,41 %;165,7;165,9;162,0;-2049;-1678;-1455;-714;9,37 %;15078;1413;48067;423;7;163;593;-33;3,7;0,65;0,74;6 %;-43,6 %;3,6 %;-1182;42949;-2;-1906;-992;3389;;;;0,03 %;3389;484;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;883;;;113,75 %;147,17 %;;;1365;10,39;0,81;1344;98,5 %;159;1344;159;1344
2020-12-28;Mon, 28;43176;5635;37543;548;229;0;229;0;-13,9 %;-391;620;12;53;2425;2426;2,51 %;163,4;163,5;159,5;-1913;-1542;-1319;-578;8,61 %;57793;4976;44647;389;6;171;566;-66;3,9;0,67;0,72;-2 %;-41,0 %;-4,2 %;-1353;43178;-2;-1683;-1341;5219;;;;0,04 %;1830;746;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;910;;;117,17 %;151,67 %;;;1406;10,70;0,77;1400;99,6 %;196;1400;196;1400
2020-12-29;Tue, 29;43711;5521;38194;570;535;0;537;-2;47,5 %;-114;651;22;62;2596;2599;7,42 %;174,9;175,1;163,0;-1846;-1475;-1252;-511;8,93 %;68325;6101;40141;380;8;157;545;-88;11,9;0,78;0,73;7 %;-27,9 %;-14,0 %;-1319;43715;-4;-1004;-1466;12935;;;;0,10 %;7716;1848;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;898;;;121,08 %;149,67 %;;;1453;11,06;0,77;1450;99,8 %;273;1450;273;1450
2020-12-30;Wed, 30;44359;5546;38818;578;648;0;649;-1;7,8 %;25;624;8;67;2645;2646;3,06 %;178,2;178,3;173,0;-2207;-1836;-1613;-872;9,42 %;60334;5683;36675;371;12;154;537;-86;5,2;0,90;0,76;2 %;-25,7 %;-24,3 %;-1406;44364;-5;-915;-1564;28206;;;;0,21 %;15271;4029;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;891;;;117,92 %;148,50 %;;;1415;10,77;0,80;1478;104,5 %;271;1478;271;1478
2020-12-31;Thu, 31;44705;5305;39405;579;346;0;346;0;19,7 %;-241;587;1;68;2704;2703;0,39 %;182,2;182,1;181,4;-2554;-2183;-1960;-1219;8,00 %;56320;4506;40650;360;11;153;524;-61;0,8;1,02;0,82;2 %;-10,9 %;-30,1 %;-1457;44710;-5;-332;-1442;37985;;;;0,29 %;9779;5426;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;872;;;121,17 %;145,33 %;;;1454;11,07;0,85;1492;102,6 %;244;1492;244;1492
2021-01-01;Fri, 1;44705;4791;39920;579;0;0;1;-1;;-514;515;0;68;2704;2704;0,50 %;182,2;182,2;181,3;-1969;-1598;-1375;-634;9,89 %;10710;1059;40827;360;11;153;524;-71;0,9;1,12;0,90;0 %;16,1 %;-31,5 %;-1437;44711;-6;374;-1101;39005;;;;0,30 %;1020;5572;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;864;;;119,83 %;144,00 %;;;1438;10,94;0,87;1463;101,7 %;162;1463;162;1463
2021-01-02;Sat, 2;45042;4620;40428;588;337;0;337;0;-42,4 %;-172;509;9;56;2453;2456;17,21 %;165,3;165,5;141,2;-1950;-1579;-1356;-615;9,40 %;22989;2161;41650;370;9;159;538;-66;24,1;1,07;0,96;-9 %;6,1 %;-31,2 %;-1653;45048;-6;142;-761;57833;;;;0,44 %;18828;8262;57833;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;912;;;119,83 %;152,00 %;;;1438;10,94;0,87;1460;101,5 %;155;1460;155;1460
2021-01-03;Sun, 3;45262;4406;40862;600;220;0;220;0;-38,4 %;-214;434;12;64;2315;2319;17,36 %;156,0;156,2;133,1;-1941;-1570;-1347;-606;8,10 %;15324;1241;41685;384;7;165;556;-37;22,9;1,00;1,00;-6 %;-5,8 %;-30,6 %;-1620;45268;-6;-144;-509;66258;;;;0,50 %;8425;8981;62869;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;905;;;119,33 %;150,83 %;;;1432;10,90;0,88;1491;104,1 %;190;1491;190;1491
2021-01-04;Mon, 4;45548;4359;41195;621;286;0;286;0;24,9 %;-47;333;21;73;2372;2376;6,17 %;159,8;160,1;150,8;-1690;-1319;-1096;-355;7,51 %;62059;4661;42294;342;8;160;510;-56;9,0;0,95;1,02;2 %;-2,1 %;-27,7 %;-1276;45554;-6;-50;-276;77876;;;;0,59 %;11618;10380;72657;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;894;;;118,25 %;149,00 %;;;1419;10,80;0,93;1451;102,3 %;157;1452;157;1452
2021-01-05;Tue, 5;46011;4493;41525;632;463;0;464;-1;-13,6 %;133;331;11;62;2300;2303;27,42 %;155,0;155,2;121,8;-1504;-1133;-910;-169;7,94 %;75523;5997;43323;369;8;161;538;-7;33,2;0,89;0,98;-3 %;-11,4 %;-21,3 %;-1029;46018;-7;-296;-174;82749;;;;0,63 %;4873;9973;69814;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;112,00 %;149,33 %;;;1344;10,23;0,97;1447;107,7 %;269;1448;269;1448
2021-01-06;Wed, 6;46356;4486;41877;633;345;0;345;0;-46,8 %;-7;352;1;55;1997;1999;19,10 %;134,5;134,7;113,1;-1504;-1133;-910;-169;8,53 %;25964;2215;38413;362;9;156;527;-10;21,4;0,86;0,94;-13 %;-24,5 %;-13,1 %;-1060;46363;-7;-647;-136;84349;;;;0,64 %;1600;8020;56143;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;106,25 %;149,33 %;;;1275;9,70;0,97;1400;109,8 %;224;1401;224;1401
2021-01-07;Thu, 7;46736;4519;42224;642;380;0;380;0;9,8 %;33;347;9;63;2031;2033;5,22 %;136,8;137,0;130,2;-1883;-1512;-1289;-548;7,67 %;60454;4637;39003;363;9;151;523;-1;6,6;0,86;0,91;2 %;-24,8 %;-7,5 %;-786;46743;-7;-670;-184;88916;;;;0,68 %;4567;7276;50931;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;896;;;109,50 %;149,33 %;;;1314;10,00;0,96;1308;99,5 %;152;1309;152;1309
2021-01-08;Fri, 8;47251;4663;42595;649;515;0;515;0;51400,0 %;144;371;7;70;2546;2547;7,45 %;171,5;171,6;159,7;-2061;-1690;-1467;-726;7,31 %;67674;4947;47141;340;8;151;499;-25;11,8;0,90;0,90;25 %;-5,8 %;-2,0 %;-128;47258;-7;-157;-260;93966;;;;0,72 %;5050;7852;54961;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;883;;;121,83 %;147,17 %;;;1462;11,13;0,92;1372;93,8 %;226;1373;226;1373
2021-01-09;Sat, 9;47620;4655;42973;658;369;0;370;-1;9,8 %;-8;378;9;70;2578;2580;4,64 %;173,7;173,8;166,1;-2210;-1839;-1616;-875;7,39 %;27893;2061;47842;331;2;145;478;-60;7,6;0,97;0,92;1 %;5,0 %;2,4 %;35;47628;-8;124;-263;108027;;;;0,82 %;14061;7171;50194;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;864;;;121,58 %;144,00 %;;;1459;11,10;0,90;1417;97,1 %;200;1418;200;1418
2021-01-10;Sun, 10;47761;4410;43359;668;141;0;141;0;-35,9 %;-245;386;10;68;2499;2501;1,14 %;168,4;168,5;166,6;-2066;-1695;-1472;-731;7,49 %;13651;1022;47603;340;2;142;484;-72;1,8;1,07;0,97;-3 %;7,8 %;6,8 %;4;47769;-8;182;-216;120136;;;;0,92 %;12109;7697;53878;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;848;;;118,58 %;141,33 %;;;1423;10,83;0,91;1371;96,3 %;144;1372;144;1372
2021-01-11;Mon, 11;47964;4226;43746;674;203;0;203;0;-29,0 %;-183;386;6;53;2416;2418;3,63 %;162,8;162,9;157,2;-1805;-1434;-1211;-470;6,25 %;66154;4135;48188;326;5;132;463;-47;5,6;1,15;1,01;-3 %;1,8 %;9,7 %;-133;47972;-8;42;-203;135986;;;;1,04 %;15850;8301;58110;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;828;;;112,67 %;138,00 %;;;1352;10,29;0,95;1338;99,0 %;123;1338;123;1338
2021-01-12;Tue, 12;48355;4268;44096;682;391;0;392;-1;-15,5 %;41;351;8;50;2344;2346;1,22 %;157,9;158,1;156,2;-1851;-1480;-1257;-516;6,42 %;64585;4146;46625;309;1;128;438;-100;1,7;1,11;1,02;-3 %;1,9 %;9,7 %;-225;48364;-9;43;-155;150511;;;;1,15 %;14525;9680;67762;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;820;;;109,67 %;136,67 %;;;1316;10,02;1,01;1273;96,7 %;204;1273;204;1273
2021-01-13;Wed, 13;48722;4303;44428;685;367;0;367;0;6,4 %;36;331;3;52;2366;2368;2,11 %;159,4;159,5;156,2;-1839;-1468;-1245;-504;6,00 %;55045;3303;50779;302;4;126;432;-95;3,2;1,05;1,04;1 %;18,5 %;13,3 %;-182;48731;-9;369;-10;167915;;;;1,28 %;17404;11938;83566;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;812;;;110,67 %;135,33 %;;;1328;10,11;1,02;1248;94,0 %;199;1248;199;1248
2021-01-14;Thu, 14;48995;4239;44767;692;273;0;275;-2;-27,6 %;-64;339;7;50;2259;2263;2,62 %;152,2;152,5;148,6;-1597;-1226;-1003;-262;6,15 %;56430;3470;50205;275;3;127;405;-118;3,6;0,97;1,04;-4 %;11,3 %;17,8 %;-280;49006;-11;230;119;183573;;;;1,40 %;15658;13522;94657;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;806;;;112,33 %;134,33 %;;;1348;10,26;1,00;1290;95,7 %;194;1290;194;1290
2021-01-15;Fri, 15;49260;4177;45096;700;265;0;267;-2;-48,2 %;-62;329;8;51;2009;2015;3,35 %;135,4;135,8;131,4;-1494;-1123;-900;-159;5,80 %;59147;3431;48986;249;4;125;378;-121;4,0;0,90;1,01;-11 %;-20,9 %;15,9 %;-486;49273;-13;-532;65;198607;;;;1,51 %;15034;14949;104641;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;799;;;106,42 %;133,17 %;;;1277;9,72;0,95;1278;100,1 %;214;1278;214;1278
2021-01-16;Sat, 16;49477;4108;45382;702;217;0;217;0;-41,4 %;-69;286;2;44;1857;1862;1,54 %;125,1;125,5;123,6;-1572;-1201;-978;-237;6,81 %;23893;1627;48415;247;3;124;374;-104;1,5;0,86;0,96;-8 %;-27,8 %;13,7 %;-547;49490;-13;-718;-55;208541;;;;1,59 %;9934;14359;100514;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;769;;;106,42 %;128,17 %;;;1277;9,72;0,90;1239;97,0 %;161;1239;161;1239
2021-01-17;Sun, 17;49566;3906;45672;705;89;0;88;1;-37,6 %;-202;290;3;37;1805;1809;6,84 %;121,6;121,9;114,1;-1458;-1087;-864;-123;6,83 %;12219;835;48210;245;4;128;377;-107;7,5;0,83;0,90;-3 %;-27,7 %;11,7 %;-504;49578;-12;-692;-180;213837;;;;1,63 %;5296;13386;93701;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;783;;;105,00 %;130,50 %;;;1260;9,59;0,85;1215;96,4 %;120;1215;120;1215
2021-01-18;Mon, 18;49702;3677;46036;712;136;0;135;1;-33,5 %;-229;364;7;38;1738;1741;2,09 %;117,1;117,3;114,9;-1201;-830;-607;134;5,89 %;58109;3423;47061;221;3;121;345;-118;2,2;0,79;0,85;-4 %;-28,0 %;9,2 %;-549;49713;-11;-677;-282;220318;419;;;1,68 %;6900;12107;84751;0,00 %;419;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;782;;;102,08 %;130,33 %;;;1225;9,32;0,83;1197;97,7 %;105;1197;105;1197
2021-01-19;Tue, 19;49940;3546;46405;717;238;0;238;0;-39,3 %;-131;369;5;35;1585;1587;3,09 %;106,8;106,9;103,7;-1071;-700;-477;264;5,58 %;65254;3641;47157;224;3;111;338;-100;3,1;0,78;0,83;-9 %;-32,4 %;8,3 %;-721;49951;-11;-759;-397;226317;1659;;;1,72 %;7239;11066;77465;0,01 %;1240;;;;;;;;;;;6700;;0,45 %;200;;0,01 %;;;0,00 %;;;;;0,00;765;;;101,50 %;127,50 %;;;1218;9,27;0,82;1175;96,5 %;182;1175;182;1175
2021-01-20;Wed, 20;50192;3441;46762;723;252;0;252;0;-31,3 %;-105;357;6;38;1470;1472;6,67 %;99,0;99,2;93,0;-1048;-677;-454;287;5,47 %;54199;2965;47036;223;4;105;332;-100;6,0;0,78;0,81;-7 %;-37,8 %;3,0 %;-862;50203;-11;-896;-578;232464;4077;;;1,77 %;8565;9804;68626;0,03 %;2418;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;0,00;747;;;100,67 %;124,50 %;;;1208;9,19;0,85;1162;96,2 %;186;1162;186;1162
2021-01-21;Thu, 21;50368;3272;47107;732;176;0;176;0;-36,0 %;-169;345;9;40;1373;1373;3,12 %;92,5;92,5;89,7;-957;-586;-363;378;5,40 %;55889;3018;46959;224;2;104;330;-75;2,8;0,78;0,79;-7 %;-39,3 %;-1,3 %;-967;50379;-11;-890;-738;238298;16704;;;1,82 %;18461;10204;71429;0,13 %;12627;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;0,00;737;;;95,08 %;122,83 %;;;1141;8,68;0,86;1134;99,4 %;166;1134;166;1134
2021-01-22;Fri, 22;50546;3115;47442;767;178;0;178;0;-33,3 %;-157;335;35;67;1286;1284;2,73 %;86,6;86,5;84,2;-918;-547;-324;417;5,13 %;56361;2891;46561;215;3;101;319;-59;2,4;0,77;0,77;-6 %;-36,3 %;-2,6 %;-1062;50557;-11;-731;-766;244058;46811;;;1,86 %;35867;13180;92262;0,36 %;30107;;;;;;;;;;;6900;200;0,46 %;1600;1400;0,11 %;;;0,00 %;;;;;0,00;728;;;94,25 %;121,33 %;;;1131;8,61;0,83;1100;97,3 %;180;1100;180;1100
2021-01-23;Sat, 23;50677;2907;47781;770;131;0;131;0;-39,6 %;-207;338;3;68;1200;1198;1,00 %;80,9;80,7;79,9;-961;-590;-367;374;6,34 %;27260;1728;47042;212;2;102;316;-58;1,0;0,76;0,77;-7 %;-35,7 %;-3,2 %;-1201;50688;-11;-664;-758;250038;59316;;;1,91 %;18485;14402;100813;0,45 %;12505;;;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;710;;;92,42 %;118,33 %;;;1109;8,44;0,78;1101;99,3 %;162;1101;162;1101
2021-01-24;Sun, 24;50737;2644;48104;776;60;0;60;0;-31,8 %;-263;323;6;71;1171;1170;0,00 %;78,9;78,8;78,8;-886;-515;-292;449;5,60 %;15770;883;47549;218;1;101;320;-57;0,1;0,76;0,77;-2 %;-35,3 %;-3,5 %;-1262;50748;-11;-639;-751;254916;67418;;;1,94 %;4878;14342;100395;0,51 %;8102;9631;67418;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;711;;;91,00 %;118,50 %;;;1092;8,31;0,74;1078;98,7 %;97;1078;97;1078
2021-01-25;Mon, 25;50829;2448;48392;787;92;0;92;0;-31,9 %;-196;288;11;75;1127;1127;2,71 %;75,9;75,9;73,9;-740;-369;-146;595;5,26 %;61556;3238;48041;213;1;96;310;-35;2,0;0,77;0,78;-4 %;-35,3 %;-2,9 %;-1229;50840;-11;-614;-742;290683;93628;;;2,21 %;35767;18466;129262;0,71 %;26210;13316;93209;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;0,00;713;;;89,42 %;118,83 %;;;1073;8,17;0,74;1074;100,1 %;101;1074;101;1074
2021-01-26;Tue, 26;51024;2378;48658;798;195;0;196;-1;-17,6 %;-70;266;11;81;1084;1085;4,28 %;73,0;73,1;70,1;-683;-312;-89;652;5,19 %;66209;3436;48178;200;4;86;290;-48;2,9;0,80;0,78;-4 %;-31,6 %;-2,8 %;-1168;51036;-12;-502;-705;278653;86350;;;2,12 %;-12030;15713;109993;0,66 %;-7278;12099;84691;;;;;;;;;8000;1100;0,54 %;3800;2200;0,26 %;;;0,00 %;;;;;0,00;698;;;86,83 %;116,33 %;;;1042;7,93;0,76;1051;100,9 %;159;1051;159;1051
2021-01-27;Wed, 27;51197;2293;48916;811;173;0;173;0;-31,3 %;-85;258;13;88;1005;1006;2,57 %;67,7;67,8;66,1;-681;-310;-87;654;4,69 %;58235;2731;48754;191;4;87;282;-50;1,6;0,82;0,79;-7 %;-31,7 %;-1,2 %;-1148;51209;-12;-466;-644;291334;90355;;;2,22 %;12681;16301;114109;0,69 %;4005;12325;86278;;;;;;;;;8000;0;0,54 %;3800;0;0,26 %;;;0,00 %;;;;;0,00;695;;;84,25 %;115,83 %;;;1011;7,69;0,79;1014;100,3 %;149;1014;149;1014
