Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D;LMU Hosp Nowcast;7D
2021-08-21;Sat, 21;76707;1174;75556;1276;129;;129;0;65,4 %;13;116;0;1;884;883;9,38 %;59,6;59,5;54,4;-688;-317;-94;647;3,99 %;14745;588;26220;36;2;19;57;15;5,2;1,42;1,32;6 %;80,2 %;-2,8 %;416;76730;-23;393;222;8049797;7533499;;;61,33 %;11747;11616;81312;57,40 %;22311;31057;217401;;;;;;;;;881667;0;59,40 %;820828;0;55,30 %;;;0,00 %;;;;120;0,91;88;;;10,00 %;14,67 %;;;299;2,28;1,36;299;100,0 %;68;306;68;306
2021-08-22;Sun, 22;76776;1164;75635;1276;69;;69;0;50,0 %;-10;79;0;1;907;906;6,09 %;61,1;61,0;57,5;-641;-270;-47;694;3,86 %;12320;476;26329;46;2;27;75;40;3,6;1,42;1,36;3 %;75,2 %;-1,4 %;428;76799;-23;389;261;8054006;7541726;;;61,37 %;4209;11584;81091;57,46 %;8227;29774;208420;;;;;;;;;881667;0;59,40 %;820828;0;55,30 %;;;0,00 %;;;;120;0,91;93;;;10,00 %;15,50 %;;;333;2,53;1,33;333;100,0 %;46;322;46;322
2021-08-23;Mon, 23;76960;1276;75707;1276;184;;184;0;58,6 %;112;72;0;1;973;974;11,38 %;65,6;65,6;58,9;-675;-304;-81;660;4,66 %;37941;1768;26896;53;2;29;84;29;6,7;1,41;1,39;8 %;72,1 %;-0,2 %;471;76983;-23;408;298;8065727;7565574;;;61,45 %;11721;11700;81897;57,64 %;23848;27881;195168;;;;;;;;;884991;3324;59,63 %;827404;6576;55,75 %;;;0,00 %;;;;149;1,13;107;;;12,42 %;17,83 %;;;366;2,79;1,33;366;100,0 %;59;345;59;345
2021-08-24;Tue, 24;77230;1489;75766;1276;270;;272;-2;81,3 %;213;59;0;0;1093;1096;22,19 %;73,6;73,8;60,4;-803;-432;-209;532;5,47 %;35320;1932;27441;55;2;32;89;32;13,2;1,37;1,38;13 %;82,7 %;0,9 %;637;77255;-25;496;350;8080736;7591102;;;61,57 %;15009;11831;82816;57,84 %;25528;24682;172774;;;;;;;;;886786;1795;59,75 %;832194;4790;56,07 %;;;0,00 %;;;;160;1,22;117;;;13,33 %;19,50 %;;;409;3,11;1,33;409;100,0 %;85;388;85;388
2021-08-25;Wed, 25;77479;1660;75844;1276;249;;249;0;75,4 %;171;78;0;0;1201;1203;23,36 %;80,7;80,8;65,5;-932;-560;-336;408;4,97 %;33390;1659;28028;54;2;34;90;36;15,2;1,35;1,38;10 %;81,4 %;2,0 %;713;77504;-25;540;401;8101878;7622897;;;61,66 %;21142;12649;88543;58,01 %;31795;23288;163013;;;;;;;;;888136;1350;59,68 %;835302;3108;56,13 %;;;0,00 %;;;;203;1,54;125;;;16,92 %;20,83 %;;;446;3,39;1,34;446;100,0 %;71;414;71;414
2021-08-26;Thu, 26;77748;1884;75890;1276;269;;270;-1;121,3 %;224;46;0;0;1347;1351;23,37 %;90,5;90,8;73,6;-1023;-651;-427;317;4,60 %;33862;1558;28406;62;2;33;97;40;16,9;1,39;1,40;12 %;89,5 %;3,2 %;834;77774;-26;638;462;8117668;7647623;;;61,78 %;15790;13052;91365;58,20 %;24726;22678;158745;;;;;;;;;889941;1805;59,80 %;838042;2740;56,31 %;;;0,00 %;;;;234;1,78;131;;;19,50 %;21,83 %;;;475;3,61;1,35;475;100,0 %;78;446;78;446
2021-08-27;Fri, 27;77917;1938;76006;1276;169;;170;-1;-4,5 %;54;116;0;0;1339;1343;17,45 %;90,0;90,2;76,8;-1064;-692;-468;276;4,65 %;36787;1711;29195;62;2;33;97;40;13,2;1,39;1,39;-1 %;61,4 %;4,8 %;777;77944;-27;511;482;8131452;7666256;;;61,88 %;13784;13343;93402;58,34 %;18633;22153;155068;;;;;;;;;892065;2124;59,94 %;840716;2674;56,49 %;;;0,00 %;;;;258;1,96;144;;;21,50 %;24,00 %;;;485;3,69;1,35;485;100,0 %;57;464;57;464
2021-08-28;Sat, 28;78119;1989;76156;1276;202;;201;1;55,8 %;51;150;0;0;1412;1415;32,08 %;94,9;95,1;72,0;-1198;-826;-602;142;4,39 %;16030;704;29379;62;2;33;97;40;22,9;1,38;1,37;5 %;60,2 %;6,5 %;815;78145;-26;532;502;8145236;7684890;;;61,99 %;13784;13634;95439;58,48 %;18634;21627;151391;;;;;;;;;892065;0;59,94 %;840716;0;56,49 %;;;0,00 %;;;;249;1,89;147;;;20,75 %;24,50 %;;;517;3,93;1,33;517;100,0 %;63;459;63;459
2021-08-29;Sun, 29;78239;1967;76298;1276;120;;120;0;73,9 %;-22;142;0;0;1463;1466;27,43 %;98,3;98,5;77,3;-1133;-761;-537;207;4,35 %;12566;547;29414;64;2;33;99;24;21,0;1,33;1,34;4 %;61,8 %;8,0 %;803;78265;-26;560;526;8149627;7690136;;;62,02 %;4391;13660;95621;58,52 %;5246;21201;148410;;;;;;;;;892065;0;59,94 %;840716;0;56,49 %;;;0,00 %;;;;226;1,72;152;;;18,83 %;25,33 %;;;505;3,84;1,31;505;100,0 %;73;486;73;486
2021-08-30;Mon, 30;78518;2124;76420;1277;279;;279;0;51,6 %;157;122;1;1;1558;1561;38,21 %;104,7;104,9;75,9;-1140;-768;-544;200;5,44 %;39782;2164;29677;62;3;34;99;15;28,8;1,25;1,30;6 %;60,3 %;9,2 %;848;78544;-26;587;552;8164159;7708841;;;62,13 %;14532;14062;98432;58,67 %;18705;20467;143267;;;;;;;;;896147;4082;60,22 %;844936;4220;56,78 %;;;0,00 %;;;;230;1,75;154;;;19,17 %;25,67 %;;;505;3,84;1,29;505;100,0 %;57;484;57;484
2021-08-31;Tue, 31;78856;2284;76598;1277;338;;338;0;24,3 %;160;178;0;1;1626;1627;41,21 %;109,3;109,3;77,4;-1229;-857;-633;111;5,87 %;38376;2253;30113;78;2;36;116;27;31,9;1,22;1,28;4 %;48,4 %;10,0 %;795;78882;-26;531;557;8179636;7728712;;;62,25 %;15477;14129;98900;58,82 %;19871;19659;137610;;;;;;;;;898430;2283;60,37 %;846850;1914;56,90 %;;;0,00 %;;;;232;1,77;169;;;19,33 %;28,17 %;;;509;3,87;1,29;509;100,0 %;70;469;70;469
2021-09-01;Wed, 1;79163;2462;76727;1277;307;;307;0;23,3 %;178;129;0;1;1684;1685;86,49 %;113,2;113,2;60,7;-1266;-894;-670;74;5,80 %;34949;2027;30336;78;0;33;111;21;52,5;1,19;1,26;4 %;40,1 %;10,2 %;802;79189;-26;482;549;8192937;7748036;;;62,35 %;13301;13008;91059;58,96 %;19324;17877;125139;;;;;;;;;900282;1852;60,49 %;848505;1655;57,02 %;;;0,00 %;;;;208;1,58;165;;;17,33 %;27,50 %;;;526;4,00;1,29;526;100,0 %;69;467;69;467
2021-09-02;Thu, 2;79497;2728;76796;1277;334;;335;-1;24,1 %;266;69;0;1;1749;1750;68,00 %;117,5;117,6;70,0;-1430;-1058;-834;-90;5,18 %;34676;1796;30452;77;1;33;111;14;47,5;1,19;1,23;4 %;29,5 %;10,0 %;844;79524;-27;399;515;8207831;7766632;;;62,46 %;14894;12880;90163;59,11 %;18596;17001;119009;;;;;;;;;902136;1854;60,62 %;850613;2108;57,16 %;;;0,00 %;;;;252;1,92;171;;;21,00 %;28,50 %;;;545;4,15;1,27;545;100,0 %;104;493;104;493
2021-09-03;Fri, 3;79750;2797;76980;1277;253;;253;0;48,8 %;69;184;0;1;1833;1833;84,71 %;123,2;123,2;66,7;-1483;-1111;-887;-143;5,26 %;37045;1949;30489;77;1;33;111;14;56,5;1,19;1,20;5 %;36,5 %;9,0 %;859;79777;-27;490;512;8219692;7781183;;;62,55 %;11861;12606;88240;59,22 %;14551;16418;114927;;;;;;;;;904301;2165;60,76 %;852788;2175;57,30 %;;;0,00 %;;;;269;2,05;171;;;22,42 %;28,50 %;;;588;4,47;1,23;588;100,0 %;97;533;97;533
2021-09-04;Sat, 4;79958;2734;77251;1277;208;;208;0;3,5 %;-63;271;0;1;1839;1840;95,57 %;123,6;123,6;63,2;-1571;-1199;-975;-231;5,48 %;17054;935;30635;77;1;33;111;14;60,4;1,17;1,18;0 %;30,0 %;7,9 %;745;79985;-27;425;496;8231554;7795735;;;62,64 %;11862;12331;86318;59,33 %;14552;15835;110845;;;;;;;;;904301;0;60,76 %;852788;0;57,30 %;;;0,00 %;;;;263;2,00;171;;;21,92 %;28,50 %;;;588;4,47;1,15;588;100,0 %;110;580;110;580
2021-09-05;Sun, 5;80078;2605;77500;1277;120;;120;0;0,0 %;-129;249;0;1;1839;1840;98,08 %;123,6;123,6;62,4;-1412;-1040;-816;-72;4,62 %;12903;596;30684;82;0;35;117;18;61,2;1,15;1,16;0 %;25,5 %;6,9 %;638;80105;-27;374;470;8235162;7800891;;;62,67 %;3608;12219;85535;59,37 %;5156;15822;110755;;;;;;;;;904301;0;60,76 %;852788;0;57,30 %;;;0,00 %;;;;265;2,02;175;;;22,08 %;29,17 %;;;592;4,51;1,10;592;100,0 %;71;578;71;578
2021-09-06;Mon, 6;80300;2558;77770;1279;222;;223;-1;-20,1 %;-47;270;2;2;1782;1784;112,59 %;119,7;119,9;56,4;-1296;-924;-700;44;5,72 %;39601;2265;30658;95;0;46;141;42;63,3;1,10;1,14;-3 %;14,3 %;5,9 %;434;80328;-28;223;418;8242500;7810865;;;62,73 %;7338;11192;78341;59,44 %;9974;14575;102024;;;;;;;;;907458;3157;60,98 %;855297;2509;57,47 %;;;0,00 %;;;;275;2,09;183;;;22,92 %;30,50 %;;;603;4,59;1,08;603;100,0 %;68;589;68;589
2021-09-07;Tue, 7;80639;2727;77940;1282;339;;339;0;0,3 %;169;170;3;5;1783;1785;131,47 %;119,8;119,9;51,8;-1329;-957;-733;11;6,51 %;38470;2504;30671;93;0;46;139;23;68,0;1,05;1,10;0 %;9,7 %;4,8 %;443;80667;-28;158;364;8259253;7833588;;;62,85 %;16753;11374;79617;59,62 %;22723;14982;104876;;;;;;;;;909508;2050;61,11 %;856952;1655;57,58 %;;;0,00 %;;;;305;2,32;207;;;25,42 %;34,50 %;;;625;4,76;1,09;625;100,0 %;94;613;94;613
2021-09-08;Wed, 8;80975;2863;78141;1284;336;;337;-1;9,8 %;136;201;2;7;1812;1815;110,34 %;121,8;122,0;58,0;-1330;-958;-734;10;5,69 %;37212;2117;30994;94;1;47;142;31;63,8;1,02;1,08;2 %;7,7 %;3,9 %;401;81004;-29;130;314;8277269;7852514;;;62,99 %;18016;12047;84332;59,76 %;18926;14925;104478;;;;;;;;;910943;1435;61,21 %;858451;1499;57,68 %;;;0,00 %;;;;334;2,54;213;;;27,83 %;35,50 %;;;638;4,86;1,11;638;100,0 %;100;644;100;644
2021-09-09;Thu, 9;81254;3022;78261;1285;279;;279;0;-16,7 %;159;120;1;8;1757;1759;102,74 %;118,1;118,2;58,3;-1357;-985;-761;-17;5,55 %;36368;2018;31236;101;2;49;152;41;59,8;0,98;1,04;-3 %;0,5 %;3,3 %;294;81283;-29;9;258;8292364;7870565;;;63,11 %;15095;12076;84533;59,90 %;18051;14848;103933;;;;;;;;;912784;1841;61,33 %;860244;1793;57,80 %;;;0,00 %;;;;335;2,55;213;;;27,92 %;35,50 %;;;635;4,83;1,12;635;100,0 %;87;627;87;627
2021-09-10;Fri, 10;81508;2997;78540;1286;254;;254;0;0,4 %;-25;279;1;9;1758;1760;94,89 %;118,1;118,3;60,7;-1403;-1031;-807;-63;5,39 %;40434;2179;31720;101;2;49;152;41;57,4;0,98;1,02;0 %;-4,0 %;3,2 %;200;81537;-29;-73;178;8303839;7885244;;;63,19 %;11475;12021;84147;60,01 %;14679;14866;104061;;;;;;;;;915131;2347;61,49 %;862597;2353;57,96 %;;;0,00 %;;;;323;2,46;222;;;26,92 %;37,00 %;;;627;4,77;1,12;627;100,0 %;90;620;90;620
2021-09-11;Sat, 11;81729;2881;78878;1286;221;;222;-1;6,7 %;-116;338;0;9;1771;1774;101,01 %;119,0;119,2;59,3;-1504;-1132;-908;-164;5,12 %;19464;997;32065;101;2;49;152;41;59,7;0,98;1,00;1 %;-3,6 %;3,3 %;147;81759;-30;-66;108;8315314;7899924;;;63,28 %;11475;11966;83760;60,12 %;14680;14884;104189;;;;;;;;;915131;0;61,49 %;862597;0;57,96 %;;;0,00 %;;;;297;2,26;237;;;24,75 %;39,50 %;;;643;4,89;1,08;643;100,0 %;85;595;85;595
2021-09-12;Sun, 12;81871;2716;79185;1286;142;;142;0;18,3 %;-165;307;0;9;1793;1796;87,42 %;120,5;120,7;64,4;-1424;-1052;-828;-84;4,72 %;18041;852;32799;99;2;61;162;45;56,1;0,98;0,99;1 %;-2,4 %;3,7 %;111;81901;-30;-44;48;8319682;7905554;;;63,31 %;4368;12074;84520;60,16 %;5630;14952;104663;;;;;;;;;915131;0;61,49 %;862597;0;57,96 %;;;0,00 %;;;;295;2,25;238;;;24,58 %;39,67 %;;;655;4,98;1,05;655;100,0 %;78;602;78;602
2021-09-13;Mon, 13;82098;2609;79520;1287;227;;228;-1;2,2 %;-107;335;1;8;1798;1801;83,89 %;120,8;121,0;65,8;-1312;-940;-716;28;4,78 %;49856;2383;34264;92;4;60;156;15;55,0;1,00;0,99;0 %;1,0 %;4,9 %;51;82129;-31;17;19;8329071;7917617;;;63,39 %;9389;12367;86571;60,25 %;12063;15250;106752;;;;;;;;;918869;3738;61,74 %;864547;1950;58,09 %;;;0,00 %;;;;299;2,28;244;;;24,92 %;40,67 %;;;647;4,92;1,04;647;100,0 %;71;605;71;605
2021-09-14;Tue, 14;82541;2800;79773;1290;443;;444;-1;31,0 %;191;253;3;8;1902;1906;99,22 %;127,8;128,1;64,3;-1419;-1047;-823;-79;6,92 %;39857;2758;34462;91;2;61;154;15;63,5;1,02;1,00;6 %;6,8 %;6,4 %;73;82573;-32;121;13;8342378;7933506;;;63,49 %;13307;11875;83125;60,38 %;15889;14274;99918;;;;;;;;;920936;2067;61,88 %;866194;1647;58,20 %;;;0,00 %;;;;299;2,28;250;;;24,92 %;41,67 %;;;625;4,76;1,04;625;100,0 %;102;613;102;613
2021-09-15;Wed, 15;82914;2966;79981;1294;373;;374;-1;11,0 %;166;208;4;10;1939;1943;110,31 %;130,3;130,6;62,1;-1514;-1142;-918;-174;6,14 %;35436;2176;34208;83;3;59;145;3;68,2;1,05;1,02;2 %;7,1 %;7,5 %;103;82947;-33;128;13;8359747;7954977;;;63,62 %;17369;11783;82478;60,54 %;21471;14638;102463;;;;;;;;;922664;1728;62,00 %;867364;1170;58,28 %;;;0,00 %;;;;298;2,27;269;;;24,83 %;44,83 %;;;617;4,70;1,06;617;100,0 %;94;607;94;607
2021-09-16;Thu, 16;83214;3147;80101;1298;300;;301;-1;7,9 %;181;120;4;13;1960;1965;49,66 %;131,7;132,0;88,2;-1561;-1189;-965;-221;5,83 %;37282;2174;34339;83;3;60;146;-6;43,5;1,07;1,04;1 %;11,7 %;8,6 %;125;83248;-34;206;41;8374576;7972969;;;63,73 %;14829;11745;82212;60,68 %;17992;14629;102404;;;;;;;;;924467;1803;62,12 %;869086;1722;58,40 %;;;0,00 %;;;;307;2,34;266;;;25,58 %;44,33 %;;;615;4,68;1,07;615;100,0 %;70;590;70;590
2021-09-17;Fri, 17;83504;3217;80324;1301;290;;293;-3;15,4 %;70;223;3;15;1996;2004;45,62 %;134,1;134,7;92,5;-1630;-1258;-1034;-290;5,49 %;38578;2118;34073;83;3;60;146;-6;41,6;1,10;1,06;2 %;13,9 %;9,1 %;220;83541;-37;244;87;8386057;7988369;;;63,82 %;11481;11745;82218;60,79 %;15400;14732;103125;;;;;;;;;926800;2333;62,28 %;870810;1724;58,51 %;;;0,00 %;;;;291;2,21;266;;;24,25 %;44,33 %;;;579;4,41;1,07;579;100,0 %;96;596;96;596
2021-09-18;Sat, 18;83687;3061;80663;1301;183;;183;0;-17,6 %;-156;339;0;15;1958;1965;44,26 %;131,6;132,0;91,5;-1674;-1302;-1078;-334;5,29 %;17388;920;33777;83;3;60;146;-6;40,1;1,08;1,06;-2 %;10,8 %;9,1 %;180;83724;-37;191;123;8397539;8003769;;;63,91 %;11482;11746;82225;60,91 %;15400;14835;103845;;;;;;;;;926800;0;62,28 %;870810;0;58,51 %;;;0,00 %;;;;277;2,11;280;;;23,08 %;46,67 %;;;559;4,25;1,03;559;100,0 %;76;587;76;587
2021-09-19;Sun, 19;83793;2829;81000;1303;106;;105;1;-26,1 %;-232;337;2;17;1922;1928;34,86 %;129,1;129,6;96,1;-1552;-1180;-956;-212;4,60 %;13362;615;33108;85;3;62;150;-12;33,0;1,06;1,06;-2 %;7,3 %;8,2 %;113;83829;-36;132;148;8401351;8008455;;;63,94 %;3812;11667;81669;60,95 %;4686;14700;102901;;;;;;;;;926800;0;62,28 %;870810;0;58,51 %;;;0,00 %;;;;261;1,99;291;;;21,75 %;48,50 %;;;544;4,14;1,00;544;100,0 %;67;576;67;576
2021-09-20;Mon, 20;84073;2829;81279;1307;280;;279;1;22,4 %;0;279;4;20;1975;1979;31,03 %;132,7;133,0;101,5;-1387;-1015;-791;-47;5,60 %;43175;2418;32154;93;2;60;155;-1;31,2;1,03;1,06;3 %;9,9 %;5,5 %;220;84108;-35;178;171;8409980;8021507;;;64,00 %;8629;11558;80909;61,05 %;13052;14841;103890;;;;;;;;;930890;4090;62,55 %;872793;1983;58,65 %;;;0,00 %;;;;259;1,97;288;;;21,58 %;48,00 %;;;531;4,04;0,98;531;100,0 %;53;558;53;558
2021-09-21;Tue, 21;84388;2890;81533;1309;315;;315;0;-29,1 %;61;254;2;19;1847;1850;29,34 %;124,1;124,3;96,1;-1327;-955;-731;13;5,68 %;42484;2413;32529;99;2;58;159;5;28,0;0,99;1,03;-7 %;-2,9 %;2,9 %;90;84423;-35;-56;146;8422696;8036853;;;64,10 %;12716;11474;80318;61,16 %;15346;14764;103347;;;;;;;;;933007;2117;62,69 %;874315;1522;58,75 %;;;0,00 %;;;;266;2,02;285;;;22,17 %;47,50 %;;;504;3,84;0,98;504;100,0 %;79;535;79;535
2021-09-22;Wed, 22;84676;2957;81755;1311;288;;289;-1;-22,7 %;67;222;2;17;1762;1765;36,95 %;118,4;118,6;86,6;-1314;-942;-718;26;4,94 %;40258;1989;33218;97;2;55;154;9;31,8;0,95;1,01;-5 %;-9,2 %;1,1 %;-9;84712;-36;-178;102;8436070;8053678;;;64,20 %;13374;10903;76323;61,29 %;16825;14100;98701;;;;;;;;;934541;1534;62,80 %;875575;1260;58,83 %;;;0,00 %;;;;236;1,80;269;;;19,67 %;44,83 %;;;492;3,74;0,98;492;100,0 %;70;511;70;511
2021-09-23;Thu, 23;84951;3090;81897;1314;275;;275;0;-8,6 %;133;142;3;16;1737;1739;14,38 %;116,7;116,9;102,2;-1297;-925;-701;43;4,70 %;36218;1702;33066;90;2;54;146;0;14,5;0,93;0,98;-1 %;-11,5 %;-0,8 %;-57;84987;-36;-226;41;8449919;8070012;;;64,31 %;13849;10763;75343;61,41 %;16334;13863;97043;;;;;;;;;936832;2291;62,95 %;877213;1638;58,94 %;;;0,00 %;;;;242;1,84;265;;;20,17 %;44,17 %;;;482;3,67;0,99;482;100,0 %;74;515;74;515
2021-09-24;Fri, 24;85169;3080;82125;1315;218;;218;0;-25,6 %;-10;228;1;14;1665;1664;35,19 %;111,9;111,8;82,7;-1332;-960;-736;8;5,44 %;39602;2154;33212;90;2;54;146;0;29,2;0,89;0,94;-4 %;-17,0 %;-2,2 %;-137;85205;-36;-340;-43;8459684;8084595;;;64,38 %;9765;10518;73627;61,53 %;14583;13747;96226;;;;;;;;;938810;1978;63,08 %;878650;1437;59,04 %;;;0,00 %;;;;213;1,62;272;;;17,75 %;45,33 %;;;496;3,77;1,00;496;100,0 %;70;489;70;489
2021-09-25;Sat, 25;85333;2800;82569;1315;164;;164;0;-10,4 %;-280;444;0;14;1646;1645;16,68 %;110,6;110,5;94,7;-1391;-1019;-795;-51;5,24 %;17518;918;33231;90;2;54;146;0;15,9;0,88;0,92;-1 %;-16,3 %;-3,1 %;-261;85369;-36;-320;-116;8469450;8099178;;;64,45 %;9766;10273;71911;61,64 %;14583;13630;95409;;;;;;;;;938810;0;63,08 %;878650;0;59,04 %;;;0,00 %;;;;209;1,59;273;;;17,42 %;45,50 %;;;474;3,61;0,97;474;100,0 %;74;487;74;487
2021-09-26;Sun, 26;85472;2565;82943;1317;139;;139;0;32,4 %;-235;374;2;14;1679;1679;11,57 %;112,8;112,8;101,1;-1251;-879;-655;89;5,17 %;13513;699;33253;87;0;54;141;-9;11,7;0,89;0,92;2 %;-12,9 %;-3,2 %;-264;85508;-36;-249;-170;8471931;8103174;;;64,47 %;2481;10083;70580;61,67 %;3996;13531;94719;;;;;;;;;938810;0;63,08 %;878650;0;59,04 %;;;0,00 %;;;;199;1,51;267;;;16,58 %;44,50 %;;;471;3,58;0,95;471;100,0 %;69;489;69;489
2021-09-27;Mon, 27;85749;2540;83244;1317;277;;276;1;-1,1 %;-25;301;0;10;1676;1676;20,30 %;112,6;112,6;93,6;-1213;-841;-617;127;5,71 %;56546;3229;35163;90;0;53;143;-12;19,0;0,91;0,91;-0 %;-15,3 %;-1,0 %;-289;85784;-35;-303;-239;8479503;8114563;;;64,53 %;7572;9932;69523;61,75 %;11389;13294;93056;;;;;;;;;942361;3551;63,32 %;880616;1966;59,17 %;;;0,00 %;;;;218;1,66;269;;;18,17 %;44,83 %;;;490;3,73;0,94;490;100,0 %;61;497;61;497
2021-09-28;Tue, 28;86128;2626;83537;1317;379;;379;0;20,3 %;86;293;0;8;1740;1740;25,83 %;116,9;116,9;92,9;-1302;-930;-706;38;5,51 %;47967;2643;35946;87;1;53;141;-18;24,0;0,96;0,92;4 %;-5,9 %;1,2 %;-264;86163;-35;-110;-247;8490401;8129829;;;64,61 %;10898;9672;67705;61,87 %;15266;13282;92976;;;;;;;;;943946;1585;63,52 %;881671;1055;59,24 %;;;0,00 %;;;;261;1,99;252;;;21,75 %;42,00 %;;;548;4,17;0,95;548;100,0 %;124;542;124;542
2021-09-29;Wed, 29;86400;2714;83720;1319;272;;271;1;-6,2 %;88;183;2;8;1724;1722;30,00 %;115,8;115,7;89,0;-1299;-927;-703;41;5,18 %;43215;2239;36368;98;1;50;149;-5;26,8;1,00;0,94;-1 %;-2,4 %;3,0 %;-243;86434;-34;-43;-227;8501083;8145219;;;64,70 %;10682;9288;65013;61,99 %;15390;13077;91541;;;;;;;;;945263;1317;63,52 %;882445;774;59,30 %;;;0,00 %;;;;263;2,00;259;;;21,92 %;43,17 %;;;537;4,09;0,99;537;100,0 %;84;556;84;556
2021-09-30;Thu, 30;86645;2854;83825;1320;245;;245;0;-10,9 %;140;105;1;6;1694;1692;26,90 %;113,8;113,7;89,6;-1325;-953;-729;15;4,76 %;44864;2136;37604;90;1;50;141;-5;24,2;1,02;0,96;-2 %;-2,7 %;5,5 %;-236;86679;-34;-47;-202;8513208;8162804;;;64,79 %;12125;9041;63289;62,12 %;17585;13256;92792;;;;;;;;;946794;1531;63,62 %;884044;1599;59,40 %;;;0,00 %;;;;276;2,10;264;;;23,00 %;44,00 %;;;528;4,02;1,03;528;100,0 %;88;570;88;570
2021-10-01;Fri, 1;86925;2856;84104;1320;280;;281;-1;28,9 %;2;279;0;5;1756;1755;35,52 %;118,0;117,9;87,0;-1441;-1069;-845;-101;4,44 %;45971;2041;38513;90;1;50;141;-5;31,0;1,04;0,99;4 %;5,5 %;8,2 %;-224;86960;-35;91;-140;8519814;8172698;;;64,84 %;6606;8590;60130;62,20 %;9894;12586;88103;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;288;2,19;259;;;24,00 %;43,17 %;;;543;4,13;1,05;543;100,0 %;69;569;69;569
2021-10-02;Sat, 2;87096;2712;84420;1320;171;;172;-1;4,9 %;-144;316;0;5;1763;1763;39,91 %;118,5;118,5;84,7;-1474;-1102;-878;-134;5,26 %;19169;1008;38749;90;1;50;141;-5;33,8;1,03;1,01;0 %;7,2 %;10,9 %;-88;87132;-36;118;-78;8526420;8182592;;;64,89 %;6606;8139;56970;62,27 %;9894;11916;83414;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;271;2,06;256;;;22,58 %;42,67 %;;;548;4,17;1,05;548;100,0 %;87;582;87;582
2021-10-03;Sun, 3;87228;2556;84709;1320;132;;133;-1;-4,3 %;-156;289;0;3;1756;1757;37,81 %;118,0;118,1;85,7;-1331;-959;-735;9;4,84 %;14188;687;38846;85;1;49;135;-6;32,3;1,02;1,02;-0 %;4,6 %;13,2 %;-9;87265;-37;78;-31;8528242;8185345;;;64,90 %;1822;8044;56311;62,29 %;2753;11739;82171;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;257;1,96;256;857;29,99 %;21,42 %;42,67 %;;29,87 %;546;4,16;1,04;546;100,0 %;73;586;73;586
2021-10-04;Mon, 4;87461;2517;84984;1321;233;;236;-3;-14,5 %;-39;275;1;4;1712;1717;35,92 %;115,0;115,4;84,9;-1186;-814;-590;154;5,28 %;47135;2489;37501;93;1;50;144;1;30,1;1,02;1,03;-2 %;2,4 %;12,8 %;-23;87501;-40;41;18;8534279;8193873;;;64,95 %;6037;7825;54776;62,36 %;8528;11330;79310;;;;;;;;;952000;5206;63,97 %;886701;2657;59,58 %;;;0,00 %;;;;280;2,13;253;907;30,87 %;23,33 %;42,17 %;;27,89 %;521;3,96;1,04;521;100,0 %;67;592;67;592
