Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D;LMU Hosp Nowcast;7D
2021-10-05;Tue, 5;87779;2619;85202;1328;318;;320;-2;-15,6 %;102;218;7;11;1651;1658;39,60 %;110,9;111,4;79,8;-1236;-864;-640;104;5,32 %;47784;2542;37475;80;1;48;129;-12;31,1;1,00;1,01;-3 %;-4,7 %;11,8 %;-7;87821;-42;-82;22;8544168;8208638;;;65,02 %;9889;7681;53767;62,47 %;14765;11258;78809;;;;;;;;;953529;1529;64,07 %;887962;1261;59,67 %;;;0,00 %;;;;253;1,93;246;867;29,18 %;21,08 %;41,00 %;;28,37 %;478;3,64;1,04;478;100,0 %;94;562;94;562
2021-10-06;Wed, 6;88072;2751;85366;1332;293;;296;-3;9,2 %;132;164;4;13;1672;1683;29,85 %;112,4;113,1;87,1;-1286;-914;-690;54;5,10 %;45778;2335;37841;85;0;46;131;-18;25,3;0,98;1,00;2 %;-2,3 %;10,9 %;37;88117;-45;-39;23;8556002;8224140;;;65,11 %;11834;7846;54919;62,59 %;15502;11274;78921;;;;;;;;;954899;1370;64,16 %;888938;976;59,73 %;;;0,00 %;;;;261;1,99;242;854;30,56 %;21,75 %;40,33 %;;28,34 %;484;3,68;1,06;484;100,0 %;89;567;89;567
2021-10-07;Thu, 7;88361;2903;85505;1334;289;;291;-2;18,8 %;152;139;2;14;1716;1729;15,28 %;115,3;116,2;100,8;-1297;-925;-701;43;4,15 %;49832;2068;38551;90;0;45;135;-6;14,5;0,97;1,00;3 %;2,2 %;9,3 %;49;88408;-47;37;35;8567505;8240064;;;65,20 %;11503;7757;54297;62,71 %;15924;11037;77260;;;;;;;;;956393;1494;64,26 %;890352;1414;59,83 %;;;0,00 %;;;;264;2,01;244;857;30,81 %;22,00 %;40,67 %;;28,47 %;498;3,79;1,08;498;100,0 %;72;551;72;551
2021-10-08;Fri, 8;88588;2853;85781;1334;227;;226;1;-19,6 %;-50;276;0;14;1663;1674;16,58 %;111,7;112,5;96,5;-1354;-982;-758;-14;4,34 %;51039;2215;39275;90;0;45;135;-6;15,2;0,96;0,99;-3 %;-4,6 %;7,3 %;-3;88634;-46;-81;10;8574994;8251810;;;65,26 %;7489;7883;55180;62,80 %;11746;11302;79112;;;;;;;;;958150;1757;64,38 %;891872;1520;59,93 %;;;0,00 %;;;;255;1,94;254;851;29,96 %;21,25 %;42,33 %;;29,85 %;495;3,77;1,07;495;100,0 %;70;552;70;552
2021-10-09;Sat, 9;88777;2664;86160;1334;189;;190;-1;10,5 %;-189;379;0;14;1681;1692;16,02 %;113,0;113,7;98,0;-1409;-1037;-813;-69;4,83 %;23279;1124;39862;90;0;45;135;-6;15,0;0,98;0,99;1 %;-4,0 %;5,4 %;-48;88824;-47;-71;-17;8582483;8263556;;;65,31 %;7489;8009;56063;62,89 %;11746;11566;80964;;;;;;;;;958150;0;64,38 %;891872;0;59,93 %;;;0,00 %;;;;236;1,80;251;881;26,79 %;19,67 %;41,83 %;;28,49 %;503;3,83;1,04;503;100,0 %;85;550;85;550
2021-10-10;Sun, 10;88869;2485;86431;1334;92;;92;0;-30,8 %;-179;271;0;14;1641;1651;9,48 %;110,3;110,9;101,3;-1266;-894;-670;74;3,73 %;12607;470;39636;94;0;52;146;11;9,0;0,99;0,98;-2 %;-6,0 %;3,4 %;-71;88916;-47;-106;-43;8584319;8266007;;;65,33 %;1836;8011;56077;62,91 %;2451;11523;80662;;;;;;;;;958150;0;64,38 %;891872;0;59,93 %;;;0,00 %;;;;232;1,77;261;932;24,89 %;19,33 %;43,50 %;8,75 %;28,00 %;513;3,90;1,01;513;100,0 %;67;544;67;544
2021-10-11;Mon, 11;89033;2404;86676;1342;164;;164;0;-30,5 %;-81;245;8;21;1572;1579;16,59 %;105,6;106,1;91,0;-1110;-738;-514;230;6,20 %;43528;2699;39121;90;2;47;139;-5;14,6;0,97;0,97;-4 %;-8,0 %;3,1 %;-113;89080;-47;-138;-69;8590045;8274718;;;65,37 %;5726;7967;55766;62,97 %;8711;11549;80845;;;;;;;;;960622;2472;64,55 %;893860;1988;60,06 %;;;0,00 %;;;;262;1,99;265;936;27,99 %;21,83 %;44,17 %;3,20 %;28,31 %;523;3,98;1,01;523;100,0 %;60;537;60;537
2021-10-12;Tue, 12;89392;2483;86957;1344;359;;360;-1;12,5 %;79;281;2;16;1613;1619;26,51 %;108,4;108,8;86,0;-1173;-801;-577;167;6,49 %;44743;2904;38687;91;1;44;136;7;22,4;0,97;0,97;3 %;-2,4 %;3,0 %;-136;89440;-48;-39;-62;8599664;8289535;;;65,45 %;9619;7928;55496;63,09 %;14817;11557;80897;;;;;;;;;962086;1464;64,65 %;895287;1427;60,16 %;;;0,00 %;;;;285;2,17;262;922;30,91 %;23,75 %;43,67 %;6,34 %;28,42 %;528;4,02;1,04;528;100,0 %;101;544;101;544
2021-10-13;Wed, 13;89726;2644;87129;1346;334;;333;1;12,5 %;161;172;2;14;1654;1656;21,11 %;111,1;111,3;91,9;-1217;-845;-621;123;6,22 %;41290;2568;38045;83;2;44;129;-2;19,2;0,96;0,97;2 %;-1,6 %;2,5 %;-107;89773;-47;-27;-61;8609759;8304126;;;65,52 %;10095;7680;53757;63,20 %;14591;11427;79986;;;;;;;;;962478;392;64,67 %;895929;642;60,20 %;;;0,00 %;;;;275;2,09;260;918;29,96 %;22,92 %;43,33 %;7,49 %;28,32 %;551;4,19;1,07;551;100,0 %;102;557;102;557
2021-10-14;Thu, 14;90053;2839;87262;1348;327;;328;-1;12,7 %;195;133;2;14;1692;1693;30,06 %;113,7;113,8;87,5;-1317;-945;-721;23;6,84 %;38796;2654;36469;74;2;43;119;-16;26,2;0,97;0,98;2 %;-2,1 %;1,4 %;-64;90101;-48;-36;-71;8620326;8319788;;;65,60 %;10567;7546;52821;63,32 %;15662;11389;79724;;;;;;;;;963375;897;64,73 %;898612;2683;60,38 %;;;0,00 %;;;;289;2,20;257;911;31,72 %;24,08 %;42,83 %;6,30 %;28,21 %;582;4,43;1,10;582;100,0 %;110;595;110;595
2021-10-15;Fri, 15;90447;3000;87498;1348;394;;397;-3;75,7 %;161;236;0;14;1859;1864;40,00 %;124,9;125,3;89,5;-1522;-1150;-926;-182;8,60 %;36406;3131;34378;74;2;43;119;-16;35,4;1,04;1,01;10 %;11,4 %;-0,8 %;147;90498;-51;190;-32;8627488;8331548;;;65,66 %;7162;7499;52494;63,41 %;11760;11391;79738;;;;;;;;;964523;1148;64,81 %;900844;2232;60,53 %;;;0,00 %;;;;275;2,09;255;910;30,22 %;22,92 %;42,50 %;6,93 %;28,02 %;593;4,51;1,12;593;100,0 %;108;633;108;633
2021-10-16;Sat, 16;90692;2926;87818;1348;245;;246;-1;29,5 %;-74;320;0;14;1915;1920;41,60 %;128,7;129,0;91,1;-1678;-1306;-1082;-338;9,66 %;13830;1336;33029;74;2;43;119;-16;37,6;1,09;1,03;3 %;13,5 %;-3,7 %;262;90744;-52;228;10;8634651;8343309;;;65,71 %;7163;7453;52168;63,49 %;11761;11393;79753;;;;;;;;;964523;0;64,81 %;900844;0;60,53 %;;;0,00 %;;;;273;2,08;261;921;29,64 %;22,75 %;43,50 %;4,54 %;28,34 %;607;4,62;1,10;607;100,0 %;100;648;100;648
2021-10-17;Sun, 17;90825;2762;88114;1349;133;;132;1;43,5 %;-164;296;1;15;1956;1960;38,78 %;131,4;131,7;94,9;-1648;-1276;-1052;-308;7,05 %;10611;748;32743;80;3;45;128;-18;36,5;1,14;1,06;2 %;18,7 %;-6,5 %;277;90876;-51;309;70;8636155;8345157;;;65,72 %;1504;7405;51836;63,51 %;1848;11307;79150;;;;;;;;;964523;0;64,81 %;900844;0;60,53 %;;;0,00 %;;;;262;1,99;263;983;26,65 %;21,83 %;43,83 %;5,47 %;26,75 %;615;4,68;1,10;615;100,0 %;72;653;72;653
2021-10-18;Mon, 18;91176;2824;88405;1352;351;;353;-2;115,2 %;62;291;3;10;2143;2149;31,87 %;144,0;144,4;109,5;-1638;-1266;-1042;-298;8,40 %;48615;4084;33470;97;2;42;141;2;34,5;1,21;1,11;10 %;36,1 %;-9,2 %;420;91229;-53;570;171;8641399;8353014;;;65,76 %;5244;7336;51354;63,57 %;7857;11185;78296;;;;;;;;;966221;1698;64,93 %;903387;2543;60,70 %;;;0,00 %;;;;328;2,50;261;1030;31,84 %;27,33 %;43,50 %;10,04 %;25,34 %;662;5,04;1,13;662;100,0 %;102;695;102;695
2021-10-19;Tue, 19;91772;3196;88631;1353;596;;598;-2;66,1 %;372;226;1;9;2380;2387;40,70 %;159,9;160,4;114,0;-1903;-1531;-1307;-563;8,73 %;50547;4413;34299;87;5;45;137;1;45,9;1,23;1,16;11 %;47,4 %;-11,2 %;713;91827;-55;768;286;8650762;8366798;;;65,83 %;9363;7300;51098;63,67 %;13784;11038;77263;;;;;;;;;967375;1154;65,00 %;905197;1810;60,82 %;;;0,00 %;;;;367;2,79;270;1057;34,72 %;30,58 %;45,00 %;14,64 %;25,54 %;753;5,73;1,18;753;100,0 %;127;721;127;721
2021-10-20;Wed, 20;92195;3431;88821;1354;423;;425;-2;27,6 %;235;190;1;8;2469;2479;47,70 %;165,9;166,6;112,8;-2000;-1628;-1404;-660;8,88 %;47386;4208;35170;98;4;47;149;20;53,1;1,26;1,21;4 %;49,7 %;-12,3 %;787;92252;-57;823;407;8659725;8380227;;;65,90 %;8963;7138;49966;63,78 %;13429;10872;76101;;;;;;;;;968523;1148;65,08 %;905904;707;60,87 %;;;0,00 %;;;;376;2,86;285;1112;33,81 %;31,33 %;47,50 %;21,13 %;25,63 %;811;6,17;1,23;811;100,0 %;153;772;153;772
2021-10-21;Thu, 21;92718;3861;88913;1358;523;;522;1;59,1 %;430;92;4;10;2665;2673;48,80 %;179,1;179,6;120,7;-2128;-1756;-1532;-788;9,57 %;42040;4023;35634;94;2;49;145;26;58,4;1,30;1,26;8 %;57,9 %;-11,9 %;1022;92774;-56;980;553;8669190;8394679;;;65,97 %;9465;6981;48864;63,89 %;14452;10699;74891;;;;;;;;;969613;1090;65,15 %;907684;1780;60,99 %;;;0,00 %;;;;395;3,01;305;1164;33,93 %;32,92 %;50,83 %;27,77 %;26,20 %;846;6,44;1,28;846;100,0 %;141;803;141;803
2021-10-22;Fri, 22;93227;4209;89077;1358;509;;512;-3;29,0 %;348;164;0;10;2780;2788;64,88 %;186,8;187,3;113,6;-2390;-2018;-1794;-1050;10,91 %;42175;4601;36458;94;2;49;145;26;73,2;1,31;1,27;4 %;49,6 %;-9,5 %;1209;93286;-59;924;657;8676514;8406229;;;66,03 %;7324;7004;49026;63,97 %;11550;10669;74681;;;;;;;;;970531;918;65,22 %;909066;1382;61,08 %;;;0,00 %;;;;419;3,19;320;1187;35,30 %;34,92 %;53,33 %;30,44 %;26,96 %;904;6,88;1,31;904;100,0 %;137;832;137;832
2021-10-23;Sat, 23;93583;4206;89437;1358;356;;357;-1;45,1 %;-3;360;0;10;2891;2899;68,51 %;194,3;194,8;115,6;-2617;-2245;-2021;-1277;13,13 %;15302;2009;36668;94;2;49;145;26;78,7;1,29;1,27;4 %;51,0 %;-5,8 %;1280;93643;-60;979;765;8683839;8417780;;;66,09 %;7325;7027;49188;64,06 %;11551;10639;74471;;;;;;;;;970531;0;65,22 %;909066;0;61,08 %;;;0,00 %;;;;403;3,07;326;1236;32,61 %;33,58 %;54,33 %;34,20 %;26,38 %;943;7,18;1,30;943;100,0 %;159;891;159;891
2021-10-24;Sun, 24;93760;4049;89770;1359;177;;176;1;33,3 %;-157;333;1;10;2935;2943;71,11 %;197,2;197,8;115,6;-2442;-2070;-1846;-1102;8,63 %;11340;979;36772;93;4;46;143;15;81,6;1,26;1,27;2 %;50,2 %;-1,6 %;1287;93819;-59;983;861;8685116;8419917;;;66,10 %;1277;6994;48961;64,08 %;2137;10680;74760;;;;;;;;;970531;0;65,22 %;909066;0;61,08 %;;;0,00 %;;;;397;3,02;339;1356;29,28 %;33,08 %;56,50 %;37,95 %;25,00 %;977;7,44;1,28;977;100,0 %;108;927;108;927
2021-10-25;Mon, 25;94215;4178;90098;1360;455;;457;-2;29,5 %;129;328;1;8;3039;3047;117,07 %;204,2;204,7;94,3;-2298;-1926;-1702;-958;10,87 %;53868;5855;37523;104;3;47;154;13;109,9;1,21;1,25;4 %;41,8 %;2,3 %;1354;94276;-61;898;908;8690064;8427149;236738;;66,13 %;4948;6952;48665;64,13 %;7232;10591;74135;1,80 %;;;;;;;;972197;1666;65,33 %;911806;2740;61,27 %;;;0,00 %;;;;426;3,24;352;1449;29,40 %;35,50 %;58,67 %;40,68 %;24,29 %;992;7,55;1,27;992;100,0 %;115;940;115;940
2021-10-26;Tue, 26;94972;4542;90495;1365;757;;761;-4;27,3 %;364;397;5;12;3200;3210;72,56 %;215,0;215,7;125,0;-2632;-2260;-2036;-1292;11,59 %;62187;7207;39185;117;4;42;163;26;90,0;1,17;1,23;5 %;34,5 %;6,2 %;1346;95037;-65;823;916;8697772;8439240;244286;;66,19 %;7708;6716;47010;64,22 %;12091;10349;72442;1,86 %;7548;1078;;;;;;973051;854;65,38 %;913314;1508;61,37 %;;;0,00 %;;;;422;3,21;360;1504;28,06 %;35,17 %;60,00 %;42,29 %;23,94 %;1023;7,79;1,29;1023;100,0 %;193;1006;193;1006
2021-10-27;Wed, 27;95523;4848;90741;1371;551;;552;-1;29,9 %;306;246;6;17;3328;3337;59,91 %;223,6;224,2;140,2;-2665;-2293;-2069;-1325;10,97 %;53262;5843;40025;118;4;45;167;18;83,4;1,16;1,21;4 %;34,6 %;9,5 %;1417;95589;-66;858;921;8705806;8451845;259528;;66,25 %;8034;6583;46081;64,32 %;12605;10231;71618;1,98 %;15242;3256;;;;;;973609;558;65,42 %;914252;938;61,43 %;;;0,00 %;;;;448;3,41;368;1567;28,59 %;37,33 %;61,33 %;40,92 %;23,48 %;1064;8,10;1,31;1064;100,0 %;186;1039;186;1039
2021-10-28;Thu, 28;96100;5296;90873;1373;577;;580;-3;11,1 %;448;132;2;15;3382;3395;57,09 %;227,3;228,1;145,2;-2731;-2359;-2135;-1391;11,25 %;51706;5817;41406;126;4;44;174;29;82,1;1,15;1,18;2 %;27,0 %;12,3 %;1435;96169;-69;722;884;8714884;8471141;275810;;66,32 %;9078;6528;45694;64,47 %;19296;10923;76462;2,10 %;16282;5582;;;;;;974584;975;65,49 %;915944;1692;61,55 %;;;0,00 %;;;;478;3,64;387;1610;29,69 %;39,83 %;64,50 %;38,32 %;24,04 %;1132;8,61;1,32;1132;100,0 %;165;1063;165;1063
2021-10-29;Fri, 29;96758;5602;91226;1374;658;;659;-1;28,7 %;306;353;1;16;3531;3542;66,09 %;237,3;238,0;143,3;-3035;-2663;-2439;-1695;13,53 %;44362;6002;41718;126;4;44;174;29;94,0;1,15;1,16;4 %;27,0 %;13,5 %;1393;96828;-70;754;860;8719769;8478293;294776;;66,36 %;4885;6179;43255;64,52 %;7152;10295;72064;2,24 %;18966;8291;;;;;;975086;502;65,52 %;916903;959;61,61 %;;;0,00 %;;;;483;3,68;401;1641;29,43 %;40,25 %;66,83 %;38,25 %;24,44 %;1182;9,00;1,32;1182;100,0 %;205;1131;205;1131
2021-10-30;Sat, 30;97057;5302;91823;1376;299;;297;2;-16,8 %;-300;597;2;18;3474;3482;71,18 %;233,4;234,0;136,7;-3159;-2787;-2563;-1819;15,40 %;19353;2980;42297;126;4;44;174;29;96,7;1,14;1,15;-2 %;20,1 %;14,1 %;1096;97125;-68;583;803;8724654;8485805;310106;;66,40 %;4885;5831;40815;64,58 %;7512;9718;68025;2,36 %;15330;10481;;;;;;975814;728;65,57 %;917968;1065;61,68 %;;;0,00 %;;;;481;3,66;421;1692;28,43 %;40,08 %;70,17 %;36,89 %;24,88 %;1245;9,47;1,27;1245;100,0 %;257;1229;257;1229
2021-10-31;Sun, 31;97306;5126;92248;1377;249;;249;0;41,5 %;-176;425;1;18;3546;3555;70,89 %;238,3;238,9;139,8;-2949;-2577;-2353;-1609;13,79 %;10992;1516;42247;126;4;44;174;31;98,5;1,11;1,13;2 %;20,8 %;14,5 %;1077;97374;-68;612;750;8729539;8492598;314038;;66,43 %;4885;6346;44423;64,63 %;6793;10383;72681;2,39 %;3932;11043;;;;;;976542;728;65,62 %;919033;1065;61,75 %;25280;;1,70 %;;;;492;3,74;439;1823;26,99 %;41,00 %;73,17 %;34,44 %;24,08 %;1301;9,90;1,22;1301;100,0 %;193;1314;193;1314
2021-11-01;Mon, 1;97631;4930;92770;1379;325;;326;-1;-28,7 %;-196;522;2;19;3416;3424;74,85 %;229,5;230,1;131,6;-2513;-2141;-1917;-1173;14,08 %;17054;2401;36988;141;2;56;199;45;97,9;1,08;1,11;-4 %;12,4 %;12,4 %;752;97700;-69;377;676;8730410;8493656;315292;;66,44 %;871;5764;40346;64,64 %;1058;9501;66507;2,40 %;1254;11222;78554;;;;;977272;730;65,67 %;920098;1065;61,83 %;25547;267;1,72 %;;;;485;3,69;459;1983;24,46 %;40,42 %;76,50 %;36,85 %;23,15 %;1278;9,73;1,19;1278;100,0 %;183;1382;183;1382
2021-11-02;Tue, 2;98301;5091;93282;1382;670;;673;-3;-11,6 %;161;512;3;17;3329;3336;80,37 %;223,7;224,2;124,3;-2632;-2260;-2036;-1292;15,19 %;53485;8124;35745;145;5;60;210;47;99,4;1,02;1,08;-3 %;3,9 %;8,9 %;549;98373;-72;126;576;8735898;8502148;316595;;66,48 %;5488;5447;38126;64,70 %;8492;8987;62908;2,41 %;1303;10330;72309;;;;;978200;928;65,73 %;921381;1283;61,91 %;27557;2010;1,85 %;;;;531;4,04;488;2144;24,77 %;44,25 %;81,33 %;42,55 %;22,76 %;1308;9,95;1,20;1308;100,0 %;200;1389;200;1389
2021-11-03;Wed, 3;99171;5608;93639;1386;870;;874;-4;58,3 %;517;357;4;15;3648;3658;105,52 %;245,1;245,8;119,6;-2925;-2553;-2329;-1585;16,39 %;61434;10069;36912;145;5;68;218;51;125,5;1,02;1,06;10 %;9,6 %;5,7 %;760;99247;-76;321;499;8744663;8513063;329655;;66,55 %;8765;5551;38857;64,79 %;10915;8745;61218;2,51 %;13060;10018;70127;;;;;978866;666;65,78 %;922323;942;61,98 %;29791;2234;2,00 %;;;;605;4,60;522;2242;26,98 %;50,42 %;87,00 %;43,08 %;23,28 %;1439;10,95;1,22;1439;100,0 %;297;1500;297;1500
2021-11-04;Thu, 4;99593;5855;93815;1390;422;;423;-1;-27,1 %;247;176;4;17;3493;3501;111,60 %;234,7;235,3;111,2;-2692;-2320;-2096;-1352;16,46 %;51634;8499;36902;155;5;71;231;57;123,5;1,00;1,04;-4 %;3,1 %;1,8 %;559;99670;-77;106;411;8754110;8524994;349550;;66,62 %;9447;5604;39226;64,88 %;11931;7693;53853;2,66 %;19895;10534;73740;;;;;979532;666;65,82 %;923265;942;62,04 %;31391;1600;2,11 %;;;;689;5,24;541;2325;29,63 %;57,42 %;90,17 %;44,41 %;23,27 %;1531;11,65;1,24;1531;100,0 %;306;1641;306;1641
2021-11-05;Fri, 5;99836;5641;94272;1393;243;;243;0;-63,1 %;-214;457;3;19;3078;3085;115,04 %;206,8;207,3;96,4;-2639;-2267;-2043;-1299;17,17 %;55278;9491;38461;181;6;74;261;87;110,4;0,97;1,00;-12 %;-12,9 %;-1,4 %;39;99913;-77;-457;238;8761924;8533656;372304;;66,68 %;7814;6022;42155;64,94 %;8662;7909;55363;2,83 %;22754;11075;77528;;;;;980198;666;65,86 %;924207;942;62,10 %;32991;1600;2,22 %;;;;764;5,81;552;2355;32,44 %;63,67 %;92,00 %;43,51 %;23,44 %;1651;12,56;1,25;1651;100,0 %;294;1730;294;1730
2021-11-06;Sat, 6;99955;4999;95033;1394;119;;119;0;-59,9 %;-642;761;1;18;2898;2907;98,07 %;194,7;195,3;98,6;-2509;-2137;-1913;-1169;20,58 %;21285;4380;38737;189;6;79;274;100;96,1;0,95;0,97;-6 %;-16,5 %;-4,6 %;-303;100032;-77;-575;73;8769739;8542319;394801;;66,74 %;7815;6441;45085;65,01 %;8663;8073;56514;3,00 %;22497;12099;84695;;;;;980864;666;65,91 %;925151;944;62,17 %;34591;1600;2,32 %;;;;738;5,62;591;2465;29,94 %;61,50 %;98,50 %;45,69 %;23,98 %;1682;12,80;1,22;1682;100,0 %;307;1780;307;1780
2021-11-07;Sun, 7;100039;4530;95585;1397;84;;83;1;-66,7 %;-469;552;3;20;2733;2741;87,58 %;183,6;184,2;98,2;-2267;-1895;-1671;-927;15,59 %;13227;2062;39057;189;6;79;274;100;85,4;0,88;0,93;-6 %;-22,9 %;-7,6 %;-596;100115;-76;-814;-131;8771750;8544244;401927;;66,76 %;2011;6030;42211;65,02 %;1925;7378;51646;3,06 %;7126;12556;87889;;;;;981889;1025;65,98 %;926612;1461;62,26 %;37275;2684;2,50 %;;;;705;5,37;609;2651;26,59 %;58,75 %;101,50 %;45,42 %;22,97 %;1672;12,72;1,20;1672;100,0 %;203;1790;203;1790
2021-11-08;Mon, 8;100315;4232;96165;1398;276;;282;-6;-13,5 %;-298;580;1;19;2684;2697;73,23 %;180,4;181,2;104,6;-1869;-1497;-1273;-529;16,95 %;72853;12349;47028;189;6;79;274;75;75,8;0,82;0,89;-2 %;-21,2 %;-3,9 %;-698;100397;-82;-727;-289;8778739;8551981;404936;;66,81 %;6989;6904;48329;65,08 %;7737;8332;58325;3,08 %;3009;12806;89644;;;;;982873;984;66,04 %;928020;1408;62,36 %;38535;1260;2,59 %;;;;833;6,34;650;2808;29,67 %;69,42 %;108,33 %;41,60 %;23,15 %;1838;13,99;1,20;1838;100,0 %;207;1814;207;1814
2021-11-09;Tue, 9;100783;4043;96824;1404;468;;470;-2;-30,2 %;-189;659;6;22;2482;2494;62,40 %;166,8;167,6;103,2;-1469;-1097;-873;-129;16,55 %;82470;13649;51169;216;6;80;302;92;63,6;0,80;0,88;-8 %;-25,2 %;2,8 %;-1048;100867;-84;-842;-427;8791054;8565264;422131;;66,90 %;12315;7879;55156;65,18 %;13283;9017;63116;3,21 %;17195;15077;105536;;;;;984172;1299;66,13 %;930069;2049;62,50 %;44095;5560;2,96 %;;;;948;7,21;655;2873;33,00 %;79,00 %;109,17 %;34,00 %;22,80 %;1976;15,04;1,24;1976;100,0 %;344;1958;344;1958
2021-11-10;Wed, 10;101618;4586;97121;1416;835;;840;-5;-3,9 %;543;297;12;30;2447;2460;77,17 %;164,4;165,3;93,3;-1883;-1511;-1287;-543;16,51 %;70629;11661;52482;211;2;84;297;79;71,1;0,79;0,85;-1 %;-32,8 %;9,6 %;-1022;101707;-89;-1198;-644;8805281;8578887;456626;;67,01 %;14227;8660;60618;65,29 %;13623;9403;65824;3,48 %;34495;18139;126971;;;;;985885;1713;66,25 %;932160;2091;62,64 %;49055;4960;3,30 %;;;;948;7,21;685;2954;32,09 %;79,00 %;114,17 %;31,76 %;23,19 %;2014;15,33;1,29;2014;100,0 %;300;1961;300;1961
2021-11-11;Thu, 11;102694;5417;97370;1420;1076;;1080;-4;155,3 %;831;249;4;30;3101;3117;68,87 %;208,4;209,4;124,0;-2721;-2349;-2125;-1381;17,51 %;68775;12043;54931;213;4;83;300;69;84,4;0,88;0,86;27 %;-11,0 %;18,0 %;-438;102787;-93;-384;-714;8819606;8592602;497432;;67,12 %;14325;9357;65496;65,39 %;13715;9658;67608;3,79 %;40806;21126;147882;;;;;986564;679;66,29 %;932910;750;62,69 %;50772;1717;3,41 %;;;;993;7,56;682;3031;32,76 %;82,75 %;113,67 %;30,37 %;22,50 %;2090;15,91;1,34;2090;100,0 %;348;2003;348;2003
2021-11-12;Fri, 12;103998;6406;97696;1420;1304;;1315;-11;441,2 %;989;326;0;27;4162;4189;55,70 %;279,7;281,5;180,8;-3910;-3538;-3314;-2570;16,04 %;65452;10499;56384;213;4;83;300;39;98,9;1,07;0,94;34 %;35,8 %;26,1 %;765;104102;-104;1104;-491;8831557;8602552;540332;;67,21 %;11951;9948;69633;65,47 %;9950;9842;68896;4,11 %;42900;24004;168028;;;;;987243;679;66,34 %;933660;750;62,74 %;52490;1718;3,53 %;;;;996;7,58;707;3075;32,39 %;83,00 %;117,83 %;30,57 %;22,99 %;2156;16,41;1,38;2156;100,0 %;300;2009;300;2009
2021-11-13;Sat, 13;105111;6854;98369;1420;1113;;1121;-8;842,0 %;448;673;0;26;5156;5191;40,53 %;346,5;348,8;248,2;-4951;-4579;-4355;-3611;21,03 %;30751;6467;57737;213;4;83;300;26;98,3;1,38;1,09;24 %;78,6 %;34,9 %;1855;105223;-112;2284;-82;8843508;8612502;584978;;67,30 %;11951;10538;73769;65,54 %;9950;10026;70183;4,45 %;44646;27168;190177;;;;;987924;681;66,38 %;934412;752;62,79 %;54208;1718;3,64 %;;;;992;7,55;744;3248;30,54 %;82,67 %;124,00 %;31,76 %;22,91 %;2218;16,88;1,36;2218;100,0 %;321;2023;321;2023
2021-11-14;Sun, 14;106350;7216;99243;1421;1239;;1236;3;1389,2 %;362;874;1;24;6311;6344;27,37 %;424,1;426,3;334,7;-5916;-5544;-5320;-4576;17,00 %;17456;2968;58341;217;9;104;330;56;89,4;1,81;1,33;22 %;131,4 %;43,9 %;2686;106459;-109;3603;549;8846734;8614539;591451;;67,33 %;3226;10712;74984;65,56 %;2037;10042;70295;4,50 %;6473;27075;189524;;;;;989639;1715;66,50 %;936330;1918;62,92 %;58979;4771;3,96 %;;;;966;7,35;803;3521;27,44 %;80,50 %;133,83 %;32,82 %;22,81 %;2355;17,92;1,31;2355;100,0 %;284;2104;284;2104
